Compound	SMILES
Triton X-100	CC(C)(C)CC(C)(C)C1(\C=C/C(/OCCO)=C\C=1)
dodecan-1-ol	CCCCCCCCCCCCO
mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)[O-]
3-phenylethylcatechol	C2(\C=C/C(\CCC1(\C(\O)=C(\C=C/C=1)\O))=C\C=2)
&alpha;-Kdo-(2&rarr;4)-&alpha;-Kdo-(2&rarr;6)-[P4'-&alpha;-L-ara4<i>N</i>]-lipid A (<i>E. coli</i>)	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]4([C@H]([C@H](OC[C@H]1(O[C@H](OP([O-])([O-])=O)[C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@H](O)1))O[C@H](CO[C@]3(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O[C@@]2(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C2))C3))[C@H]4OP([O-])(O[C@@H]5([C@@H]([C@H]([C@H](CO5)[NH3+])O)O))=O)NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
cephapirin	CC(=O)OCC2(\CS[C@@H]3([C@H](NC(CSC1(\C=C/N=C\C=1))=O)C(=O)N(C(/C(=O)[O-])=2)3))
(E)-2-hexenal	CCC/C=C/C=O
octan-1-ol	CCCCCCCCO
<i>N-P</i>-tosyl-L-phenylalanyl chloromethyl ketone	CC2(\C=C/C(/S(=O)(=O)N[C@H](C(=O)CCl)CC1(\C=C/C=C\C=1))=C\C=2)
2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC12(OC1\C=C/C=C\2))COP(=O)(OP(=O)(OC[C@@H]3([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O3)N4(C5(\N=C/N=C(C(\N=C/4)=5)/N))))[O-])[O-]
UDP-MurNAc-L-Ala-&gamma;-D-Glu-<i>meso</i>-DAP-D-Ala	C[C@H](NC([C@H](O[C@@H]3([C@@H](NC(=O)C)[C@@H](OP([O-])(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))(=O)[O-])=O)O[C@H](CO)[C@@H](O)3))C)=O)C(N[C@H](CCC(=O)N[C@@H](CCC[C@H](C([O-])=O)[NH3+])C(N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O
(3<i>S</i>)-3-methyl-2-oxopentanoate	CC[C@H](C)C(=O)C([O-])=O
3-oxo-(9Z)-octadecenoyl-CoA	CCCCCCCC\C=C/CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5'-azido-5-deoxyuridine	C(N=[N+]=[N-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
pimeloyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(CCCCCC([O-])=O)=O)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
phosphatidylglycerol (1-palmitoyl, 2-palmitoleoyl)	CCCCCCCCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OC[C@@H](O)CO)=O
two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	CC2(C(=O)NC(C(NC(CCCC(C(=O)O)NC(=O)C(NC(C(NC(=O)C(NC(C(OC5(C(OC1(C(NC(=O)C)C(O)C(O)C(CO)O1))C(CO)OC(OC4(C(CO)OC(OC3(C(CO)O/C=C(C(OC(C(N2)=O)C)3)/NC(=O)C))C(NC(C)=O)C(O)4))C(NC(C)=O)5))C)=O)C)CCC(=O)O)=O)CCCC(C(=O)O)N)C(=O)O)=O)CCC(O)=O)
galactosyl-glucosyl-inner core oligosaccharide lipid A	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%10([C@H]([C@@H](O[C@H](CO[C@@]9(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]5(O[C@H]([C@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]4(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@@H]3(O[C@H](CO[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O)[C@@H](O)3))[C@H](O)4))[C@H](O)5))[C@H](O[C@]8(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O[C@@]7(C([O-])=O)(O[C@H]([C@@H](CO)O)[C@H](O[C@H]6([C@@H]([C@@H]([C@H]([C@@H](O6)C)O)O)O))[C@H](O)C7))C8)C(=O)[O-])C9))[C@H]%10OP([O-])([O-])=O)OC[C@@H]%11([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP(=O)([O-])[O-])O%11))NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
cephalosporin 87/312	C(=O)(NC3(C2(N(C(/C([O-])=O)=C(/C=C/C1(/C(/[N+]([O-])=O)=C\C(\[N+](=O)[O-])=C/C=1))/CS2)C(=O)3)))CC4(\S\C=C/C=4)
phosphatidylglycerolphosphate (1,2-di-palmitoleoyl)	CCCCCC\C=C/CCCCCCCC(OC[C@H](COP([O-])(=O)OC[C@H](COP([O-])(=O)[O-])O)OC(=O)CCCCCCC\C=C/CCCCCC)=O
acyl phosphatidylglycerol (n-C16:0)	CCCCCCCCCCCCCCCC(=O)OC[C@@H](COP([O-])(=O)OC[C@@H](COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)O
phosphatidylglycerol (1-myristoyl, 2-palmitoleoyl)	CCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(CCCCCCCCCCCCC)=O)COP([O-])(=O)OC[C@@H](O)CO
two adjacent thymidines in DNA	CC1(\C(=O)NC(N(\C=1)[C@@H]4(O[C@H](COP(O[C@H]3(C[C@H](N2(C(=O)NC(=O)C(/C)=C/2))O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])3))([O-])=O)[C@@H](OP([O-])(O[a deoxyribonucleic acid])=O)C4))=O)
2-phthalimidoglutarate	C1(\C=C/C2(/C(=O)N(C(=O)C(/C=1)=2)[C@@H](CCC(=O)[O-])C(=O)[O-]))
L-methionyl-L-proline dipeptide	CSCC[C@H]([NH3+])C(N1([C@@H](CCC1)C(=O)[O-]))=O
phosphatidylserine (1-myristoyl, 2-palmitoleoyl)	CCCCCC\C=C/CCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCC)COP([O-])(=O)OC[C@@H](C(=O)[O-])[NH3+])=O
3-oxo-(9Z)-hexadecenoyl-CoA	CCCCCC\C=C/CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
2-thiouridine	C(O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=S))O2)O)O)
6,7-dihydromonapterin	C2(NC1(\C(\C(=O)\N=C(N)/N=1)=N/C2[C@H](O)[C@@H](O)CO))
&beta;-D-cellobiose	C([C@@H]2([C@H]([C@@H]([C@H]([C@H](O[C@@H]1([C@H](O[C@H]([C@@H]([C@H]1O)O)O)CO))O2)O)O)O))O
phosphatidylethanolamine (1-palmitoyl, 2-palmitoleoyl)	CCCCCCCCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[NH3+])=O
2-amino-3-carboxy-1,4-naphthoquinone	C2(\C=C1(C(/C(C(\[NH3+])=C(C1=O)\C(=O)[O-])=O)=C\C=2))
galactosyl-(glucosyl)<sub>3</sub>-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate (<i>E. coli</i>)	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%10([C@H]([C@@H](O[C@H](CO[C@@]9(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]7(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@H]6(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]5(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))4))[C@@H](O)5))[C@H](O)6))[C@H](O)7))[C@H](O[C@]8(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C8)C(=O)[O-])C9))[C@H]%10OP([O-])([O-])=O)OC[C@@H]%11([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%11))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
cefaclor	C2(S[C@@H]3([C@H](NC([C@H]([NH3+])C1(\C=C/C=C\C=1))=O)C(=O)N(C(\C([O-])=O)=C2/Cl)3))
phosphatidylglycerolphosphate (1-palmitoyl, 2-palmitoleoyl)	CCCCCCCCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-])=O
cefamandole	CN4(C(/SCC1(CS[C@@H]2([C@@H](C(N(C(C(=O)O)=1)2)=O)NC([C@@H](C3(\C=C/C=C\C=3))O)=O)))=N\N=N/4)
3-dehydro-1-<i>O</i>-methyl-&alpha;-D-glucose	CO[C@H]1(O[C@H](CO)[C@@H](O)C(=O)[C@@H](O)1)
phosphatidylethanolamine (1-myristoyl, 2-palmitoleoyl)	CCCCCC\C=C/CCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCC)COP([O-])(=O)OCC[NH3+])=O
two adjacent 2'-deoxycytidines in DNA	C1(\N(C(=O)/N=C(\C=1)/N)[C@@H]4(O[C@H](COP(O[C@H]3(C[C@H](N2(C(=O)/N=C(\C=C/2)/N))O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])3))([O-])=O)[C@@H](OP([O-])(O[a deoxyribonucleic acid])=O)C4))
tellurate	O=[Te]([O-])([O-])=O
&gamma;-L-glutamyl-L-cysteine	C(S)[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
&beta;-D-Glc-PP-Und	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])O[C@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)
phosphatidylglycerolphosphate (1-myristoyl, 2-palmitoleoyl)	CCCCCC\C=C/CCCCCCCC(=O)O[C@H](COC(CCCCCCCCCCCCC)=O)COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-]
3-oxomyristoyl-CoA	CCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5'-iodo-5'-deoxyuridine	C(I)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
4-amino-2-trifluoromethyl 5-hydroxymethylpyrimidine pyrophosphate	C(OP(=O)([O-])OP(=O)([O-])[O-])C1(\C(\N)=N/C(\C(F)(F)F)=N\C=1)
2,7-anhydro-&alpha;-<i>N</i>-acetylneuraminate	CC(=O)N[C@@H]2([C@@H](O)C[C@]1(O[C@H]([C@H](O)CO)[C@H](O1)2)(C([O-])=O))
carboxyphosphate	C(=O)([O-])OP([O-])(=O)O
phospho-heptosyl-heptosyl-Kdo2-lipidA	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]5([C@H]([C@@H](O[C@H](CO[C@@]4(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]2(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@@H]1(O[C@H]([C@@H](CO)O)[C@@H](OP([O-])(=O)[O-])[C@H](O)[C@H](O)1))[C@H](O)2))[C@H](O[C@]3(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C3)C(=O)[O-])C4))[C@H]5OP([O-])([O-])=O)OC[C@@H]6([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O6))NC(C[C@H](OC(CCCCCCCCCCC)=O)CCCCCCCCCCC)=O)
ceftobiprole	C2(N([C@@H]1(CC[NH2+]C1))C(=O)C(\C2)=C/C5(/CS[C@@H]4([C@H](NC(=O)C(/C3(/N=C(N)\S\N=3))=N/[O-])C(=O)N4C(/C(=O)O)=5)))
Sb<sub>3</sub>H<sub>3</sub>O<sub>6</sub>	O[Sb]1(O[Sb](O)O[Sb](O)O1)
3-<i>O</i>-methyl-D-glucose	CO[C@@H]([C@@H]([C@@H](CO)O)O)[C@@H](O)C=O
1,4-bis-{[N-(1-imino-1-guanidino-methyl)]sulfanylmethyl}-3,6-dimethyl-benzene	CC1(/C=C(C(/C)=C/C(/CSC(NC(N)=[NH2+])=[NH2+])=1)/CSC(NC(N)=[NH2+])=[NH2+])
(<i>R</i>)-3-hydroxy-isobutanoate	C[C@@H](C([O-])=O)CO
3-oxo-(11Z)-octadecenoyl-CoA	CCCCCC\C=C/CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-methylaminomethyl-2-selenouridine	C[N-]CC1(\C(=O)NC(N(\C=1)[C@H]2([C@@H]([C@@H]([C@@H](CO)O2)O)O))=[Se])
1,2-di-<i>S</i>-octyl-1,2-dimercapto-3-propanol	CCCCCCCCSCC(CO)SCCCCCCCC
3-<i>O</i>-D-mannopyranose	CO[C@@H]1([C@H](O)C(O)O[C@H](CO)[C@@H](O)1)
(<i>S</i>)-3-hydroxy-isobutanoate	C[C@H](C([O-])=O)CO
8-anilinonaphthalenesulfonate	C3(\C=C/C(/NC1(\C2(C(/S(=O)([O-])=O)=C\C=C/C(\C=C/C=1)=2)))=C\C=3)
glucosyl-(heptosyl)<sub>3</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate (<i>E. coli</i>)	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]7([C@H]([C@@H](O[C@H](CO[C@@]6(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@H]3(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))[C@H](O)3))[C@H](O)4))[C@H](O[C@]5(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C5)C(=O)[O-])C6))[C@H]7OP([O-])([O-])=O)OC[C@@H]8([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O8))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
cefazolin	CC4(\SC(SCC2(CS[C@@H]3([C@H](NC(CN1(\N=N/N=C\1))=O)C(=O)N(C(C(O)=O)=2)3)))=N\N=4)
dehydrolysine	C(N)/C=C/CC(N)C(=O)O
3-dehydro-1-<i>O</i>-methyl-&beta;-D-glucose	CO[C@@H]1(O[C@H](CO)[C@@H](O)C(=O)[C@@H](O)1)
NAD<sup>+</sup>	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)
(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one	C[C@]1(O)(OC[C@H](O)C(=O)1)
3-chloro-L-alanine	C(Cl)[C@H]([NH3+])C([O-])=O
NADP<sup>+</sup>	C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))=5)
3-oxo-(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5'-amino-5'-deoxyuridine	C([NH3+])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
&alpha;-monofluoromethylarginine	C(NC(N)=N)CCC(CF)(N)C(=O)O
2-deoxy-D-galactose	C(O)[C@@H]1([C@H](O)[C@H](O)CC(O)O1)
phosphatidylserine (1-palmitoyl, 2-cis-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OC[C@@H](C(=O)[O-])[NH3+])=O
geranyl diphosphate	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
dimethylsulfoniopropanoate	C[S+](C)CCC(=O)[O-]
lipid IV<SUB>B</SUB>	CCCCCCCCCCCCCCCC(=O)O[C@@H](CC(=O)N[C@H]1([C@@H](OP([O-])([O-])=O)O[C@@H]([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)1)CO[C@H]2([C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H]([C@H](O2)CO)OP([O-])([O-])=O)))CCCCCCCCCCC
(S)-3-hydroxytetradecanoyl-CoA	CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
cefepime	C[N+]1(CCCC1)CC4(\CS[C@@H]3([C@H](NC(=O)C(/C2(/N=C(N)\S\C=2))=N/OC)C(=O)N3C(/C(=O)[O-])=4))
O-methylserine	COCC(C(=O)[O-])[NH3+]
phosphatidylglycerolphosphate (1-palmitoyl, 2-<i>cis</i>-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-])=O
chlorate	Cl(=O)(O)=O
4-amino-4-deoxy-L-arabinose	C1(O[C@H](O)[C@H](O)[C@@H](O)[C@@H]([NH3+])1)
1-cis-vaccenoyl-2-palmitoleoyl-<i>sn</i>-glycerol-3-phosphate	CCCCCC\C=C/CCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCC)COP([O-])(=O)[O-])=O
acetazolamide	CC(=O)NC1(\SC(/S(=O)(=O)N)=N\N=1)
3-chloro-D-alanine	C(Cl)[C@@H]([NH3+])C([O-])=O
phosphatidylglycerolphosphate (1-<i>cis</i>-vaccenoyl, 2-palmitoleoyl)	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](OC(CCCCCCC\C=C/CCCCCC)=O)COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-]
3-oxopalmitoyl-CoA	CCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
5-methylaminomethyl-2-thiouridine	C[NH2+]CCC1(\C(=O)NC(N(\C=1)[C@H]2([C@@H]([C@@H]([C@@H](CO)O2)O)O))=S)
N<sup>6</sup>-(D-psicosyl)-L-lysine	C(C(=O)[C@H](O)[C@H](O)[C@@H](CO)O)[NH2+]CCCC[C@H]([NH3+])C(=O)[O-]
phosphatidylethanolamine (1,2-bis-<i>cis</i>-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCCCC\C=C/CCCCCC)COP([O-])(=O)OCC[NH3+])=O
aminomalonate	C([NH3+])(C(=O)[O-])C(=O)[O-]
glucosyl-(heptosyl)<sub>2</sub>-Kdo<sub>2</sub>-lipid A	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]6([C@H]([C@@H](O[C@H](CO[C@@]5(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]3(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O[C@H]2(O[C@H]([C@@H](CO)O)[C@@H](O)[C@H](O[C@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))[C@H](O)2))[C@H](O)3))[C@H](O[C@]4(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C4)C(=O)[O-])C5))[C@H]6OP([O-])([O-])=O)OC[C@@H]7([C@@H](O)[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O7))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
&alpha;-lactose	C([C@H]1(O[C@H]([C@@H]([C@H]([C@H]1O)O)O)O[C@@H]2([C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)))O
cephalosporin C	CC(=O)OCC1(\CS[C@@H]2([C@@H](C(=O)N(C(/C(=O)[O-])=1)2)NC(=O)CCC[C@@H]([NH3+])C(=O)[O-]))
(3<i>R</i>)-&beta;-phenylalanine	C(=O)([O-])C[C@@H]([NH3+])C1(\C=C/C=C\C=1)
phosphatidylserine (1,2-bis-<i>cis</i>-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(OC[C@@H](OC(=O)CCCCCCCCC\C=C/CCCCCC)COP([O-])(=O)OC[C@@H](C(=O)[O-])[NH3+])=O
(L-aspartyl)adenylate	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OC([C@H](CC([O-])=O)[NH3+])=O)([O-])=O
1-(p-butylphenyl)-2,2-dimethyl-4,6-diamino-1,2-dihydro-s-triazine	CCCCC2(\C=C/C(/N1(C(C)(C)\N=C(N)/N=C(N)\1))=C\C=2)
phosphatidylglycerol (1-palmitoyl, 2-<i>cis</i>-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)OC[C@@H](O)CO)=O
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/N)=C(C(=O)NC(C([O-])=O)CC([O-])=O)/N=C\1))[C@H](O)[C@H](O)2)
5'-deoxyuridine	C[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
aspirin	CC(OC1(\C(\C([O-])=O)=C/C=C\C=1))=O
3-deoxy-&beta;-D-<i>manno</i>-2-octulosonate	C(O)[C@@H](O)[C@H]1(O[C@](O)(C([O-])=O)C[C@H]([C@H]1O)O)
1-palmitoyl-2-<i>cis</i>-vaccenoyl phosphatidate	CCCCCC\C=C/CCCCCCCCCC(O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP([O-])(=O)[O-])=O
5,6-dimethylbenzimidazole	CC1(\C(/C)=C/C2(/N\C=N/C(\C=1)=2))
(L-seryl)adenylate	C(O)[C@H]([NH3+])C(=O)OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-]
5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole	C1(\[NH+]=C/N(C(/N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
phosphatidylglycerolphosphate (1,2-bis-<i>cis</i>-vaccenoyl)	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](OC(CCCCCCCCC\C=C/CCCCCC)=O)COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-]
L-2-amino-2-carboxyethane-sulfonamide	C(S(=O)(=O)N)C(N)C(O)=O
