Reaction	EC-Number	In-Pathway	Substrates
2-oxoglutarate + L-cysteine  <-->  L-glutamate + 2-oxo-3-sulfanylpropanoate	EC-2.6.1.3	L-cysteine degradation III	L-cysteine // 2-oxoglutarate // L-glutamate // 2-oxo-3-sulfanylpropanoate
(S)-3-hydroxyhexanoyl-CoA + NAD+  ->  3-oxohexanoyl-CoA + NADH + H+	EC-1.1.1.35	oleate &beta;-oxidation	NAD<sup>+</sup> // (<i>S</i>)-3-hydroxyhexanoyl-CoA // 3-oxohexanoyl-CoA // NADH // H<SUP>+</SUP>
a [protein]-Npi-phospho-L-histidine + 2-phospho-D-glycerate  <-->  a [protein]-L-histidine + 2,3-diphospho-D-glycerate		2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	2-phospho-D-glycerate // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [protein]-L-histidine // 2,3-diphospho-D-glycerate
ethanol + NAD+  <-->  acetaldehyde + NADH + H+	EC-1.1.1.1	ethanolamine utilization // mixed acid fermentation // ethanol degradation I	NAD<sup>+</sup> // ethanol // acetaldehyde // NADH // H<SUP>+</SUP>
a [protein] 3-nitrosothio-L-alanine + glutathione  <-->  a [protein]-L-cysteine + S-nitrosoglutathione			glutathione // a [protein] 3-nitrosothio-L-alanine // a [protein]-L-cysteine // <i>S</i>-nitrosoglutathione
GTP + ATP  ->  pppGpp + AMP + H+	EC-2.7.6.5	ppGpp metabolism	ATP // GTP // pppGpp // AMP // H<SUP>+</SUP>
L-aspartate 4-semialdehyde + NADP+ + phosphate  <-->  L-aspartyl-4-phosphate + NADPH + H+	EC-1.2.1.11	L-lysine biosynthesis I // L-homoserine biosynthesis	L-aspartate 4-semialdehyde // phosphate // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // L-aspartyl-4-phosphate
GDP-4-dehydro-alpha-D-rhamnose  ->  GDP-4-dehydro-6-deoxy-beta-L-galactose		GDP-beta-L-fucose + NADP+  <-  GDP-4-dehydro-alpha-D-rhamnose + NADPH + H+ // GDP-L-fucose biosynthesis I (from GDP-D-mannose)	GDP-4-dehydro-&alpha;-D-rhamnose // GDP-4-dehydro-6-deoxy-&beta;-L-galactose
crotonyl-[acp] reductase	EC-1.3.1.9	palmitate biosynthesis II (type II fatty acid synthase)	NAD<sup>+</sup> // a butanoyl-[acp] // a (2<i>E</i>)-but-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
L-threonine  <-->  acetaldehyde + glycine	EC-4.1.2.48 // EC-4.1.2.5	L-threonine degradation IV	L-threonine // acetaldehyde // glycine
L-cysteine + L-glutamate + ATP  ->  gamma-L-glutamyl-L-cysteine + ADP + phosphate + H+	EC-6.3.2.2	glutathione biosynthesis	ATP // L-glutamate // L-cysteine // H<SUP>+</SUP> // &gamma;-L-glutamyl-L-cysteine // phosphate // ADP
4 Cu2+ + 4 NADH + dioxygen  ->  4 Cu+ + 4 NAD+ + 2 H2O			NADH // dioxygen // Cu<SUP>2+</SUP> // Cu<SUP>+</SUP> // H<sub>2</sub>O // NAD<sup>+</sup>
autoinducer 2  ->  (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one		autoinducer AI-2 biosynthesis I	autoinducer 2 // (2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one
cadaverine + S-adenosyl 3-(methylsulfanyl)propylamine  ->  aminopropylcadaverine + S-methyl-5'-thioadenosine + H+	EC-2.5.1	aminopropylcadaverine biosynthesis	<i>S</i>-adenosyl 3-(methylsulfanyl)propylamine // cadaverine // H<SUP>+</SUP> // aminopropylcadaverine // <i>S</i>-methyl-5'-thioadenosine
a tRNAser + L-serine + ATP  ->  an L-seryl-[tRNAser] + AMP + diphosphate	EC-6.1.1.11	tRNA charging	ATP // L-serine // a tRNA<SUP>ser</SUP> // an L-seryl-[tRNA<SUP>ser</SUP>] // diphosphate // AMP
ATP + 1-deoxy-D-xylulose  ->  1-deoxy-D-xylulose 5-phosphate + ADP + H+	EC-2.7.1		1-deoxy-D-xylulose // ATP // H<SUP>+</SUP> // 1-deoxy-D-xylulose 5-phosphate // ADP
2-octaprenyl-6-hydroxyphenyl methylase	EC-2.1.1.222	ubiquinol-8 biosynthesis (early decarboxylation)	3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // 2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol // <i>S</i>-adenosyl-L-homocysteine
[HypE]-S-carboxamide + ATP  ->  [HypE]-S-cyanate + ADP + phosphate + H+	EC-4.2.1	NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	ATP // a [HypE hydrogenase maturation protein]-<i>S</i>-carbamoyl-L-cysteine // a [HypE hydrogenase maturation protein]-<i>S</i>-cyanyl-L-cysteine // ADP // phosphate // H<SUP>+</SUP>
(1E)-4-oxobut-1-ene-1,2,4-tricarboxylate  <-->  (1E,3E)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate	EC-5.3.2.8		(1<i>E</i>)-4-oxobut-1-ene-1,2,4-tricarboxylate // (1<i>E</i>,3<i>E</i>)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate
acetyl-CoA + dihydrolipoamide  ->  S-acetyldihydrolipoamide + coenzyme A	EC-2.3.1.12		dihydrolipoamide // acetyl-CoA // coenzyme A // <i>S</i>-acetyldihydrolipoamide
4-hydroxy-L-threonine + ATP  ->  4-phosphooxy-L-threonine + ADP + H+	EC-2.7.1		ATP // 4-hydroxy-L-threonine // H<SUP>+</SUP> // 4-phosphooxy-L-threonine // ADP
acetyl-CoA + a [carboxyl-carrier protein dimer]-N6-carboxybiotinyl-L-lysine  ->  malonyl-CoA + a [biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine	EC-2.1.3.15	fatty acid biosynthesis initiation (type II) // biotin-carboxyl carrier protein assembly	a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine // acetyl-CoA // malonyl-CoA // a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine
2 cob(II)alamin-[corrinoid adenosyltranferase] + a [reduced flavoprotein]  ->  2 cob(I)alamin-[corrinoid adenosyltranferase] + an [oxidized flavoprotein] + 2 H+		adenosylcobalamin salvage from cobalamin	a [reduced flavoprotein] // cob(II)alamin-[corrinoid adenosyltranferase] // cob(I)alamin-[corrinoid adenosyltranferase] // an [oxidized flavoprotein] // H<SUP>+</SUP>
(S)-3-hydroxy-(9Z)-octadecenoyl-CoA + NAD+  ->  3-oxo-(9Z)-octadecenoyl-CoA + NADH + H+	EC-1.1.1.35	oleate &beta;-oxidation	(S)-3-hydroxy-(9Z)-octadecenoyl-CoA // NAD<sup>+</sup> // NADH // H<SUP>+</SUP> // 3-oxo-(9Z)-octadecenoyl-CoA
a [protein]-phospho-L-aspartate + H2O  ->  a [protein]-L-aspartate + phosphate + H+	EC-3.1.3		H<sub>2</sub>O // a [protein]-phospho-L-aspartate // a [protein]-L-aspartate // phosphate // H<SUP>+</SUP>
3-oxo-L-alanine + H+  ->  2-aminoacetaldehyde + CO2		L-serine + NADP+  ->  2-aminoacetaldehyde + CO2 + NADPH	H<SUP>+</SUP> // 3-oxo-L-alanine // 2-aminoacetaldehyde // CO<SUB>2</SUB>
UDP-N-acetyl-alpha-D-glucosamine + phosphoenolpyruvate  ->  UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate + phosphate	EC-2.5.1.7	peptidoglycan recycling I // UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	phospho<i>enol</i>pyruvate // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate // phosphate
L-glycero-L-galacto-octuluronate-1-phosphate  <-->  glycerone phosphate + aldehydo-L-arabinuronate			L-<i>glycero</i>-L-galacto-octuluronate-1-phosphate // glycerone phosphate // <i>aldehydo</i>-L-arabinuronate
uridine2457 in 23S rRNA  ->  a pseudouridine2457 in 23S rRNA	EC-5.4.99.20		uridine<sup>2457</sup> in 23S rRNA // a pseudouridine<sup>2457</sup> in 23S rRNA
(2,3-dihydroxybenzoyl)adenylate + a holo-[2,3-dihydroxybenzoyl-carrier protein]  ->  a 2,3-dihydroxybenzoyl-[2,3-dihydroxybenzoyl-carrier protein] + AMP + H+		2,3-dihydroxybenzoate + a holo-[2,3-dihydroxybenzoyl-carrier protein] + ATP  ->  a 2,3-dihydroxybenzoyl-[2,3-dihydroxybenzoyl-carrier protein] + AMP + diphosphate // enterobactin biosynthesis	a <i>holo</i>-[2,3-dihydroxybenzoyl-carrier protein] // (2,3-dihydroxybenzoyl)adenylate // a 2,3-dihydroxybenzoyl-[2,3-dihydroxybenzoyl-carrier protein] // AMP // H<SUP>+</SUP>
2-iminosuccinate + glycerone phosphate  ->  quinolinate + phosphate + 2 H2O	EC-2.5.1.72	NAD <i>de novo</i> biosynthesis I	glycerone phosphate // 2-iminosuccinate // quinolinate // H<sub>2</sub>O // phosphate
selenophosphate + a 5-methylaminomethyl-2-(S-geranyl)thiouridine34 in tRNA  ->  a 5-methylaminomethyl-2-(Se-phospho)selenouridine34 in tRNA + (2E)-3,7-dimethylocta-2,6-diene-1-thiol		tRNA-uridine 2-thiolation and selenation (bacteria) // selenophosphate + a 5-[(methylamino)methyl]-2-thiouridine34 in tRNA + geranyl diphosphate + H2O  ->  a 5-methylaminomethyl-2-selenouridine34 in tRNA + (2E)-3,7-dimethylocta-2,6-diene-1-thiol + diphosphate + phosphate	a 5-methylaminomethyl-2-(<i>S</i>-geranyl)thiouridine<sup>34</sup> in tRNA // selenophosphate // a 5-methylaminomethyl-2-(<i>Se</i>-phospho)selenouridine<sup>34</sup> in tRNA // (2E)-3,7-dimethylocta-2,6-diene-1-thiol
a CcmH-CcmG disulfide  ->  a CcmG protein with an internal disulfide bridge + a CcmH protein with reduced cysteine residues		cytochrome <i>c</i> biogenesis (system I type)	a CcmH-CcmG disulfide // a CcmG protein with an internal disulfide bridge // a CcmH protein with reduced cysteine residues
oxamate + carbamoyl phosphate  ->  N-carbamoyl-2-oxoglycine + phosphate	EC-2.1.3.5	allantoin degradation IV (anaerobic)	carbamoyl phosphate // oxamate // phosphate // <i>N</i>-carbamoyl-2-oxoglycine
dGMP + H2O  ->  2'-deoxyguanosine + phosphate	EC-3.1.3.89		H<sub>2</sub>O // dGMP // 2'-deoxyguanosine // phosphate
a beta-D-galactoside + acetyl-CoA  ->  a 6-acetyl-beta-D-galactoside + coenzyme A	EC-2.3.1.18		acetyl-CoA // a &beta;-D-galactoside // a 6-acetyl-&beta;-D-galactoside // coenzyme A
dCDP + ATP  ->  dCTP + ADP	EC-2.7.4.6	pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)	ATP // dCDP // dCTP // ADP
(S)-NADPHX + ADP  ->  AMP + NADPH + phosphate + H+	EC-4.2.1.136		ADP // (<i>S</i>)-NADPHX // NADPH // AMP // phosphate // H<SUP>+</SUP>
Ni2+ + a HypB hydrogenase accessory protein + GTP + H2O  ->  Ni-[HypB hydrogenase accessory protein] + GDP + phosphate + H+		NiFe(CO)(CN)<sub>2</sub> cofactor biosynthesis	H<sub>2</sub>O // GTP // a HypB hydrogenase accessory protein // Ni<sup>2+</sup> // Ni-[HypB hydrogenase accessory protein] // GDP // phosphate // H<SUP>+</SUP>
(2-aminoethyl)phosphonate + acetyl-CoA  ->  (2-acetamidoethyl)phosphonate + coenzyme A + 2 H+	EC-2.3.1.280		acetyl-CoA // (2-aminoethyl)phosphonate // (2-acetamidoethyl)phosphonate // coenzyme A // H<SUP>+</SUP>
L-histidinol phosphate + 2-oxoglutarate  <-->  3-(imidazol-4-yl)-2-oxopropyl phosphate + L-glutamate	EC-2.6.1.9	L-histidine biosynthesis	2-oxoglutarate // L-histidinol phosphate // 3-(imidazol-4-yl)-2-oxopropyl phosphate // L-glutamate
beta-D-glucopyranose 1-phosphate  <-->  beta-D-glucose 6-phosphate	EC-5.4.2.6		&beta;-D-glucopyranose 1-phosphate // &beta;-D-glucose 6-phosphate
a carboxylic ester + H2O  ->  an alcohol + a carboxylate + H+	EC-3.1.1.1		H<sub>2</sub>O // a carboxylic ester // an alcohol // a carboxylate // H<SUP>+</SUP>
4,6-pyr-alpha-D-Gal-(1->4)-beta-D-GlcA-(1->3)-2-O-Ac-alpha-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-3-O-Ac-alpha-L-Fuc-(1->3)-alpha-D-Glc-PP-Und[periplasm] + lipid A-core oligosaccharide (E. coli K-12 core type)[periplasm]  ->  E. coli MLPS[periplasm] + di-trans,octa-cis-undecaprenyl diphosphate[periplasm] + H+[periplasm]	EC-2.4.99		lipid A-core oligosaccharide (<i>E. coli</i> K-12 core type) // 4,6-pyr-&alpha;-D-Gal-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-2-<i>O</i>-Ac-&alpha;-D-Gal-(1&rarr;3)-&alpha;-L-Fuc-(1&rarr;4)-3-O-Ac-&alpha;-L-Fuc-(1&rarr;3)-&alpha;-D-Glc-PP-Und // <i>E. coli</i> M<sub>LPS</sub> // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // H<SUP>+</SUP>
2-dehydro-3-deoxy-D-galactonate + ATP  ->  2-dehydro-3-deoxy-D-galactonate 6-phosphate + ADP + H+	EC-2.7.1.178 // EC-2.7.1.58	D-galactonate degradation	ATP // 2-dehydro-3-deoxy-D-galactonate // H<SUP>+</SUP> // 2-dehydro-3-deoxy-D-galactonate 6-phosphate // ADP
ethylene glycol + NAD+  <-->  glycolaldehyde + NADH + H+	EC-1.1.1.77	ethylene glycol degradation	ethylene glycol // NAD<sup>+</sup> // H<SUP>+</SUP> // glycolaldehyde // NADH
3-oxo-dodecanoyl-[acyl-carrier protein] synthase	EC-2.3.1.179 // EC-2.3.1.41	palmitate biosynthesis II (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a decanoyl-[acp] // a 3-oxododecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
N5-carboxyaminoimidazole ribonucleotide  ->  5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	EC-5.4.99.18	inosine-5'-phosphate biosynthesis I	<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate
L-galactono-1,4-lactone + H2O  <-->  L-galactonate + H+	EC-3.1.1		H<sub>2</sub>O // L-galactono-1,4-lactone // L-galactonate // H<SUP>+</SUP>
2-oxoglutarate + N-succinyl-L,L-2,6-diaminopimelate  <-->  L-glutamate + N-succinyl-2-amino-6-ketopimelate	EC-2.6.1.17	L-lysine biosynthesis I	<i>N</i>-succinyl-L,L-2,6-diaminopimelate // 2-oxoglutarate // L-glutamate // <i>N</i>-succinyl-2-amino-6-ketopimelate
a [protein]-L-aspartate + a [protein]-N-phospho-L-histidine  <-->  a [protein]-L-histidine + a [protein]-phospho-L-aspartate	EC-2.7.99		a [protein]-<i>N</i>-phospho-L-histidine // a [protein]-L-aspartate // a [protein]-L-histidine // a [protein]-phospho-L-aspartate
2 S-adenosyl-L-methionine + a [lipoyl-carrier protein] N6-octanoyl-L-lysine + an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]+2 cluster + 2 a reduced ferredoxin [iron-sulfur] cluster + 6 H+  ->  a [lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine + 2 5'-deoxyadenosine + 2 L-methionine + an [Fe-S] cluster scaffold protein + 2 S2- + 4 Fe2+ + 2 an oxidized ferredoxin [iron-sulfur] cluster	EC-2.8.1.8	lipoate biosynthesis and incorporation I // lipoate biosynthesis and incorporation II	a reduced ferredoxin [iron-sulfur] cluster // H<SUP>+</SUP> // an [Fe-S] cluster scaffold protein carrying a [4Fe-4S]<sup>+2</sup> cluster // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // <i>S</i>-adenosyl-L-methionine // a [lipoyl-carrier protein]-<i>N<sup>6</sup></i>-[(R)-dihydrolipoyl]-L-lysine // 5'-deoxyadenosine // L-methionine // an [Fe-S] cluster scaffold protein // S<sup>2-</sup> // Fe<sup>2+</sup> // an oxidized ferredoxin [iron-sulfur] cluster
D-glyceraldehyde 3-phosphate  <-->  glycerone phosphate	EC-5.3.1.1	glycolysis I (from glucose 6-phosphate) // glycolysis II (from fructose 6-phosphate) // gluconeogenesis I	D-glyceraldehyde 3-phosphate // glycerone phosphate
L-kynurenine + 2-oxoglutarate  <-->  L-glutamate + 4-(2-aminophenyl)-2,4-dioxobutanoate		L-kynurenine + 2-oxoglutarate  ->  kynurenate + L-glutamate + H2O + H+	2-oxoglutarate // L-kynurenine // L-glutamate // 4-(2-aminophenyl)-2,4-dioxobutanoate
<i>trans</i> hex-2-enoyl-[acp]-reductase	EC-1.3.1.9	palmitate biosynthesis II (type II fatty acid synthase)	NAD<sup>+</sup> // a hexanoyl-[acp] // a (2<i>E</i>)-hex-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	EC-5.4.2.11	glycolysis I (from glucose 6-phosphate) // glycolysis II (from fructose 6-phosphate)	2-phospho-D-glycerate // 3-phospho-D-glycerate
UDP-alpha-D-glucuronate + NAD+  ->  UDP-beta-L-threo-pentapyranos-4-ulose + CO2 + NADH	EC-1.1.1.305	polymyxin resistance	NAD<sup>+</sup> // UDP-&alpha;-D-glucuronate // UDP-&beta;-L-threo-pentapyranos-4-ulose // CO<SUB>2</SUB> // NADH
alpha-D-ribose-1-methylphosphonate-5-triphosphate + H2O  ->  alpha-D-ribose-1-methylphosphonate 5-phosphate + diphosphate + H+	EC-3.6.1.63	methylphosphonate degradation I	H<sub>2</sub>O // &alpha;-D-ribose-1-methylphosphonate-5-triphosphate // &alpha;-D-ribose-1-methylphosphonate 5-phosphate // diphosphate // H<SUP>+</SUP>
aldehydo-D-allose 6-phosphate  <-->  D-psicose 6-phosphate	EC-5.3.1	D-allose degradation	<i>aldehydo</i>-D-allose 6-phosphate // D-psicose 6-phosphate
(2Z,4E,7E)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate + H2O  ->  (2Z)-2-hydroxypenta-2,4-dienoate + fumarate + H+	EC-3.7.1.14	cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate	H<sub>2</sub>O // (2<i>Z</i>,4<i>E</i>,7<i>E</i>)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate // (2Z)-2-hydroxypenta-2,4-dienoate // fumarate // H<SUP>+</SUP>
D-glycero-beta-D-manno-heptose 1,7-bisphosphate + H2O  ->  D-glycero-beta-D-manno-heptose 1-phosphate + phosphate	EC-3.1.3.82	ADP-L-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose biosynthesis	H<sub>2</sub>O // D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1,7-bisphosphate // D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1-phosphate // phosphate
a tRNA precursor with a 5' extension and a short 3' extension  ->  a tRNA precursor with a 5' extension + a ribonucleoside 5'-monophosphate	EC-3.1.13.5	tRNA processing	a tRNA precursor with a 5' extension and a short 3' extension // a tRNA precursor with a 5' extension // a ribonucleoside 5'-monophosphate
4-deoxy-L-threo-hex-4-enopyranuronate  <-->  5-dehydro-4-deoxy-D-glucuronate			4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate // 5-dehydro-4-deoxy-D-glucuronate
5-aminopentanoate + 2-oxoglutarate  <-->  L-glutamate + glutarate semialdehyde	EC-2.6.1.48	L-lysine degradation I	2-oxoglutarate // 5-aminopentanoate // L-glutamate // glutarate semialdehyde
arsenous acid  <-->  arsenite + H+			arsenous acid // arsenite // H<SUP>+</SUP>
D-myo-inositol (2,4,5) trisphosphate[periplasmic space] + H2O[periplasmic space]  ->  D-myo-inositol (2,5) bisphosphate[periplasmic space] + phosphate[periplasmic space]	EC-3.1.3.62		H<sub>2</sub>O // D-<i>myo</i>-inositol (2,4,5) trisphosphate // D-<i>myo</i>-inositol (2,5) bisphosphate // phosphate
di-trans,octa-cis-undecaprenyl phosphate + UDP-N-acetyl-alpha-D-glucosamine  ->  alpha-D-GlcNAc-PP-Und + UMP	EC-2.7.8.33	enterobacterial common antigen biosynthesis	UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // <i>di-trans,octa-cis</i>-undecaprenyl phosphate // &alpha;-D-GlcNAc-PP-Und // UMP
S-arsorososulfanethiol-[arsenate reductase] + 2 H2O  ->  an [arsenate reductase]-L-cysteine + arsenite + H+		arsenate + glutathione + a reduced glutaredoxin + 2 H+  ->  arsenous acid + a [glutaredoxin]-glutathione disulfide + H2O	H<sub>2</sub>O // <i>S</i>-arsorososulfanethiol-[arsenate reductase] // an [arsenate reductase]-L-cysteine // arsenite // H<SUP>+</SUP>
a [lipoyl-carrier protein]-L-lysine + octanoate + ATP  ->  a [lipoyl-carrier protein] N6-octanoyl-L-lysine + AMP + diphosphate + H+	EC-6.3.1.20	lipoate biosynthesis and incorporation II	ATP // octanoate // a [lipoyl-carrier protein]-L-lysine // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // AMP // diphosphate // H<SUP>+</SUP>
an osmoregulated periplasmic glucan[periplasm] + a phosphatidylglycerol[periplasm]  <-->  an osmoregulated periplasmic glucan with phosphoglycerol substituent[periplasm] + a 1,2-diacyl-sn-glycerol[periplasm] + H+[periplasm]	EC-2.7.8.20		a phosphatidylglycerol // an osmoregulated periplasmic glucan // an osmoregulated periplasmic glucan with phosphoglycerol substituent // a 1,2-diacyl-<i>sn</i>-glycerol // H<SUP>+</SUP>
4-nitrobenzyl alcohol + NADP+  <-  4-nitrobenzaldehyde + NADPH + H+	EC-1.1.1.91		NADP<sup>+</sup> // 4-nitrobenzyl alcohol // 4-nitrobenzaldehyde // NADPH // H<SUP>+</SUP>
maltohexaose + H2O  ->  maltopentaose + D-glucopyranose	EC-3.2.1.20		H<sub>2</sub>O // maltohexaose // maltopentaose // D-glucopyranose
L-cystathionine + H2O  ->  ammonium + pyruvate + L-homocysteine	EC-4.4.1.13	L-methionine biosynthesis I	H<sub>2</sub>O // L-cystathionine // ammonium // pyruvate // L-homocysteine
5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O	EC-2.4.2.14	5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I // superpathway of 5-aminoimidazole ribonucleotide biosynthesis	L-glutamate // diphosphate // 5-phospho-&beta;-D-ribosylamine // 5-phospho-&alpha;-D-ribose 1-diphosphate // L-glutamine // H<sub>2</sub>O
nigerose + H2O  ->  2 D-glucopyranose	EC-3.2.1		H<sub>2</sub>O // nigerose // D-glucopyranose
S-ribosyl-L-homocysteine  ->  L-homocysteine + autoinducer 2	EC-4.4.1.21	<i>S</i>-adenosyl-L-methionine salvage I // autoinducer AI-2 biosynthesis I	<i>S</i>-ribosyl-L-homocysteine // L-homocysteine // autoinducer 2
ammonium + 3 NAD+ + 2 H2O  <-  nitrite + 3 NADH + 5 H+	EC-1.7.1.15		NAD<sup>+</sup> // H<sub>2</sub>O // ammonium // nitrite // NADH // H<SUP>+</SUP>
ATP + L-methionine + H2O  ->  S-adenosyl-L-methionine + phosphate + diphosphate	EC-2.5.1.6	<i>S</i>-adenosyl-L-methionine salvage I // S-adenosyl-L-methionine biosynthesis	H<sub>2</sub>O // L-methionine // ATP // <i>S</i>-adenosyl-L-methionine // phosphate // diphosphate
a [TusD sulfur-carrier protein]-S-sulfanyl-L-cysteine + a [TusE sulfur carrier protein]-L-cysteine  ->  a [TusD]-L-cysteine + a [TusE sulfur carrier protein]-S-sulfanylcysteine	EC-2.8.1	tRNA-uridine 2-thiolation and selenation (bacteria)	a [TusE sulfur carrier protein]-L-cysteine // a [TusD sulfur-carrier protein]-S-sulfanyl-L-cysteine // a [TusD]-L-cysteine // a [TusE sulfur carrier protein]-<i>S</i>-sulfanylcysteine
IMP + NAD+ + H2O  <-->  XMP + NADH + H+	EC-1.1.1.205	guanosine ribonucleotides <i>de novo</i> biosynthesis	IMP // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // NADH // XMP
adenosylcobinamide + ATP  ->  adenosyl-cobinamide phosphate + ADP + H+	EC-2.7.1.156	adenosylcobinamide-GDP salvage from cobinamide I // superpathway of adenosylcobalamin salvage from cobinamide I	ATP // adenosylcobinamide // H<SUP>+</SUP> // adenosyl-cobinamide phosphate // ADP
ATP + a 1,2-diacyl-sn-glycerol  ->  a phosphatidate + ADP + H+	EC-2.7.1.107		a 1,2-diacyl-<i>sn</i>-glycerol // ATP // H<SUP>+</SUP> // a phosphatidate // ADP
(S)-4-amino-5-oxopentanoate  ->  5-aminolevulinate	EC-5.4.3.8	tetrapyrrole biosynthesis I (from glutamate)	(S)-4-amino-5-oxopentanoate // 5-aminolevulinate
an [HPr protein]-Npi-phospho-L-histidine + dihydroxyacetone  ->  an [HPr]-L-histidine + glycerone phosphate		dihydroxyacetone + phosphoenolpyruvate  ->  glycerone phosphate + pyruvate	dihydroxyacetone // an [HPr protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // an [HPr]-L-histidine // glycerone phosphate
(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate  <-->  indole + D-glyceraldehyde 3-phosphate	EC-4.1.2.8	L-tryptophan biosynthesis // (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine  ->  L-tryptophan + D-glyceraldehyde 3-phosphate + H2O	(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate // indole // D-glyceraldehyde 3-phosphate
S-adenosyl-L-methionine + guanosine2251 in 23S rRNA  ->  2-O-methylguanosine2251 in 23S rRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.185		guanosine<sup>2251</sup> in 23S rRNA // <i>S</i>-adenosyl-L-methionine // 2-<i>O</i>-methylguanosine<sup>2251</sup> in 23S rRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
ATP + 5-(2-hydroxyethyl)-4-methylthiazole  ->  ADP + 4-methyl-5-(2-phosphooxyethyl)thiazole + H+	EC-2.7.1.50	thiamine diphosphate salvage II	5-(2-hydroxyethyl)-4-methylthiazole // ATP // H<SUP>+</SUP> // ADP // 4-methyl-5-(2-phosphooxyethyl)thiazole
2-(&alpha;-hydroxyethyl)-TPP:[dihydrolipoyllysine-residue acetyltransferase]-lipoyllysine acetyltransferase		pyruvate + a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + H+  ->  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + CO2	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // 2-(&alpha;-hydroxyethyl)thiamine diphosphate // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine // thiamine diphosphate
