Compound	SMILES
a peptidoglycan tetramer with a D,D cross-link (<i>Enterococcus faecium</i>)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]8([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]7(O[C@H](CO)[C@@H](O[C@@H]6([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(NC(=O)[C@H](C)NC(=O)[C@@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)NC(=O)CC[C@@H](NC(=O)C(NC(=O)[C@@H](C)O[C@H]4([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O[C@H](O[C@H]3([C@H](O)[C@@H](NC(=O)C)[C@H](O[C@H]2([C@H](O[C@H](C)C(=O)NC(C)C(=O)N[C@H](CCC(=O)N[C@H](CCCCNC(=O)C[C@@H]([NH3+])C(N)=O)C(N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@@H](NC(=O)C)[C@H](O[C@H](CO)2)OP([O-])(=O)OP([O-])(=O)OC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))O[C@H](CO)3))[C@H](NC(=O)C)4))C)C(=O)N)=O)C(N[C@@H](C)C(=O)N[C@@H](C)C(=O)[O-])=O)C(=O)N)[C@H](O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))[C@@H](CO)O6))[C@H](O)[C@@H](NC(=O)C)7))[C@@H](CO)O8)
2-hydroxyspirilloxanthin	CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(OC)(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\C(O)C(OC)(C)C
x-dman-HEX-x:x	
hydrogen peroxide	OO
a-lglc-HEX-1:5|6:a	
nicotinate	C1(\N=C/C(/C(=O)[O-])=C\C=1)
D-sorbitol	C([C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O
pyridine-ring	C1(\N=C/C=C\C=1)
core oligosaccharide-lipid A (<i>E. coli</i> K-12 core type with D-GlcNAc)	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%12([C@H]([C@@H](O[C@H](CO[C@@]%11(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]9(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]8(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]7(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]6(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))6)))[C@@H](O)7))[C@H](O)8))[C@H](O)9))[C@H](O[C@]%10(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C%10)C(=O)[O-])C%11))[C@H]%12OP([O-])([O-])=O)OC[C@@H]%13([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%13))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
CTP	C(OP(OP(OP(=O)([O-])[O-])([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
an amino group	[C-3][NH3+]
3-deoxy-D-glycero-&alpha;-D-galacto-nonulosonate	C(O)[C@@H](O)[C@H]([C@@H]1(O[C@](C([O-])=O)(O)C[C@@H]([C@H]1O)O))O
dihydrogeranylgeranyl diphosphate	CC(C)=CCCC(\C)=C/CC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C
D-sedoheptulose 1,7-bisphosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate	CSC[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
3-(<i>all-trans</i>-decaprenyl)benzene-1,2-diol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)
GDP-&alpha;-D-mannose	C(OP(=O)([O-])OP(O[C@H]1(O[C@@H]([C@@H](O)[C@H](O)[C@H](O)1)CO))(=O)[O-])[C@H]4(O[C@@H](N2(C3(\N=C(N)/NC(=O)C(\N=C/2)=3)))[C@H](O)[C@H](O)4)
a nascent peptidoglycan with L,D cross links (<i>meso</i>-diaminopimelate containing)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP([O-])(=O)O[C@@H]4([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(N[C@@H](C([O-])=O)CCC[C@@H](C(N[C@H](C)C([O-])=O)=O)NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R2])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O[C@H](O[R3])[C@H](NC(=O)C)2))=O)[C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[R1])[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O4))([O-])=O
pyridoxine 5'-phosphate	CC1(\C(\O)=C(C(/COP([O-])(=O)[O-])=C\N=1)\CO)
(2E,9Z)-octadecenoyl-CoA	CCCCCCCC\C=C/CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
OH<SUP>-</SUP>	[OH-]
2''-<i>O</i>-acetyl-ADP-ribose	CC(O[C@H]4(C(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)4)O))=O
reduced &beta;-nicotinamide D-ribonucleotide	C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
<i>N</i>-acetyl-&alpha;-D-mannosamine	CC(=O)N[C@@H]1([C@@H](O)O[C@H](CO)[C@@H](O)[C@H](O)1)
(<i>S</i>)-dihydroorotate	C1(C(=O)NC(=O)N[C@H](C(=O)[O-])1)
(<i>S</i>)-2,3,4,5-tetrahydrodipicolinate	C1(CC(/C([O-])=O)=N\[C@@H](C1)C([O-])=O)
L-phenylalanine	C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1)
lipid A-core-pyrophosphoethanolamine	CCCCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)O[C@@H]%12([C@H]([C@@H](O[C@H](CO[C@@]%11(C(=O)[O-])(O[C@H]([C@H](O)CO)[C@H](O[C@H]9(O[C@H]([C@@H](O)CO)[C@@H](OP([O-])([O-])=O)[C@H](O[C@@H]8(O[C@H]([C@@H](CO[C@H]1(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)1))O)[C@@H](OP([O-])(=O)[O-])[C@H](O[C@H]7(O[C@H](CO[C@H]2(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)2))[C@@H](O)[C@H](O[C@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@H]6(O[C@H](CO[C@H]4(O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@H](O)4))[C@H](O)[C@H](O)[C@@H](O[C@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))6)))[C@@H](O)7))[C@H](O)8))[C@H](O)9))[C@H](O[C@]%10(O[C@H]([C@@H](CO)O)[C@H](O)[C@H](O)C%10)C(=O)[O-])C%11))[C@H]%12OP([O-])(=O)OP(OCC[NH3+])([O-])=O)OC[C@@H]%13([C@@H](O)[C@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OP([O-])([O-])=O)O%13))NC(C[C@H](OC(=O)CCCCCCCCCCC)CCCCCCCCCCC)=O)
2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine	C(NC=O)C(N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1))=[NH2+]
(<i>S</i>)-lactaldehyde	C[C@@H](C=O)O
phosphonoacetaldehyde	C(CP([O-])(O)=O)=O
D-glycerate	C(=O)([O-])[C@H](O)CO
urea	C(=O)(N)N
propanoyl phosphate	CCC(OP([O-])([O-])=O)=O
2'-deoxycytidine	C(O)[C@@H]2([C@H](C[C@H](N1(\C=C/C(/N)=N\C(=O)1))O2)O)
dihydrolipoamide	C(CCC(N)=O)C[C@@H](S)CCS
2,2-dihydroxyspirilloxanthin	CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(OC)(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\C(O)(O)C(OC)(C)C
x-dxyl-PEN-1:5	
(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/CCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
<i>N</i>-carbamoyl-L-aspartate	C(=O)([O-])C[C@H](NC(N)=O)C([O-])=O
<i>bis</i>(molybdenum cofactor)	C([C@H]5(O[C@H]7(NC8(/N=C(N)\NC(=O)C(/N[C@@H](C6(\S[Mo]1(=O)(SC2(/[C@@H](COP(=O)([O-])[O-])O[C@@H]3([C@H](C(\S1)=2)NC4(\C(=O)NC(/N)=N/C(\N3)=4))))SC\5=6))7)=8))))OP([O-])(=O)[O-]
(1<i>R</i>,6<i>R</i>)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	C1(\C=C([C@H]([C@H](O)\C=1)C(=O)[O-])\C(=O)CCC(=O)[O-])
D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate	C1(\N\C=N/C(\[C@@H]([C@H](O)COP(=O)([O-])[O-])O)=1)
autoinducer 2	CC(C([C@H](CO)O)=O)=O
3-deacetyl-3-vinylbacteriochlorophyllide <i>a</i>	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3([C@H](C)[C@@H](CC)C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))
2-C-methyl-D-erythritol-2,4-cyclodiphosphate	C[C@@]1(CO)(OP(=O)([O-])OP(=O)([O-])OC[C@@H](O)1)
2-methylfumaryl-CoA	CC(/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)=C\C([O-])=O
a mature peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)NC(=O)[C@@H](C)O[C@H]2([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))C3(COC([C@H](NC(=O)C)2)O3))
&beta;-L-idopyranuronate	C([O-])(=O)[C@@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
methanol	CO
2-iminobutanoate	CCC(C(=O)[O-])=N
5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole	C1(\[NH+]=C/N(C(/N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
(aminomethyl)phosphonate	C(P([O-])(=O)[O-])[NH3+]
(R)-methylmalonyl-CoA	C[C@@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C([O-])=O
molybdate	[Mo](=O)(=O)([O-])[O-]
N<sup>6</sup>-(D-glucosyl)-L-lysine	C(O)[C@H]1(O[C@@H](O)[C@H]([NH2+]CCCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H](O)1)
L-proline betaine	C1(CC[C@H]([N+](C)(C)1)C([O-])=O)
L-glutamate	C(CC[C@@H](C(=O)[O-])[NH3+])([O-])=O
x-dara-HEX-2:5|2:keto	
3-oxopentanoate	CCC(=O)CC(=O)[O-]
UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCCC[NH3+])C([O-])=O)NC(=O)[C@@H](C)O[C@H]1([C@H](O)[C@@H](CO)O[C@@H]([C@H](NC(=O)C)1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
a peptidoglycan with D,D cross-link (S. aureus)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP([O-])(=O)O[C@@H]8([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(CNC(CNC(CNC(CNC(C[NH3+])=O)=O)=O)=O)=O)C(N[C@H](C)C(N[C@@H](C(=O)[O-])C)=O)=O)C(=O)N)[C@H](O[C@@H]7(O[C@H](CO)[C@@H](O[C@@H]6([C@H](NC(=O)C)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(CNC(CNC(CNC(CNC(C[NH3+])=O)=O)=O)=O)=O)C(N[C@H](C)C(NCC(=O)NCC(NCC(=O)NCC(NCC(=O)NCCCC[C@@H](C(N[C@H](C)C(N[C@@H](C(=O)[O-])C)=O)=O)NC(=O)CC[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](C)O[C@H]4([C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O[C@H](O[C@H]3([C@H](O)[C@@H](NC(=O)C)[C@H](O[C@H]2([C@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCCNC(CNC(CNC(CNC(CNC(C[NH3+])=O)=O)=O)=O)=O)C(N[C@H](C)C(N[C@@H](C(=O)[O-])C)=O)=O)C(=O)N)[C@@H](NC(=O)C)[C@H](O[C@H](CO)2)OP([O-])(=O)OP([O-])(=O)OC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))O[C@H](CO)3))[C@H](NC(=O)C)4))C)C(=O)N)=O)=O)=O)=O)C(=O)N)[C@H](O[C@@H]5(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)5))[C@@H](CO)O6))[C@H](O)[C@@H](NC(=O)C)7))[C@@H](CO)O8)
3-deoxy-D-arabino-heptulosonate 7-phosphate	C(=O)([O-])C(=O)C[C@@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-]
arsenite	[As](O)([O-])O
a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP([O-])(=O)OP(O[C@@H]2([C@H](NC(C)=O)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C([O-])=O)C([O-])=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
phosphatidylglycerolphosphate (1-oleoyl, 2-palmitoyl)	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-])OC(=O)CCCCCCCCCCCCCCC
(2<i>S</i>)-2-hydroxy-3,4-dioxopentyl phosphate	CC(C([C@H](COP([O-])(=O)[O-])O)=O)=O
<i>S</i>-sulfanylglutathione	C(SS)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
(indol-3-yl)acetamide	C(N)(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
2'-(5''-triphospho-&alpha;-D-ribosyl)-3'-dephospho-CoA	CC(C)(COP(OP(OC[C@H]4(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O[C@@H]3([C@H](O)[C@H](O)[C@@H](COP([O-])(OP([O-])(OP([O-])([O-])=O)=O)=O)O3))[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(=O)([O-])O[C@@H]2([C@H](NC(C)=O)[C@@H](O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCCC[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C([O-])=O)=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))([O-])=O
<i>aldehydo</i>-D-ribose	C(=O)[C@H](O)[C@H](O)[C@H](O)CO
demethylmenaquinol-8	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
3-(<i>all-trans</i>-octaprenyl)benzene-1,2-diol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)
<i>S</i>-acetyldihydrolipoamide	CC(SC(CCS)CCCCC(N)=O)=O
indole	C1(\C=C/C2(N\C=C/C(\C=1)=2))
&beta;-L-rhamnopyranose	C[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)O)
(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate	CC(C)(O)[C@@H](O)C(=O)[O-]
b-dman-HEX-1:5|6:a	
spirilloxanthin	CC(/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(OC)(C)C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\C=C\CC(OC)(C)C
triphosphate	[O-]P(OP(=O)(OP([O-])(=O)[O-])[O-])([O-])=O
choline sulfate	C[N+](CCOS(=O)(=O)[O-])(C)C
a mature peptidoglycan strand (non-reducing terminus)	CC(=O)N[C@H]1([C@H](O[R1])O[C@H](CO)[C@@H](O)[C@H](O)1)
&beta;-D-glucopyranose	C(O)[C@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
[aryl-carrier protein] group	CC(C)(COP(=O)([O-])OC[C@H](N[an aryl-carrier protein])C(=O)[an aryl-carrier protein])[C@@H](O)C(=O)NCCC(=O)NCCS
a methyl group	C
chlorophyllide <i>a</i>	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)[O-])C(\C6(/[C@@H-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(CC)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))
L-threonine 3-O-phosphate	C[C@@H](OP([O-])([O-])=O)[C@H]([NH3+])C(=O)[O-]
x-dgal-HEX-1:4	
(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate	C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O)
b-lido-HEX-1:5|6:a	
D-erythrose 4-phosphate	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O
dopamine	C(CC1(\C=C(C(/O)=C\C=1)\O))[NH3+]
&alpha;-L-rhamnopyranose	C[C@H]1([C@@H]([C@H]([C@H]([C@@H](O1)O)O)O)O)
&alpha;-D-glucopyranose	C(O)[C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O)
urocanate	C1(\N\C=N/C(\C=C\C([O-])=O)=1)
(8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4))))
2,6-diamino-4-hydroxy-5-(<i>N</i>-methyl)formamidopyrimidine	CN(C=O)C1(\C(\O)=N/C(\N)=N\C(/N)=1)
<i>aldehydo</i>-D-galactose	C(=O)[C@@H]([C@H]([C@H]([C@@H](CO)O)O)O)O
guanine	C1(\NC2(/N=C(N)\NC(=O)C(/N=1)=2))
5-methoxy-6-methylbenzimidazole	CC1(\C(\OC)=C/C2(/N=C\NC(/C=1)=2))
menaquinol-<i>8</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C2(\C(\C(\O)=1)=C/C=C\C=2))/O)
2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\OC)
6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin	C[C@H]1(C(/[C@@H](C)O)=N\C2(/C(=O)NC(/N)=N/C(\N1)=2))
&gamma;-L-glutamyl-L-cysteine	C(S)[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
&alpha;-D-lyxopyranose	C1(O[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)1)
&alpha;-D-ribose-1-(2-<i>N</i>-acetamidomethylphosphonate) 5-phosphate	CC(=O)NCP([O-])(=O)O[C@@H]1([C@@H]([C@@H]([C@H](O1)COP([O-])([O-])=O)O)O)
(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/C[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
5'-deoxyadenosine	C[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](O)3)
stearate	CCCCCCCCCCCCCCCCCC(=O)[O-]
1-oleoyl-2-palmitoyl-phosphatidylglycerol	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](OC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OC[C@H](CO)O
D-glutamate	C(CC[C@H](C(=O)[O-])[NH3+])([O-])=O
shikimate 3-phosphate	C(=O)([O-])C1(\C[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])/C=1)
(<i>S</i>)-NADHX	C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
cyclic pyranopterin phosphate	C1(OP([O-])(=O)OC2(C1O[C@@H]3([C@H](C(=O)2)NC4(\C(=O)NC(/N)=N/C(\N3)=4))))
arsenic triglutathione	C(NC([C@@H](NC(=O)CC[C@H]([NH-])C([O-])=O)CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)=O)C([O-])=O
hydroxypyruvate	C(C(=O)C([O-])=O)O
L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C[C@H]([NH3+])C(=O)N[C@@H](CCC(N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(N[C@@H](C(=O)[O-])C)=O)=O)C([O-])=O
3-(<i>all-trans</i>-heptaprenyl)benzene-1,2-diol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(\C=C/C=1)\O)
