Reaction	EC-Number	In-Pathway	Substrates
preuroporphyrinogen  ->  uroporphyrinogen-III + H2O	EC-4.2.1.75	tetrapyrrole biosynthesis I (from glutamate) // tetrapyrrole biosynthesis II (from glycine)	preuroporphyrinogen // uroporphyrinogen-III // H<sub>2</sub>O
alpha-D-mannose 1-phosphate  <-  D-mannopyranose 6-phosphate	EC-5.4.2.8	GDP-mannose biosynthesis	&alpha;-D-mannose 1-phosphate // D-mannopyranose 6-phosphate
2',2'-dihydroxy-2-oxospirilloxanthin  ->  2,2'-dioxospirilloxanthin + H2O		2-oxospirilloxanthin + 4 a reduced ferredoxin [iron-sulfur] cluster + 2 oxygen + 4 H+  ->  2,2'-dioxospirilloxanthin + 4 an oxidized ferredoxin [iron-sulfur] cluster + 3 H2O	2',2'-dihydroxy-2-oxospirilloxanthin // 2,2'-dioxospirilloxanthin // H<sub>2</sub>O
beta-D-galactopyranose  ->  alpha-D-galactopyranose	EC-5.1.3.3	D-galactose degradation I (Leloir pathway)	&beta;-D-galactopyranose // &alpha;-D-galactopyranose
S-adenosyl-L-methionine + guanosine2251 in 23S rRNA  ->  2-O-methylguanosine2251 in 23S rRNA + S-adenosyl-L-homocysteine + H+	EC-2.1.1.185		guanosine<sup>2251</sup> in 23S rRNA // <i>S</i>-adenosyl-L-methionine // 2-<i>O</i>-methylguanosine<sup>2251</sup> in 23S rRNA // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
betaine aldehyde + NAD+ + H2O  ->  glycine betaine + NADH + 2 H+	EC-1.2.1.8	glycine betaine biosynthesis I (Gram-negative bacteria) // choline degradation I	H<sub>2</sub>O // NAD<sup>+</sup> // betaine aldehyde // H<SUP>+</SUP> // glycine betaine // NADH
chlorophyllide a + geranylgeranyl diphosphate + H+  =  geranylgeranyl chlorophyll a + diphosphate	EC-2.5.1.62		geranylgeranyl diphosphate // chlorophyllide <i>a</i> // H<SUP>+</SUP> // geranylgeranyl chlorophyll <i>a</i> // diphosphate
N-acetyl-D-galactosamine 6-phosphate + H2O  =  D-galactosamine 6-phosphate + acetate	EC-3.5.1.25		<i>N</i>-acetyl-D-galactosamine 6-phosphate // H<sub>2</sub>O // D-galactosamine 6-phosphate // acetate
2-deoxy-D-ribose 5-phosphate  ->  D-glyceraldehyde 3-phosphate + acetaldehyde	EC-4.1.2.4	2-deoxy-&alpha;-D-ribose 1-phosphate degradation	2-deoxy-D-ribose 5-phosphate // D-glyceraldehyde 3-phosphate // acetaldehyde
oxalosuccinate + H+  <-->  2-oxoglutarate + CO2		D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	H<SUP>+</SUP> // oxalosuccinate // 2-oxoglutarate // CO<SUB>2</SUB>
dGDP + an oxidized NrdH glutaredoxin-like protein + H2O  <-  GDP + a reduced NrdH glutaredoxin-like protein	EC-1.17.4.1	guanosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized NrdH glutaredoxin-like protein // dGDP // GDP // a reduced NrdH glutaredoxin-like protein
an [amino-group carrier protein]-C-terminal-gamma-(L-glutamyl)-L-glutamate + ATP  ->  an [amino-group carrier protein]-C-terminal-gamma-(5-phospho-L-glutamyl)-L-glutamate + ADP	EC-2.7.2.8		ATP // an [amino-group carrier protein]-C-terminal-&gamma;-(L-glutamyl)-L-glutamate // an [amino-group carrier protein]-C-terminal-&gamma;-(5-phospho-L-glutamyl)-L-glutamate // ADP
(S)-methylmalonate-semialdehyde + coenzyme A + NAD+ + H2O  ->  propanoyl-CoA + hydrogencarbonate + NADH + H+	EC-1.2.1.27	L-valine degradation I	H<sub>2</sub>O // NAD<sup>+</sup> // coenzyme A // (<i>S</i>)-methylmalonate-semialdehyde // propanoyl-CoA // hydrogencarbonate // NADH // H<SUP>+</SUP>
propanoyl-CoA + oxaloacetate + H2O  =  (2S,3S)-2-methylcitrate + coenzyme A + H+	EC-2.3.3.5		oxaloacetate // H<sub>2</sub>O // propanoyl-CoA // (2<i>S</i>,3<i>S</i>)-2-methylcitrate // coenzyme A // H<SUP>+</SUP>
dUTP + H2O  ->  dUMP + diphosphate + H+	EC-3.6.1.23 // EC-3.6.1.9	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // pyrimidine deoxyribonucleotides dephosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	H<sub>2</sub>O // dUTP // H<SUP>+</SUP> // dUMP // diphosphate
L-asparagine + H2O  ->  L-aspartate + ammonium	EC-3.5.1.38 // EC-3.5.1.1	L-asparagine degradation I	H<sub>2</sub>O // L-asparagine // L-aspartate // ammonium
S-adenosyl-L-methionine + precorrin-2  ->  S-adenosyl-L-homocysteine + precorrin-3A + H+	EC-2.1.1.130	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	precorrin-2 // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // precorrin-3A
L-homocysteine + 5-methyltetrahydropteroyl tri-L-glutamate  ->  L-methionine + tetrahydropteroyl tri-L-glutamate	EC-2.1.1.14	<i>S</i>-adenosyl-L-methionine salvage II	L-homocysteine // 5-methyltetrahydropteroyl tri-L-glutamate // tetrahydropteroyl tri-L-glutamate // L-methionine
ATP + (S)-NADHX  ->  ADP + NADH + phosphate + H+	EC-4.2.1.93	NADH repair (eukaryotes)	(<i>S</i>)-NADHX // ATP // H<SUP>+</SUP> // phosphate // NADH // ADP
1-hydroxyneurosporene + a reduced two electron carrier + oxygen  ->  demethylspheroidene + an oxidized electron carrier + 2 H2O	EC-1.14.99	spheroidene and spheroidenone biosynthesis	a reduced two electron carrier // oxygen // 1-hydroxyneurosporene // demethylspheroidene // H<sub>2</sub>O // an oxidized electron carrier
2 a [4Fe-4S] iron-sulfur cluster + a NifB protein  ->  a NifB protein carrying two K-clusters		FeMo cofactor biosynthesis	a NifB protein // a [4Fe-4S] iron-sulfur cluster // a NifB protein carrying two K-clusters
n alpha-amylose  ->  n amylopectin	EC-2.4.1.18		&alpha;-amylose // amylopectin
a (3R)-3-hydroxyoctadecanoyl-[acp]  ->  a (2E)-octadec-2-enoyl-[acp] + H2O	EC-4.2.1.59	stearate biosynthesis II (bacteria and plants)	a (3<i>R</i>)-3-hydroxyoctadecanoyl-[acp] // a (2<i>E</i>)-octadec-2-enoyl-[acp] // H<sub>2</sub>O
L-homocysteine + glycine betaine  ->  L-methionine + N,N-dimethylglycine	EC-2.1.1.5	glycine betaine degradation I	glycine betaine // L-homocysteine // L-methionine // <i>N,N</i>-dimethylglycine
a (3R,5Z)-3-hydroxydodec-5-enoyl-[acp] + NADP+  <-  a (5Z)-3-oxododec-5-enoyl-[acp] + NADPH + H+	EC-1.1.1.100	(5Z)-dodecenoate biosynthesis I	NADP<sup>+</sup> // a (3<i>R</i>,5<i>Z</i>)-3-hydroxydodec-5-enoyl-[acp] // a (5Z)-3-oxododec-5-enoyl-[acp] // NADPH // H<SUP>+</SUP>
CMP + H2O  ->  cytidine + phosphate	EC-3.1.3.91 // EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // CMP // cytidine // phosphate
3-(imidazol-5-yl)lactate + NAD+  <-->  3-(imidazol-5-yl)pyruvate + NADH + H+	EC-1.1.1.27		NAD<sup>+</sup> // 3-(imidazol-5-yl)lactate // 3-(imidazol-5-yl)pyruvate // NADH // H<SUP>+</SUP>
2 ditrans,octacis-undecaprenyldiphospho-N-acetyl-(N-acetylglucosaminyl)muramoyl-L-alanyl-gamma-D-isoglutaminyl-N-(beta-D-asparaginyl)-L-lysyl-D-alanine  =  a peptidoglycan dimer (E. faecium, tetrapeptide) + di-trans,octa-cis-undecaprenyl diphosphate + H+	EC-2.4.1.129		<i>ditrans,octacis</i>-undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl-L-alanyl-&gamma;-D-isoglutaminyl-N-(&beta;-D-asparaginyl)-L-lysyl-D-alanine // H<SUP>+</SUP> // a peptidoglycan dimer (<i>E. faecium</i>, tetrapeptide) // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate
meso-diaminopimelate + H+  ->  L-lysine + CO2	EC-4.1.1.20	L-lysine biosynthesis I	H<SUP>+</SUP> // <i>meso</i>-diaminopimelate // L-lysine // CO<SUB>2</SUB>
UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase	EC-2.4.1.227		UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // undecaprenyldiphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // H<SUP>+</SUP> // <i>ditrans,octacis</i>-undecaprenyldiphospho-[(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-(1,4)-]-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // UDP
4-phosphooxy-L-threonine + NAD+  ->  3-amino-1-hydroxyacetone 1-phosphate + CO2 + NADH	EC-1.1.1.262	pyridoxal 5'-phosphate biosynthesis I	NAD<sup>+</sup> // 4-phosphooxy-L-threonine // 3-amino-1-hydroxyacetone 1-phosphate // CO<SUB>2</SUB> // NADH
ADP reductase	EC-1.17.4.1	adenosine deoxyribonucleotides <i>de novo</i> biosynthesis II	H<sub>2</sub>O // an oxidized thioredoxin // dADP // ADP // a reduced thioredoxin
isocitrate dehydrogenase (NADP<small><sup>+</sup></small>)		D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	NADP<sup>+</sup> // D-<i>threo</i>-isocitrate // oxalosuccinate // NADPH // H<SUP>+</SUP>
a (7Z)-hexadec-7-enoyl-[acp] + NAD+  <-  a (2E,7Z)-hexadeca-2,7-dienoyl-[acp] + NADH + H+	EC-1.3.1.9	oleate biosynthesis IV (anaerobic)	NAD<sup>+</sup> // a (7Z)-hexadec-7-enoyl-[acp] // a (2E,7Z)-hexadeca-2,7-dienoyl-[acp] // NADH // H<SUP>+</SUP>
a (6S)-5-formyltetrahydrofolate + ATP  ->  a 5,10-methenyltetrahydrofolate + ADP + phosphate	EC-6.3.3.2	folate transformations III (<i>E. coli</i>)	ATP // a (6<i>S</i>)-5-formyltetrahydrofolate // a 5,10-methenyltetrahydrofolate // ADP // phosphate
ATP  ->  cyclic-AMP + diphosphate	EC-4.6.1.1		ATP // cyclic-AMP // diphosphate
L-kynurenine + H2O  ->  L-alanine + anthranilate + H+	EC-3.7.1.3	L-tryptophan degradation I (via anthranilate)	H<sub>2</sub>O // L-kynurenine // H<SUP>+</SUP> // L-alanine // anthranilate
2-nonaprenylphenol + NADPH + oxygen + H+  ->  3-(all-trans-nonaprenyl)benzene-1,2-diol + NADP+ + H2O	EC-1.14.13.240		H<SUP>+</SUP> // NADPH // oxygen // 2-nonaprenylphenol // 3-(<i>all-trans</i>-nonaprenyl)benzene-1,2-diol // H<sub>2</sub>O // NADP<sup>+</sup>
carboxyphosphate + ammonium  ->  carbamate + phosphate + 2 H+		2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ammonium // carboxyphosphate // carbamate // phosphate // H<SUP>+</SUP>
5-amino-4-imidazolecarboxamide phosphoribosyltransferase	EC-2.4.2.7		diphosphate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // 5-amino-4-imidazolecarboxyamide // 5-phospho-&alpha;-D-ribose 1-diphosphate
3-oxo-octanoyl-[acyl-carrier protein] synthase	EC-2.3.1.179 // EC-2.3.1.41	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast) // palmitate biosynthesis (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a hexanoyl-[acp] // a 3-oxooctanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
2-oxo-3-sulfanylpropanoate + a reduced thioredoxin  ->  pyruvate + hydrogen sulfide + an oxidized thioredoxin	EC-2.8.1.2	L-cysteine degradation III	a reduced thioredoxin // 2-oxo-3-sulfanylpropanoate // pyruvate // hydrogen sulfide // an oxidized thioredoxin
all-trans neurosporene + an oxidized electron carrier  ->  all-trans-lycopene + a reduced two electron carrier		spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	an oxidized electron carrier // <i>all-trans</i> neurosporene // <i>all-trans</i>-lycopene // a reduced two electron carrier
glycolyl-CoA + oxaloacetate + H2O  ->  1,2-dihydroxypropane-1,2,3-tricarboxylate + coenzyme A + H+	EC-2.3.3.16		oxaloacetate // H<sub>2</sub>O // glycolyl-CoA // 1,2-dihydroxypropane-1,2,3-tricarboxylate // coenzyme A // H<SUP>+</SUP>
(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + an oxidized flavodoxin + H2O + H+  <-  2-C-methyl-D-erythritol-2,4-cyclodiphosphate + a reduced flavodoxin	EC-1.17.7.3	methylerythritol phosphate pathway I	H<SUP>+</SUP> // H<sub>2</sub>O // an oxidized flavodoxin // (<i>E</i>)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate // 2-C-methyl-D-erythritol-2,4-cyclodiphosphate // a reduced flavodoxin
L-aspartate + oxygen  ->  2-iminosuccinate + hydrogen peroxide + H+	EC-1.4.3.16	NAD <i>de novo</i> biosynthesis I (from aspartate)	oxygen // L-aspartate // H<SUP>+</SUP> // 2-iminosuccinate // hydrogen peroxide
inosine + phosphate  ->  hypoxanthine + alpha-D-ribose-1-phosphate	EC-2.4.2.1	purine ribonucleosides degradation	phosphate // inosine // hypoxanthine // &alpha;-D-ribose-1-phosphate
2-amino-2-deoxy-D-gluconate 6-phosphate  ->  2-dehydro-3-deoxy-D-gluconate 6-phosphate + ammonium	EC-4.3.1.29	D-glucosaminate degradation	2-amino-2-deoxy-D-gluconate 6-phosphate // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // ammonium
glycine + a tetrahydrofolate + NAD+  ->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH	EC-1.4.1.f	folate transformations III (<i>E. coli</i>)	NAD<sup>+</sup> // a tetrahydrofolate // glycine // a 5,10-methylenetetrahydrofolate // ammonium // CO<SUB>2</SUB> // NADH
S-adenosyl-L-methionine + GTP + a reduced two electron carrier  ->  (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate + L-methionine + 5'-deoxyadenosine + an oxidized electron carrier + H+	EC-4.1.99.22	molybdopterin biosynthesis	a reduced two electron carrier // GTP // <i>S</i>-adenosyl-L-methionine // (8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate // L-methionine // 5'-deoxyadenosine // an oxidized electron carrier // H<SUP>+</SUP>
biotin + ATP + H+  ->  biotinyl-5'-adenylate + diphosphate	EC-6.3.4.15		H<SUP>+</SUP> // ATP // biotin // biotinyl-5'-adenylate // diphosphate
chlorophyllide b + geranylgeranyl diphosphate + 2 H+  =  geranylgeranyl chlorophyll b + diphosphate	EC-2.5.1.62		H<SUP>+</SUP> // geranylgeranyl diphosphate // chlorophyllide <i>b</i> // geranylgeranyl chlorophyll b // diphosphate
oleoyl-CoA + an oxidized electron-transfer flavoprotein + H+  ->  (2E,9Z)-octadecenoyl-CoA + a reduced electron-transfer flavoprotein	EC-1.3.8.8	oleate &beta;-oxidation	H<SUP>+</SUP> // an oxidized electron-transfer flavoprotein // oleoyl-CoA // (2E,9Z)-octadecenoyl-CoA // a reduced electron-transfer flavoprotein
a carboxy-adenylated [small subunit of molybdopterin synthase] + an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine + a reduced two electron carrier  ->  a thiocarboxylated [small subunit of molybdopterin synthase] + an [L-cysteine desulfurase]-L-cysteine + AMP + an oxidized electron carrier + H+	EC-2.8.1.11	molybdopterin biosynthesis	a reduced two electron carrier // an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine // a carboxy-adenylated [small subunit of molybdopterin synthase] // a thiocarboxylated [small subunit of molybdopterin synthase] // an [L-cysteine desulfurase]-L-cysteine // AMP // an oxidized electron carrier // H<SUP>+</SUP>
2-oxoglutarate + (S)-3-amino-2-methylpropanoate  <-->  L-glutamate + (S)-methylmalonate-semialdehyde	EC-2.6.1.22	L-valine degradation I	(S)-3-amino-2-methylpropanoate // 2-oxoglutarate // L-glutamate // (<i>S</i>)-methylmalonate-semialdehyde
(S)-lactate + NAD+  <-->  pyruvate + NADH + H+	EC-1.1.1.27	pyruvate fermentation to (<i>S</i>)-lactate // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	NAD<sup>+</sup> // (<i>S</i>)-lactate // pyruvate // NADH // H<SUP>+</SUP>
NAD+ + NADPH  <-->  NADH + NADP+	EC-1.6.1.2 // EC-1.6.1.3 // EC-1.6.1.1		NADPH // NAD<sup>+</sup> // NADH // NADP<sup>+</sup>
a (1->4)-alpha-D-glucan  ->  a glycogen	EC-2.4.1.18	glycogen biosynthesis I (from ADP-D-Glucose)	a (1&rarr;4)-&alpha;-D-glucan // a glycogen
a [protein]-L-proline (omega = 180)  <-->  a [protein]-L-proline (omega = 0)	EC-5.2.1.8		a [protein]-L-proline (&omega; = 180) // a [protein]-L-proline (&omega; = 0)
ATP + MoO2-molybdopterin cofactor + H+  ->  adenylyl molybdenum cofactor + diphosphate	EC-2.7.7.77		H<SUP>+</SUP> // ATP // MoO<sub>2</sub>-molybdopterin cofactor // adenylyl molybdenum cofactor // diphosphate
a 2-(all-trans-polyprenyl)phenol + NADPH + oxygen + H+  ->  a 3-(all-trans-polyprenyl)benzene-1,2-diol + NADP+ + H2O	EC-1.14.13.240		H<SUP>+</SUP> // NADPH // oxygen // a 2-(all-trans-polyprenyl)phenol // a 3-(<i>all-trans</i>-polyprenyl)benzene-1,2-diol // H<sub>2</sub>O // NADP<sup>+</sup>
D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	EC-1.1.1.42	TCA cycle I (prokaryotic)	NADP<sup>+</sup> // D-<i>threo</i>-isocitrate // 2-oxoglutarate // CO<SUB>2</SUB> // NADPH
L-aspartate + IMP + GTP  ->  adenylo-succinate + GDP + phosphate + 2 H+	EC-6.3.4.4	adenosine ribonucleotides <i>de novo</i> biosynthesis	GTP // IMP // L-aspartate // H<SUP>+</SUP> // adenylo-succinate // phosphate // GDP
a small subunit of molybdopterin synthase + ATP + H+  ->  a carboxy-adenylated [small subunit of molybdopterin synthase] + diphosphate	EC-2.7.7.80	molybdopterin biosynthesis	H<SUP>+</SUP> // ATP // a small subunit of molybdopterin synthase // a carboxy-adenylated [small subunit of molybdopterin synthase] // diphosphate
L-tyrosine + betalamate  ->  portulacaxanthin II + H+ + H2O			betalamate // L-tyrosine // H<SUP>+</SUP> // portulacaxanthin II // H<sub>2</sub>O
XMP + H2O  ->  xanthosine + phosphate	EC-3.1.3.5	inosine 5'-phosphate degradation	H<sub>2</sub>O // XMP // xanthosine // phosphate
[GlcNAc-(1->4)-MurNAc-pentapeptide]n-diphosphoundecaprenol + a lipid II  ->  [GlcNAc-(1->4)-MurNAc-pentapeptide](n+1)-diphosphoundecaprenol + di-trans,octa-cis-undecaprenyl diphosphate	EC-2.4.1.129		a lipid II // a peptidoglycan // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate
(S)-malate + NAD+  <-->  oxaloacetate + NADH + H+	EC-1.1.1.37	glyoxylate cycle // gluconeogenesis I // (S)-malate + NAD+  ->  pyruvate + CO2 + NADH // TCA cycle I (prokaryotic) // (<i>S</i>)-lactate fermentation to propanoate, acetate and hydrogen	NAD<sup>+</sup> // (<i>S</i>)-malate // oxaloacetate // NADH // H<SUP>+</SUP>
adenosine + ATP  ->  AMP + ADP + H+	EC-2.7.1.20	adenine and adenosine salvage VI	ATP // adenosine // H<SUP>+</SUP> // AMP // ADP
agmatine + H2O  ->  urea + putrescine	EC-3.5.3.11	L-arginine degradation III (arginine decarboxylase/agmatinase pathway) // putrescine biosynthesis I	agmatine // H<sub>2</sub>O // urea // putrescine
2-oxospirilloxanthin + 4 a reduced ferredoxin [iron-sulfur] cluster + 2 oxygen + 4 H+  ->  2,2'-dioxospirilloxanthin + 4 an oxidized ferredoxin [iron-sulfur] cluster + 3 H2O	EC-1.14.15.9	spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis	H<SUP>+</SUP> // oxygen // a reduced ferredoxin [iron-sulfur] cluster // 2-oxospirilloxanthin // 2,2'-dioxospirilloxanthin // an oxidized ferredoxin [iron-sulfur] cluster // H<sub>2</sub>O
a tRNAGln + L-glutamine + ATP  ->  an L-glutaminyl-[tRNAGln] + AMP + diphosphate	EC-6.1.1.18	tRNA charging	ATP // L-glutamine // a tRNA<SUP>Gln</SUP> // an L-glutaminyl-[tRNA<SUP>Gln</SUP>] // diphosphate // AMP
acetyl-CoA + oxaloacetate + H2O  ->  citrate + coenzyme A + H+	EC-2.3.3.16 // EC-2.3.3.1	glyoxylate cycle // TCA cycle I (prokaryotic)	oxaloacetate // H<sub>2</sub>O // acetyl-CoA // citrate // coenzyme A // H<SUP>+</SUP>
UMP + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + uracil	EC-2.4.2.9	pyrimidine nucleobases salvage I	UMP // diphosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // uracil
ATP + beta-D-fructofuranose 6-phosphate  ->  ADP + beta-D-fructose 1,6-bisphosphate + H+	EC-2.7.1.11	glycolysis III (from glucose)	&beta;-D-fructofuranose 6-phosphate // ATP // H<SUP>+</SUP> // ADP // &beta;-D-fructose 1,6-bisphosphate
uroporphyrinogen-I + 4 H+  ->  coproporphyrinogen I + 4 CO2	EC-4.1.1.37		H<SUP>+</SUP> // uroporphyrinogen-I // coproporphyrinogen I // CO<SUB>2</SUB>
thiamin phosphate synthase	EC-2.5.1.3	thiamine diphosphate biosynthesis I (E. coli)	H<SUP>+</SUP> // 4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine // 2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate // thiamine phosphate // CO<SUB>2</SUB> // diphosphate
D-gluconate 6-phosphate + NADP+  ->  D-ribulose 5-phosphate + CO2 + NADPH	EC-1.1.1.44	pentose phosphate pathway (oxidative branch) I	NADP<sup>+</sup> // D-gluconate 6-phosphate // D-ribulose 5-phosphate // CO<SUB>2</SUB> // NADPH
2'-deoxyinosine + phosphate  <-->  hypoxanthine + 2-deoxy-alpha-D-ribose 1-phosphate	EC-2.4.2.1	purine deoxyribonucleosides degradation I	phosphate // 2'-deoxyinosine // hypoxanthine // 2-deoxy-&alpha;-D-ribose 1-phosphate
a (3Z)-alk-3-enoyl-CoA  ->  a (2E)-2-enoyl-CoA	EC-5.3.3.8	fatty acid &beta;-oxidation I (generic)	a (3Z)-alk-3-enoyl-CoA // a (2<i>E</i>)-2-enoyl-CoA
Methylacrylyl-CoA hydratase	EC-4.2.1.17	L-valine degradation I	(<i>S</i>)-3-hydroxy-isobutanoyl-CoA // methylacrylyl-CoA // H<sub>2</sub>O
adenosylcob(III)alamin-[corrinoid adenosyltranferase]  ->  adenosylcobalamin + a [corrinoid adenosyltransferase]		2 ATP + 2 cob(II)alamin + a [reduced flavoprotein]  ->  2 adenosylcobalamin + 2 triphosphate + an [oxidized flavoprotein] + 2 H+ // adenosylcobalamin salvage from cobalamin	adenosylcob(III)alamin-[corrinoid adenosyltranferase] // adenosylcobalamin // a [corrinoid adenosyltransferase]
ATP + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + L-aspartate  ->  ADP + 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole + phosphate + H+	EC-6.3.2.6	inosine-5'-phosphate biosynthesis I	L-aspartate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate // ATP // H<SUP>+</SUP> // ADP // phosphate // 5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole
hydrogencarbonate + ATP  ->  carboxyphosphate + ADP		2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ATP // hydrogencarbonate // carboxyphosphate // ADP
sulfite + H+  <-->  hydrogensulfite			sulfite // H<SUP>+</SUP> // hydrogensulfite
a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA  <-->  a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA	EC-5.1.2.3	fatty acid &beta;-oxidation I (generic)	a 2,3,4-saturated (3<i>R</i>)-3-hydroxyacyl-CoA // a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA
S-adenosyl-L-methionine + alpha-D-ribose-1-methylphosphonate 5-phosphate + a reduced two electron carrier  ->  5-phospho-alpha-D-ribose 1,2-cyclic phosphate + methane + 5'-deoxyadenosine + L-methionine + an oxidized electron carrier + H+	EC-4.7.1.1	methylphosphonate degradation I	a reduced two electron carrier // &alpha;-D-ribose-1-methylphosphonate 5-phosphate // <i>S</i>-adenosyl-L-methionine // 5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate // methane // 5'-deoxyadenosine // L-methionine // H<SUP>+</SUP> // an oxidized electron carrier
an N-terminal 3-sulfeno-L-alanyl-[protein] + hydrogen peroxide  ->  an N-terminal 3-sulfino-L-alanyl-[protein] + H2O			hydrogen peroxide // an N-terminal 3-sulfeno-L-alanyl-[protein] // an N-terminal 3-sulfino-L-alanyl-[protein] // H<sub>2</sub>O
2-decaprenylphenol + NADPH + oxygen + H+  ->  3-(all-trans-decaprenyl)benzene-1,2-diol + NADP+ + H2O	EC-1.14.13.240		H<SUP>+</SUP> // NADPH // oxygen // 2-decaprenylphenol // 3-(<i>all-trans</i>-decaprenyl)benzene-1,2-diol // H<sub>2</sub>O // NADP<sup>+</sup>
4-phospho-D-erythronate + NAD+  ->  (3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate + NADH + H+	EC-1.1.1.290	pyridoxal 5'-phosphate biosynthesis I	NAD<sup>+</sup> // 4-phospho-D-erythronate // H<SUP>+</SUP> // (3R)-3-hydroxy-2-oxo-4 phosphooxybutanoate // NADH
dGTP + H2O  ->  triphosphate + 2'-deoxyguanosine + H+	EC-3.1.5.1		dGTP // H<sub>2</sub>O // H<SUP>+</SUP> // triphosphate // 2'-deoxyguanosine
N-(5-phosphoribosyl)-anthranilate  ->  1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	EC-5.3.1.24	L-tryptophan biosynthesis	<i>N</i>-(5-phosphoribosyl)-anthranilate // 1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
a (3R,7Z)-3-hydroxytetradec-7-enoyl-[acp]  ->  a (2E,7Z)-tetradeca-2,7-dienoyl-[acp] + H2O	EC-4.2.1.59	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	a (3<i>R</i>,7<i>Z</i>)-3-hydroxytetradec-7-enoyl-[acp] // a (2<i>E</i>,7<i>Z</i>)-tetradeca-2,7-dienoyl-[acp] // H<sub>2</sub>O
AMP + diphosphate  <-  adenine + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.7	adenine salvage // adenine and adenosine salvage I // (aminomethyl)phosphonate degradation // glyphosate degradation III	diphosphate // AMP // adenine // 5-phospho-&alpha;-D-ribose 1-diphosphate
