Compound	SMILES
cob(I)yrinate <i>a,c</i>-diamide	C[C@]1(C3(\N=C([C@@H](CCC(=O)[O-])1)\C=C5([C@](C)(C)[C@H](CCC(=O)[O-])C(\C(/C)=C4([C@]([C@H]([C@H]([C@@]2(\N=C([C@@H](CCC([O-])=O)[C@@](CC(=O)N)(C)2)/C(\C)=3)C)(N4[Co+]))CC(=O)[O-])(C)CCC(=O)[O-]))=N5)))CC(=O)N
x-lara-PEN-1:4	
b-HEX-1:5	
<i>N</i>-acetylneuraminate-9-phosphate	C([O-])(=O)C1(O)(C[C@H](O)[C@@H](NC(=O)C)[C@H]([C@H](O)[C@H](O)COP(=O)([O-])[O-])O1)
L-pipecolate	C1(CCC[C@@H](C([O-])=O)[NH2+]1)
1-pyrroline	C1(\[NH+]=C/CC1)
3,5-diiodothyronine	C([C@H](CC2(\C=C(C(\OC1(\C=C/C(/O)=C\C=1))=C(\C=2)\I)\I))[NH3+])([O-])=O
sulfate	O=S(=O)([O-])[O-]
hederagenin	C[C@@]2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CCC5([C@@]4(CC[C@@H]([C@]5(C)CO)O)C))C))C)C(=O)[O-])C
(25<i>R</i>)-3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholestan-26-al	C[C@H](CCC[C@@H](C)[C@H]2(CC[C@H]1([C@@H]3([C@H](O)C[C@@H]4(C[C@H](O)CC[C@](C)([C@@H](C[C@H](O)[C@@](C)12)3)4)))))C=O
5-(methylthio)-2,3-dioxopentyl phosphate	C(SC)CC(=O)C(=O)COP([O-])(=O)[O-]
glycine betaine	C[N+](C)(CC([O-])=O)C
isobutanol	CC(C)CO
hypoxanthine	C1(\NC(=O)C2(/N=C\NC(/N=1)=2))
L-isoleucine	C(=O)([O-])[C@@H]([NH3+])[C@@H](C)CC
4-methylpentanal	CC(C)CCC=O
malonate	C(C([O-])=O)C([O-])=O
pyridoxine	CC1(\C(\O)=C(C(/CO)=C\N=1)\CO)
trehalose-trans-keto-mono-mycolate	C(OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1))O2))(=O)C(CCCCCCCCCCCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCC3(CC(C(C)CCCCCCCCCCCCCCCCC(C(C)CCCCCCCCCCCCCCCCCC)=O)3)
4&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol	CC(CCCC(C4([C@@]1(C(C2(\CCC3([C@@](C(\CC1)=2)(CC[C@@H]([C@H]3C([O-])=O)O)C)))CC4)C))C)C
&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosylceramide	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]4(O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@H](O)[C@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)[C@@H](NC(C)=O)2))[C@@H](O)3))[C@H](O)[C@@H](O)4))NC(=O)[R]
testosterone	CC34(CCC(\C=C(CCC1(C(CCC2(C1CCC2O)C)3))/4)=O)
L-serine	C(=O)([O-])[C@@H]([NH3+])CO
nicotinate riboside	C2(/C(/C([O-])=O)=C\C=C/[N+](/C1(C(C(O)C(CO)O1)O))=2)
&beta;-D-ribopyranose	C1(O[C@H]([C@@H]([C@@H]([C@@H]1O)O)O)O)
linoleate-group	CCCCC\C=C/C\C=C/CCCCCCCC=O
histone-L-lysine	C(=O)([O-])C([NH2+][a histone])CCCC[NH3+]
noradrenaline	C(C(O)C1(\C=C(C(/O)=C\C=1)\O))[NH3+]
a-lxyl-PEN-1:5	
&beta;-D-xylopyranose	C1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
3,4-dihydroxy-5-<i>all-trans</i>-octaprenylbenzoate	CC(/CC/C=C(C)/CCC=C(C)C)=C\CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)
acetoacetate	CC(CC([O-])=O)=O
(S)-3-amino-2-methylpropanoate	C([C@@H](C([O-])=O)C)[NH3+]
7&alpha;,12&alpha;-dihydroxy-5&beta;-cholestan-3-one	C[C@@]12(CCC(C[C@H]1C[C@@H](O)[C@@H]3([C@@H]2C[C@H](O)[C@]4([C@H]3CC[C@@H]4[C@@H](CCCC(C)C)C)C))=O)
&alpha;-D-mannose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@@H](O)O1)
lathosterol	CC(CCC[C@H](C2([C@]3(CCC4([C@]1(CC[C@@H](CC1CC=C(C(CC2)3)4)O)C))(C)))C)C
&alpha;-L-xylopyranose	[C@H]1(O)(OC[C@H](O)[C@@H](O)[C@H](O)1)
coenzyme M	C(CS)S(=O)(=O)[O-]
(<i>S</i>)-3-hydroxy-isobutyrate	C[C@@H](C([O-])=O)CO
butanal	C(=O)CCC
(S)-acetoin	C[C@H](O)C(=O)C
GDP group	C(OP([O-])(=O)OP([O-])(=O)O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
3,3'-diiodothyronine	C([C@H](CC2(\C=C(C(/OC1(\C=C(C(/O)=C\C=1)\I))=C\C=2)\I))[NH3+])([O-])=O
dolichol-group	CC[C@@H](C)CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
<i>N</i>-formylkynurenine	C(O)NC1(/C=C\C=C/C(/C(C[C@@H](C(=O)O)N)=O)=1)
6-O-trans-methoxy-mycolyl-&beta;-D-mannopyranosyl-1-phosphoheptaprenol	C(OCC1(OC(C(O)C(O)C(O)1)OP(=O)([O-])OC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))(=O)C(CCCCCCCCCCCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCC2(C(C2)C(C)CCCCCCCCCCCCCCCCC(OC)C(C)CCCCCCCCCCCCCCCCCC)
bupropion	CC([NH2+]C(C)(C)C)C(=O)C1(\C=C/C=C(/C=1)/Cl)
malonate semialdehyde	C([O-])(CC=O)=O
D-<i>myo</i>-inositol (1,3,4,5,6)-pentakisphosphate	[C@H]1([C@H]([C@H](OP([O-])(=O)[O-])[C@H]([C@H](OP([O-])(=O)[O-])[C@@H](OP([O-])(=O)[O-])1)OP([O-])([O-])=O)OP([O-])([O-])=O)O
norcotinine	C2(/N=C\C=C/C(/[C@@H]1(CCC(=O)N1))=2)
phytanoyl-CoA	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@H](C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](OP(=O)([O-])[O-])1)N2(\C=N/C3(C(/N)=N\C=N/C2=3)))
protoheme IX	CC4(\C(/CCC(=O)[O-])=C1(\C=C6(C(/CCC(=O)[O-])=C(C)/C(\C=C5(C(/C)=C(C=C)/C2(/N([Fe+2]N1C(/C=C3(C(/C=C)=C(C)/C(\C=2)=N3))=4)5)))=N6)))
protoporphyrinogen IX	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C=C)/C(\C)=3))=C(C=C)/C(\C)=4))=C(C)/C(\CCC(=O)[O-])=5)))
5-dehydro episterol	CC(C(CCC(C2([C@]3(CCC4([C@]1(CC[C@@H](CC/1=C\C=C(C(CC2)3)4)O)C))(C)))C)=C)C
&beta;-D-mannose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@H](O)O1)
x-dglc-HEX-1:5|6:a	
3-octaprenyl-4-hydroxybenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
peptidyl-carrier protein group	CC(C)(COP(=O)([O-])OC[C@H](N[a peptidyl-carrier protein])C(=O)[a peptidyl-carrier protein])[C@@H](O)C(=O)NCCC(=O)NCCS
geranyl diphosphate	C(/C=C(C)/CCC=C(C)C)OP([O-])(OP(=O)([O-])[O-])=O
<i>N</i>-acetyl-&beta;-D-glucosaminyl group	[C@@H]1(O)(O[C@@H](CO)C(O)[C@@H](O)C(NC(=O)C)1)
glycolate	C(CO)(=O)[O-]
2-amino-4-oxo-6-(1',2'-dioxoprolyl)-7,8-dihydroxypteridine	CC(=O)C(=O)C1(\C(N(O)C2(\[C-](/N=1)C(=O)\N=C(N)/N=2))O)
3-methylglutaconyl-CoA	CC(COP([O-])(=O)OP(=O)([O-])OCC3(C(C(C(N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)OP([O-])([O-])=O))(C)C(C(=O)NCCC(=O)NCCSC(=O)/C=C(C)/CC(=O)[O-])O
5-methyl-tetrahydrofolate	C([C@@H]1(N(C2(C(\N=C(N)/NC(NC1)=2)=O))C))NC3(\C=C/C(/C(N[C@H](C([O-])=O)CCC([O-])=O)=O)=C\C=3)
3-hydroxy-<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-trimethyl-L-lysine	C([C@H](C(CCC[N+](C)(C)C)O)[NH3+])([O-])=O
3-keto-L-gulonate	C(O)[C@H](O)[C@@H](O)C(=O)[C@H](O)C(=O)[O-]
(<i>S</i>)-dihydroorotate	C1(C(=O)NC(=O)N[C@H](C(=O)[O-])1)
R-4'-phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]
ADP ribose 1'',2''-cyclic phosphate	C5(\N=C1(C(/N=C\N1[C@H]2([C@H](O)[C@@H]([C@H](O2)COP(OP(OC[C@@H]3([C@@H](O)[C@H]4(OP(=O)([O-])OC(O3)4)))(=O)[O-])([O-])=O)O))=C(N)\N=5))
L-1-glycero-3-phosphocholine	C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O
2-methylacetoacetyl-CoA	CC(=O)C(C(SCCNC(CCNC(=O)C(C(C)(C)COP(=O)(OP([O-])(=O)OCC3(C(C(C(N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)OP([O-])([O-])=O))[O-])O)=O)=O)C
dopamine	C(CC1(\C=C/C(/O)=C(\C=1)/O))[NH3+]
lanosterol	CC(C)=CCCC(C)C1(CC[C@@]2(C)(C3(\CCC4([C@@](C)(C)[C@@H](O)CC[C@](C)(C(\CC[C@](C)12)=3)4))))
kinetin-9-<i>N</i>-glucoside	C1(C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)))NCC4(\O\C=C/C=4)
3-sulfinyl-pyruvate	C(S([O-])=O)C(=O)C(=O)[O-]
5-<I>exo</I>-hydroxycamphor	CC2(C1(C)(C(=O)CC(C(O)C1)2))C
6-O-cis-keto-mycolyl-trehalose-6-phosphate	C(OC[C@@H]2([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@@H](O)[C@H](O)[C@@H](COP(=O)([O-])[O-])O1))O2))(=O)C(CCCCCCCCCCCCCCCCCCCCCCCC)C(O)CCCCCCCCCCCCCCCCCCCC3(CC(CCCCCCCCCCCCCCCCC(=O)C(CCCCCCCCCCCCCCCCCC)C)3)
4&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCCC(C)C2(CCC1(C3(\CCC4([C@H](C=O)[C@@H](O)CC[C@](C)(C(\CC[C@@](C)12)=3)4))))
L-glutamate	C(=O)([O-])[C@@H]([NH3+])CCC(=O)[O-]
a-HEX-1:5|6:a	
cyclic-AMP	C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]3(O[C@@H]4(COP(=O)([O-])O[C@@H]([C@@H](O)3)4))))\N)
4-(methylamino)-1-(3-pyridyl)-1-butanone	C1(/N=C\C=C/C(/C(=O)CCC[NH2+]C)=1)
maltotetraose	C(O)[C@H]4(O[C@H](O[C@H]1([C@H](O)[C@@H](O)[C@H](O[C@H](CO)1)O[C@H]2([C@H](O)[C@@H](O)[C@H](O[C@H](CO)2)O[C@H]3([C@H](O)[C@@H](O)[C@@H](O)O[C@H](CO)3))))[C@H](O)[C@@H](O)[C@H](O)4)
<i>trans</i>-4-hydroxy-L-proline	C1([NH2+][C@H](C(=O)[O-])C[C@@H](O)1)
<i>trans</i>-zeatin-9-<i>N</i>-glucoside	C1(C2(\N=C/N(C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)))NC/C=C(C)/CO
porphobilinogen	C1(\NC(/C[NH3+])=C(CC(=O)[O-])/C(\CCC(=O)[O-])=1)
dimethylthiophosphate	COP([O-])(=S)OC
(25<i>R</i>)-3&alpha;,7&alpha;-dihydroxy-5-&beta;-cholestanate	C[C@H](CCC[C@@H](C)[C@H]2(CC[C@H]1([C@@H]3([C@H](O)C[C@@H]4(C[C@H](O)CC[C@](C)([C@@H](CC[C@@](C)12)3)4)))))C(=O)[O-]
benzyladenine-7-<i>N</i>-glucoside	C1(C2(N(\C=N/C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)))NCC4(\C=C/C=C\C=4)
methyl-CoM	C(SC)CS(=O)(=O)[O-]
medicagenate	C[C@]2(CC[C@@]1(CC[C@@]3(C(/C1C2)=C/CC4([C@]3(CC[C@@H]5([C@@]4(C[C@@H]([C@@H]([C@]5(C)C(=O)[O-])O)O)C))C))C)C(=O)[O-])C
glutathione disulfide	C(=O)(NC(CSSCC(C(=O)NCC(=O)[O-])NC(CCC(C([O-])=O)[NH3+])=O)C(=O)NCC(=O)[O-])CCC([NH3+])C(=O)[O-]
formamide	C(N)=O
(S)-3-hydroxybutanoate	C[C@@H](CC([O-])=O)O
<i>trans</i>-zeatin	C1(C2(/N=C\NC(/N=C\N=1)=2))NC/C=C(C)/CO
5-hydroxy-L-tryptophan	C12(C(/N\C=C(CC(C(=O)[O-])[NH3+])/1)=C\C=C(\C=2)\O)
L-ornithine	C([NH3+])CC[C@H]([NH3+])C(=O)[O-]
&beta;-L-fucopyranose	C[C@@H]1(O[C@@H]([C@H]([C@@H]([C@@H]1O)O)O)O)
&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosamine	CC(=O)NC2([C@H](O)O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))[C@H](O)2)
maltohexaose	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@@H]4([C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O))O)O))O)O))O)O)O[C@@H]5([C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6([C@H](OC([C@@H]([C@H]6O)O)O)CO))CO)))O
ADP	C2(\N([C@H]1([C@@H]([C@@H]([C@H](O1)COP(OP(=O)([O-])[O-])([O-])=O)O)O))C3(\N=C/N=C(C(\N=2)=3)/N))
<I>myo</I>-inositol	[C@H]1([C@@H]([C@H]([C@@H]([C@@H]([C@@H]1O)O)O)O)O)O
&alpha;-N-acetylneuraminyl-(2->3)-&beta;-D-galactose-(1->3)-(&alpha;-<i>N</i>-acetylneuraminyl-(2->6))-N-acetyl-D-galactosaminyl-R	CC(=O)N[C@@H]4([C@@H](O)C[C@](OC[C@H]3(O[C@@H](O[R])[C@H](NC(C)=O)[C@@H](O[C@@H]2(O[C@H](CO)[C@H](O)[C@H](O[C@]1(C[C@H](O)[C@@H](NC(C)=O)C(O1)[C@@H](O)C(O)CO)C(=O)O)[C@@H](O)2))[C@@H](O)3))(OC(C(O)C(O)CO)4)C(=O)O)
a C52-&alpha;-meroacyl-adenylate	CCCCCCCCCCCCCCCCCCC1(CC1CCCCCCCCCCC2(CC2CCCCCCCCCCCCCCCCCC(=O)OP(OC[C@@H]5([C@H]([C@H]([C@H](N3(C4(\N=C/N=C(C(\N=C/3)=4)/N)))O5)O)O))([O-])=O))
leukotriene-A4	C(CCC[C@H]1([C@H](/C=C/C=C/C=C\C\C=C/CCCCC)O1))([O-])=O
histamine	C1(\NC(/CC[NH3+])=C/N=1)
<i>aldehydo</i>-D-glucuronate	C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-]
dimethylamine	C[NH2+]C
sterone-ring	C12(CCCC1C3(CCC4(C(C(CC2)3)CCCC4)))
5,10-methylenetetrahydropteroyl mono-L-glutamate	C2([C@H]1(CNC4(NC(/N)=N/C(=O)C(N1CN2C3(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=3))=4)))
L-proline	C(=O)([O-])[C@H]1([NH2+]CCC1)
creatinine	C1(C(NC(N(C)1)=N)=O)
D-alanine	C([C@@H](C)[NH3+])([O-])=O
androsterone	CC34(CCC(CC(CCC1(C(CCC2(C1CCC2=O)C)3))4)O)
5',5'''-diadenosine triphosphate	C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]6(O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@H]([C@H](O)[C@H](O)3)N4(\C=N/C5(C(/N)=N\C=N/C4=5))))[C@@H](O)[C@@H](O)6)))\N)
xanthosine-5-phosphate	C1(\N(C2(/NC(=O)NC(=O)C(\N=1)=2))C3(OC(COP(=O)([O-])[O-])C(O)C(O)3))
24-methylenecholesterol	CC(C(CC[C@H](C2([C@]3(CCC4([C@]1(CC[C@@H](CC/1=C\CC(C(CC2)3)4)O)C))(C)))C)=C)C
S-lactoyl-glutathione	C(NC(C(NC(CCC(C([O-])=O)[NH3+])=O)CSC(C(O)C)=O)=O)C([O-])=O
adenine	C1(C2(N\C=N/C(\N=C/N=1)=2))N
2-phenylethanol	C1(\C=C(CCO)/C=C\C=1)
2-amino-muconate	C([O-])(=O)\C=C/C=C(C([O-])=O)/N
(<i>R</i>)-3-hydroxybutanoyl-CoA	C([C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])([O-])=O)O)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))OP([O-])(=O)OP(OCC(C(C(=O)NCCC(NCCSC(C[C@@H](C)O)=O)=O)O)(C)C)(=O)[O-]
zymosterol	CC(C)=CCC[C@@H](C)C2(CCC1(C3(\CCC4(C[C@@H](O)CC[C@](C)(C(\CC[C@@](C)12)=3)4))))
3-hydroxypropionate	C([O-])(CCO)=O
1-(3-aminopropyl)-4-aminobutanal	C(CC[NH3+])[NH2+]CCCC=O
sulfamate	NS([O-])(=O)=O
indole-3-acetate	C1(\NC2(/C=C\C=C/C(/C(\CC(=O)[O-])=1)=2))
malonyl-CoA	C(NC(=O)CCNC(C(O)C(COP(=O)(OP([O-])(=O)OCC3(C(C(C(N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)OP([O-])(=O)[O-]))[O-])(C)C)=O)CSC(=O)CC(=O)[O-]
kinetin-7-<i>N</i>-glucoside	C1(C2(N(\C=N/C(\N=C/N=1)=2)[C@@H]3([C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)))NCC4(\O\C=C/C=4)
3-&beta;-hydroxyandrost-5-en-17-one	CC13(CCC(O)CC/1=C\CC2(C4(CCC(=O)C(CCC23)(C)4)))
methylarsonite	C[As](O)O
formate	C([O-])=O
4'-phosphopantetheine	CC([C@@H](O)C(=O)NCCC(NCCS)=O)(C)COP([O-])(=O)[O-]
2-thiouridine	C1(\C(=O)NC(=S)N(\C=1)[C@@H]2(O[C@H](CO)[C@@H](O)[C@@H](O)2))
3-methylcrotonyl-CoA	C(NC(CCNC(=O)C(O)C(COP(=O)([O-])OP(=O)([O-])OCC3(C(C(C(N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3)O)OP([O-])(=O)[O-]))(C)C)=O)CSC(C=C(C)C)=O
putrescine	C([NH3+])CCC[NH3+]
a-lgal-HEX-1:5|6:d	
4&alpha;-methyl-5&alpha;-cholesta-8-en-3-one	CC(CCCC(C4([C@@]1(C(C2(\CCC3([C@@](C(\CC1)=2)(CCC([C@H]3C)=O)C)))CC4)C))C)C
D-proline	C(=O)([O-])[C@@H]1([NH2+]CCC1)
cysteamine	C(CS)[NH3+]
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
5-deoxy-D-glucuronate	C(C(=O)[O-])[C@@H](O)[C@H](O)[C@@H](O)C=O
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	C(OP([O-])([O-])=O)[C@@H]2([C@@H](O)[C@@H](O)[C@H](N1(C(/N)=C(C(=O)NC(C([O-])=O)CC([O-])=O)/N=C\1))O2)
&alpha;-D-galactose	C(O)[C@H]1(O[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)1)
a-dglc-HEX-1:5	
octanol	CCCCCCCCO
guanidinoacetate	C(NC(N)=[NH2+])C([O-])=O
(1<i>Z</i>,3<i>Z</i>)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate	C([O-])(=O)C(\O)=C\C(\C([O-])=O)=C\C([O-])=O
GDP	C1(\N(C2(\N=C(N)/NC(=O)C(\N=1)=2))[C@@H]3(O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)3))
b-lido-HEX-1:5|6:a	
pyridoxamine 5'-phosphate	C(C1(\C=N/C(\C)=C(C(\C[NH3+])=1)/O))OP([O-])([O-])=O
(+)-(1R,2R)-1,2-diphenylethane-1,2-diol	[C@H](C1(\C=C/C=C\C=1))([C@@H](C2(\C=C/C=C\C=2))O)O
pre-vitamin D<sub>3</sub>	CC(C)CCC[C@@H](C)C1(C3(C)(C(CC1)C(\C=C/C2(\C[C@@H](O)CCC(\C)=2))=CCC3))
isochorismate	C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)OC(C([O-])=O)=C)O)
glycocholate	C(CNC(CC[C@H]([C@H]4(CC[C@H]3([C@@H]2([C@@H](C[C@@H]1(C[C@@H](CC[C@@]1([C@H]2C[C@@H]([C@@]34C)O)C)O))O))))C)=O)(=O)[O-]
a <i>holo</i> malonate-decarboxylase	CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@@H]2([C@@H](O)[C@@H](O[C@@H]1([C@H](O)[C@H](O)[C@@H](COP(=O)([O-])OC[C@H]([NH2+][[an apo malonate decarboxylase acyl-carrier protein]])C(=O)[[an apo malonate decarboxylase acyl-carrier protein]])O1))[C@@H](O2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)C(=O)NCCC(=O)NCCS
CTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(/N)=N\C(=O)2))
acetaldehyde	C(=O)C
nicotinate	C1(\C=C/C(/C([O-])=O)=C\N=1)
dTDP group	CC1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2))
dGDP	C1(\N(C2(\N=C(N)/NC(=O)C(\N=1)=2))[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O3))
5'-hydroxycotinine	C2(/N=C\C=C/C(/[C@]1(O)(CCC(=O)N(C)1))=2)
2-trans-Hexadecenal	CCCCCCCCCCCCC/C=C/C=O
<i>cis</i>-zeatin riboside monophosphate	C2(\N=C(C3(\N=C/N(C1(OC(C(C1O)O)COP([O-])([O-])=O))C(\N=2)=3))\NC\C=C(C)/CO)
<i>S</i>-methyl-5'-thioadenosine	C([C@H]1(O[C@H]([C@@H]([C@@H]1O)O)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))SC
3-mercaptopyruvate	C(=O)(C(CS)=O)[O-]
L-aspartate	C([C@H](CC([O-])=O)[NH3+])([O-])=O
L-arabitol	C([C@@H]([C@@H]([C@H](CO)O)O)O)O
4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol	CC(C)=CCCC(C)C3(CCC2(C4(\CCC1([C@](C)(CC[C@H](O)[C@@](C)(CO)1)C(\CC[C@@](C)23)=4))))
5&beta;-cholestane-3&alpha;,7&alpha;,12&alpha;-triol	C[C@@]34(CC[C@@H](O)C[C@@H](C[C@@H](O)[C@@H]1([C@H](C[C@H](O)[C@]2(C)([C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12))3))4)
24,25-dihydrolanosterol	CC(CCCC(C4([C@@]1([C@](C2(\CCC3([C@@](C(\CC1)=2)(CC[C@@H]([C@@]3(C)C)O)C)))(CC4)C)C))C)C
carbonic acid	C(O)(=O)O
&gamma;-linolenoyl-CoA	C(CCCC\C=C/C\C=C/C\C=C/CCCCC)(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
thiamin triphosphate	C2(=NC(/C)=N/C=C(C[N+]1(\C(/C)=C(CCOP(OP(OP([O-])([O-])=O)([O-])=O)([O-])=O)/S\C=1))\2)N
melatonin	CC(=O)NCCC1(\C2(\C(\N\C=1)=C/C=C(\C=2)/OC))
3-hydroxypropanoyl-CoA	C(CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
(25<i>S</i>)-3&alpha;,7&alpha;-dihydroxy-5&beta;-cholestanoyl-CoA	C[C@@]12(CC[C@H](C[C@H]1C[C@H]([C@@H]3([C@@H]2CC[C@]4([C@H]3CC[C@@H]4[C@@H](CCC[C@@H](C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]5([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O5)N6(C7(\N=C/N=C(C(\N=C/6)=7)/N))))[O-])[O-])=O)C)C)C))O)O)
&alpha;-D-mannose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@H](O)1)
NAD<sup>+</sup>	C1(\N=C(C2(\N=C/N(C(\N=1)=2)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@H]([C@H](O)[C@H](O)3)[N+]4(\C=C/C=C(/C=4)/C(N)=O)))[C@@H](O)[C@@H](O)5)))\N)
