Reaction	EC-Number	In-Pathway	Substrates
D-glucosamine 6-phosphate + acetyl-CoA  ->  N-acetyl-D-glucosamine 6-phosphate + coenzyme A + H+	EC-2.3.1.4	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II // UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	acetyl-CoA // D-glucosamine 6-phosphate // <i>N</i>-acetyl-D-glucosamine 6-phosphate // H<SUP>+</SUP> // coenzyme A
progesterone + NADPH + oxygen  ->  11-deoxycorticosterone + NADP+ + H2O	EC-1.14.99.10	biosynthesis of corticosteroids	NADPH // oxygen // progesterone // 11-deoxycorticosterone // H<SUB>2</SUB>O // NADP<sup>+</sup>
palmitaldehyde + NADP+  <-  2-trans-Hexadecenal + NADPH + H+	EC-1.3.1.27	sphingosine and sphingosine-1-phosphate metabolism	palmitaldehyde // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // 2-trans-Hexadecenal
cotinine  ->  cotinine methonium ion		nicotine degradation III	cotinine // cotinine methonium ion
(6E,8Z,11Z,14Z)-(5s)-5-hydroperoxycosa-6,8,11,14-tetraenoate  =  leukotriene-A4 + H2O	EC-1.13.11.34		(6E,8Z,11Z,14Z)-(5s)-5-hydroperoxycosa-6,8,11,14-tetraenoate // H<SUB>2</SUB>O // leukotriene-A4
beta-D-ribofuranose  <-->  D-ribose		ribose degradation	&beta;-D-ribofuranose // D-ribose
a folylpolyglutamate(n) + L-glutamate + ATP  =  a folylpolyglutamate(n+1) + ADP + phosphate	EC-6.3.2.17		ATP // L-glutamate // a folylpolyglutamate<sub>(n)</sub> // phosphate // ADP
bicarbonate + 3-methylcrotonyl-CoA + ATP  ->  ADP + 3-methylglutaconyl-CoA + phosphate + H+	EC-6.4.1.4	leucine degradation I // Leucine Catabolism	ATP // 3-methylcrotonyl-CoA // bicarbonate // H<SUP>+</SUP> // ADP // phosphate // 3-methylglutaconyl-CoA
1.1.1.42 (cytoplasmic)	EC-1.1.1.42		NADP<sup>+</sup> // D-<i>threo</i>-isocitrate // NADPH // 2-oxoglutarate // CO<SUB>2</SUB>
a tRNAThr + L-threonine + ATP + H+  ->  an L-threonyl-[tRNAThr] + AMP + diphosphate	EC-6.1.1.3	tRNA charging pathway	ATP // L-threonine // a tRNA<SUP>Thr</SUP> // H<SUP>+</SUP> // an L-threonyl-[tRNA<SUP>Thr</SUP>] // diphosphate // AMP
deoxyuridine + ATP  ->  dUMP + ADP + H+	EC-2.7.1.21	salvage pathways of pyrimidine deoxyribonucleotides	ATP // deoxyuridine // H<SUP>+</SUP> // dUMP // ADP
sulfite + oxygen + H2O  ->  hydrogen peroxide + sulfate	EC-1.8.3.1	sulfite oxidation IV	sulfite // H<SUB>2</SUB>O // oxygen // hydrogen peroxide // sulfate
2-oxoglutarate + NADH + H+  =  (R)-2-hydroxyglutarate + NAD+	EC-1.1.99.2		NADH // 2-oxoglutarate // H<SUP>+</SUP> // (<i>R</i>)-2-hydroxyglutarate // NAD<sup>+</sup>
D-myo-inositol (3,4,5,6)-tetrakisphosphate + ATP  ->  D-myo-inositol (1,3,4,5,6)-pentakisphosphate + ADP + H+	EC-2.7.1.134	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis	ATP // D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate // H<SUP>+</SUP> // D-<i>myo</i>-inositol (1,3,4,5,6)-pentakisphosphate // ADP
(6z,8e,10e,14z)-(5s,12r)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate + NADPH + H+ + oxygen  =  (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14- tetraenoate + NADP+ + H2O	EC-1.14.13.30		NADPH // oxygen // (6z,8e,10e,14z)-(5s,12r)-5,12-dihydroxyicosa-6,8,10,14-tetraenoate // H<SUP>+</SUP> // H<SUB>2</SUB>O // NADP<sup>+</sup> // (6Z,8E,10E,14Z)-(5S,12R)-5,12,20-Trihydroxyicosa-6,8,10,14- tetraenoate
3-oxo-5&alpha;-steroid 4-dehydrogenase	EC-1.3.99.5		a 3-oxo-5&alpha;-steroid // an oxidized electron carrier // a reduced two electron carrier // a 3-oxo-&Delta;<SUP>4</SUP>-steroid
N-acetyl-O-acetylneuraminate + H2O  =  N-acetylneuraminate + acetate + H+	EC-3.1.1.53		H<SUB>2</SUB>O // <i>N</i>-acetyl-<i>O</i>-acetylneuraminate // <i>N</i>-acetylneuraminate // H<SUP>+</SUP> // acetate
2 a ferrocytochrome b5 + CMP-N-acetylneuraminate + oxygen + 2 H+  ->  2 a ferricytochrome b5 + CMP-N-glycoloylneuraminate + H2O	EC-1.14.18.2	CMP-<i>N</i>-glycoloylneuraminate biosynthesis	H<SUP>+</SUP> // oxygen // CMP-<i>N</i>-acetylneuraminate // a ferrocytochrome <i>b<SUB>5</SUB></i> // a ferricytochrome <i>b<sub>5</sub></i> // CMP-<i>N</i>-glycoloylneuraminate // H<SUB>2</SUB>O
biotin carboxyl-carrier protein + biotin + ATP  ->  AMP + a biotinylated [BCCP monomer] + diphosphate	EC-6.3.4.15	biotin-carboxyl carrier protein assembly	ATP // biotin // a [biotin carboxyl-carrier protein] monomer // diphosphate // AMP // a biotinylated [BCCP monomer]
L-aspartate + L-citrulline + ATP  ->  L-arginino-succinate + AMP + diphosphate + H+	EC-6.3.4.5	citrulline-nitric oxide cycle // arginine biosynthesis IV // urea cycle	ATP // L-citrulline // L-aspartate // H<SUP>+</SUP> // L-arginino-succinate // diphosphate // AMP
5,10-methenyltetrahydrofolate + H2O  <-->  10-formyl-tetrahydrofolate + H+	EC-3.5.4.9	tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate // folate transformations II (plants) // folate transformations I // histidine degradation III	5,10-methenyltetrahydrofolate // H<SUB>2</SUB>O // H<SUP>+</SUP> // 10-formyl-tetrahydrofolate
L-dopachrome  ->  5,6-dihydroxyindole-2-carboxylate	EC-5.3.3.12	eumelanin biosynthesis	L-dopachrome // 5,6-dihydroxyindole-2-carboxylate
a large-branched glucan  ->  a long-linear alpha-D-glucan	EC-3.2.1.41	starch degradation	a large-branched glucan // a long-linear &alpha;-D-glucan
N-Acetylneuraminate monooxygenase	EC-1.14.18.2		a reduced two electron carrier // oxygen // <i>N</i>-acetylneuraminate // <i>N</i>-glycolylneuraminate // H<SUB>2</SUB>O // an oxidized electron carrier
3-sulfinoalanine + 2-oxoglutarate  ->  3-sulfinyl-pyruvate + L-glutamate	EC-2.6.1.1	L-cysteine degradation I	2-oxoglutarate // 3-sulfinoalanine // 3-sulfinyl-pyruvate // L-glutamate
7alpha-hydroxy-5beta-cholestan-3-one + NAD(P)H + H+  ->  5beta-cholestane-3alpha,7alpha-diol + NAD(P)+	EC-1.1.1.213	bile acid biosynthesis, neutral pathway	H<SUP>+</SUP> // NAD(P)H // 7&alpha;-hydroxy-5&beta;-cholestan-3-one // 5&beta;-cholestane-3&alpha;,7&alpha;-diol // NAD(P)<sup>+</sup>
5,6-dihydrouracil + H2O  ->  3-ureidopropionate + H+	EC-3.5.2.2	uracil degradation II (reductive)	5,6-dihydrouracil // H<SUB>2</SUB>O // H<SUP>+</SUP> // 3-ureidopropionate
spermidine + an [eIF5A-precursor]-lysine  =  an [eIF5A-precursor]-deoxyhypusine + propane-1,3-diamine	EC-2.5.1.46		an [eIF5A-precursor]-lysine // spermidine // an [eIF5A-precursor]-deoxyhypusine // propane-1,3-diamine
D-4'-phosphopantothenate + L-cysteine + CTP  ->  R-4'-phosphopantothenoyl-L-cysteine + CMP + diphosphate + H+	EC-6.3.2.5	coenzyme A biosynthesis	CTP // L-cysteine // D-4'-phosphopantothenate // H<SUP>+</SUP> // R-4'-phosphopantothenoyl-L-cysteine // diphosphate // CMP
a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ATP  ->  1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate + ADP	EC-2.7.1.150	PIP metabolism // 3-phosphoinositide biosynthesis	ATP // a 1-phosphatidyl-1D-myo-inositol 3-phosphate // 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate // ADP
S-adenosyl-L-methionine + histamine  ->  S-adenosyl-L-homocysteine + Ntau-methylhistamine + H+	EC-2.1.1.8	histamine degradation	histamine // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // <i>N</i><sup>&tau;</sup>-methylhistamine
a CDP-diacylglycerol + myo-inositol  ->  a 1-phosphatidyl-1D-myo-inositol + CMP	EC-2.7.8.11	PIP metabolism // D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis // 3-phosphoinositide biosynthesis	<I>myo</I>-inositol // a CDP-diacylglycerol // a 1-phosphatidyl-1D-<i>myo</i>-inositol // CMP
4,4-dimethyl-14alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol + NADPH + oxygen  ->  4,4-dimethyl-5-alpha-cholesta-8,14,24-trien-3-beta-ol + formate + NADP+ + H2O	EC-1.14.13.70	cholesterol biosynthesis III (via desmosterol) // cholesterol biosynthesis I	oxygen // NADPH // 4,4-dimethyl-14&alpha;-formyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 4,4-dimethyl-5-&alpha;-cholesta-8,14,24-trien-3-&beta;-ol // NADP<sup>+</sup> // H<SUB>2</SUB>O // formate
L-arginine + H+  ->  CO2 + agmatine	EC-4.1.1.19	putrescine biosynthesis I // arginine degradation III (arginine decarboxylase/agmatinase pathway)	L-arginine // H<SUP>+</SUP> // CO<SUB>2</SUB> // agmatine
a quinone[membrane] + NAD(P)H[membrane] + H+[membrane]  =  a quinol[membrane] + NAD(P)+[membrane]	EC-1.6.5.2		a quinone // H<SUP>+</SUP> // NAD(P)H // NAD(P)<sup>+</sup> // a quinol
xanthosine phosphorylase	EC-2.4.2.1	xanthine and xanthosine salvage // urate biosynthesis/inosine 5'-phosphate degradation // purine ribonucleosides degradation to ribose-1-phosphate	phosphate // xanthosine // &alpha;-D-ribose-1-phosphate // xanthine
S-adenosyl-L-homocysteine + H2O  ->  L-homocysteine + adenosine	EC-3.3.1.1	methionine degradation I (to homocysteine) // <i>S</i>-adenosyl-L-methionine cycle II	H<SUB>2</SUB>O // <i>S</i>-adenosyl-L-homocysteine // L-homocysteine // adenosine
propionate + acetyl-CoA  ->  propanoyl-CoA + acetate	EC-2.8.3.1	2-methylbutyrate biosynthesis	acetyl-CoA // propionate // propanoyl-CoA // acetate
portulacaxanthin II + L-ascorbate + H+ + oxygen  =  dopaxanthin + L-dehydro-ascorbate + H2O	EC-1.14.18		L-ascorbate // oxygen // portulacaxanthin II // H<SUP>+</SUP> // dopaxanthin // H<SUB>2</SUB>O // L-dehydro-ascorbate
<i>all-trans</i>-nonaprenyl-diphosphate synthase [geranyl-diphosphate specific]	EC-2.5.1.84	nonaprenyl diphosphate biosynthesis I	isopentenyl diphosphate // geranyl diphosphate // all-<i>trans</i>-nonaprenyl diphosphate // diphosphate
Cob(I)alamin adenosyltransferase	EC-2.5.1.17	adenosylcobalamin salvage from cobalamin	cob(I)alamin // ATP // coenzyme B<sub>12</sub> // PPP<SUB>i</SUB>
5-dehydro episterol + 2 NADPH  =  24-methylenecholesterol + 2 NADP+	EC-1.3.1.21		NADPH // 5-dehydro episterol // 24-methylenecholesterol // NADP<sup>+</sup>
Farnesyl-diphosphate farnesyltransferase	EC-2.5.1.21		NADPH // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // squalene // diphosphate // NADP<sup>+</sup>
4,4-dimethylzymosterol + NAD(P)H + oxygen  ->  4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NAD(P)+ + H2O	EC-1.14.13.72	cholesterol biosynthesis III (via desmosterol) // cholesterol biosynthesis I	oxygen // NAD(P)H // 4,4-dimethylzymosterol // 4&alpha;-hydroxymethyl-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // NAD(P)<sup>+</sup> // H<SUB>2</SUB>O
acetyl-CoA + H2O  =  acetate + coenzyme A + H+	EC-3.1.2.1		acetyl-CoA // H<SUB>2</SUB>O // H<SUP>+</SUP> // acetate // coenzyme A
a phenol + phosphoadenosine-5'-phosphosulfate  =  adenosine 3',5'-bisphosphate + an aryl sulfate	EC-2.8.2.1		phosphoadenosine-5'-phosphosulfate // a phenol // adenosine 3',5'-bisphosphate // an aryl sulfate
an acyl-[acyl-carrier protein] + H2O  ->  acyl-carrier protein + a fatty acid	EC-3.1.2.14	acyl-ACP thioesterase pathway	H<SUB>2</SUB>O // an acyl-[acyl-carrier protein] // a soluble [acyl-carrier protein] // a fatty acid
leucodopachrome + dopaquinone  ->  L-dopachrome + L-dopa		L-dopachrome biosynthesis	dopaquinone // leucodopachrome // L-dopachrome // L-dopa
2-aminoadipate-6-semialdehyde + NAD+ + H2O  =  2-aminoadipate + NADH + 2 H+	EC-1.2.1.31		NAD<sup>+</sup> // 2-aminoadipate-6-semialdehyde // H<SUB>2</SUB>O // H<SUP>+</SUP> // 2-aminoadipate // NADH
2 glutathione + methylarsonate  ->  glutathione disulfide + methylarsonite	EC-1.20.4.2	arsenate detoxification I (glutaredoxin)	methylarsonate // glutathione // glutathione disulfide // methylarsonite
(R,R)-2,3-butanediol + NAD+  =  (R)-acetoin + NADH + H+	EC-1.1.1.4		NAD<sup>+</sup> // (R,R)-2,3-butanediol // (R)-acetoin // NADH // H<SUP>+</SUP>
thiamin + ATP  =  thiamine diphosphate + AMP + H+	EC-2.7.6.2		ATP // thiamin // H<SUP>+</SUP> // thiamine diphosphate // AMP
4-aminobutyrate + pyruvate  ->  succinate semialdehyde + L-alanine	EC-2.6.1	4-aminobutyrate degradation IV // glutamate degradation IV	pyruvate // 4-aminobutyrate // succinate semialdehyde // L-alanine
a nucleoside triphosphate + AMP  =  a nucleoside diphosphate + ADP	EC-2.7.4.10		AMP // a nucleoside triphosphate // a nucleoside diphosphate // ADP
pre-vitamin D3 + heat  ->  vitamin D3		1,25-dihydroxyvitamin D<sub>3</sub> biosynthesis	heat // pre-vitamin D<sub>3</sub> // vitamin D<SUB>3</SUB>
isovaleryl-CoA dehydrogenase	EC-1.3.99.10	leucine degradation I	an oxidized electron-transfer flavoprotein // isovaleryl-CoA // 3-methylcrotonyl-CoA // a reduced electron-transfer flavoprotein
3-hexaprenyl-4-hydroxybenzoate + NADPH + oxygen + H+  ->  3,4-dihydroxy-5-all-trans-hexaprenylbenzoate + NADP+ + H2O	EC-1.14.13	ubiquinol-6 biosynthesis (eukaryotic)	H<SUP>+</SUP> // NADPH // oxygen // 3-hexaprenyl-4-hydroxybenzoate // 3,4-dihydroxy-5-<i>all-trans</i>-hexaprenylbenzoate // H<SUB>2</SUB>O // NADP<sup>+</sup>
a 3-oxo-delta5-steroid  =  a 3-oxo-Delta4-steroid	EC-5.3.3.1		a 3-oxo-&delta;<sup>5</sup>-steroid // a 3-oxo-&Delta;<SUP>4</SUP>-steroid
L-proline  =  D-proline	EC-5.1.1.4		L-proline // D-proline
palmitate + ATP + coenzyme A  =  palmitoyl-CoA + AMP + diphosphate	EC-6.2.1.3		ATP // coenzyme A // palmitate // palmitoyl-CoA // diphosphate // AMP
2-amino-4-oxo-4-alpha-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6, 7,8-tetrahydroxypterin  =  2-amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin + H2O	EC-4.2.1.96		2-amino-4-oxo-4-&alpha;-hydroxy-6-(erythro-1',2',3'-trihydroxypropyl)-5,6, 7,8-tetrahydroxypterin // H<SUB>2</SUB>O // 2-amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin
Glycogen (starch) synthase	EC-2.4.1.11	glycogen biosynthesis II (from UDP-D-Glucose)	UDP-D-glucose // a glucosylated glycogenin // UDP
a steroid + a reduced two electron carrier + oxygen  =  a 17-alpha-hydroxysteroid + an oxidized electron carrier + H2O	EC-1.14.99.9		a steroid // a reduced two electron carrier // oxygen // H<SUB>2</SUB>O // an oxidized electron carrier // a 17-&alpha;-hydroxysteroid
2-hexaprenyl-6-methoxyphenol + NADPH + oxygen + H+  ->  2-methoxy-6-all trans-hexaprenyl-2-methoxy-1,4-benzoquinol + NADP+ + H2O	EC-1.14.13	ubiquinol-6 biosynthesis (eukaryotic)	H<SUP>+</SUP> // NADPH // oxygen // 2-hexaprenyl-6-methoxyphenol // 2-methoxy-6-<i>all trans</i>-hexaprenyl-2-methoxy-1,4-benzoquinol // H<SUB>2</SUB>O // NADP<sup>+</sup>
guanosine + phosphate  =  alpha-D-ribose-1-phosphate + guanine	EC-2.4.2.15		guanosine // phosphate // &alpha;-D-ribose-1-phosphate // guanine
alpha-D-glucose 1-phosphate  <-->  alpha-D-glucose 6-phosphate	EC-5.4.2.2	glucose and glucose-1-phosphate degradation // starch degradation // glycogen degradation II // GDP-glucose biosynthesis // UDP-glucose conversion	&alpha;-D-glucose 1-phosphate // &alpha;-D-glucose 6-phosphate
acetoacetyl-[acyl-carrier protein] synthase	EC-2.3.1.41	fatty acid biosynthesis initiation III // fatty acid biosynthesis initiation II	an acetyl-[acp] // a malonyl-[acp] // a soluble [acyl-carrier protein] // an acetoacetyl-[acp] // CO<SUB>2</SUB>
a globotriosylceramide + UDP-N-acetyl-D-galactosamine  =  a globotetraosylceramide + UDP + H+	EC-2.4.1.79		UDP-<i>N</i>-acetyl-D-galactosamine // a globotriosylceramide // a globotetraosylceramide // H<SUP>+</SUP> // UDP
a (2R)-2-hydroperoxyfatty acid  ->  a 2(R)-hydroxy fatty acid		fatty acid &alpha;-oxidation	a (2<i>R</i>)-2-hydroperoxyfatty acid // a 2(R)-hydroxy fatty acid
3-oxo-dodecanoyl-[acyl-carrier protein] reductase	EC-1.1.1.100	palmitate biosynthesis I (animals)	NADP<sup>+</sup> // a (<i>3R</i>)-3-hydroxydodecanoyl-[acp] // a 3-oxododecanoyl-[acp] // NADPH // H<SUP>+</SUP>
a deacetylated heparosan-[core protein] + phosphoadenosine-5'-phosphosulfate  ->  a [heparan sulfate] containing alpha-D-glucosamine 3-sulfate + adenosine 3',5'-bisphosphate	EC-2.8.2.30	heparan sulfate biosynthesis (late stages)	phosphoadenosine-5'-phosphosulfate // a deacetylated heparosan-[core protein] // a [heparan sulfate] containing &alpha;-D-glucosamine 3-sulfate // adenosine 3',5'-bisphosphate
a 3-oxo acid + succinyl-CoA  =  a 2,3,4-saturated 3-oxoacyl-CoA + succinate	EC-2.8.3.5		succinyl-CoA // a 3-oxo acid // a 2,3,4-saturated 3-oxoacyl-CoA // succinate
alpha-D-galactose 1-phosphate + UTP + H+  =  UDP-D-galactose + diphosphate	EC-2.7.7.10		UTP // &alpha;-D-galactose 1-phosphate // H<SUP>+</SUP> // diphosphate // UDP-D-galactose
N-acetyl-alpha-D-glucosamine 1-phosphate + UTP + H+  ->  UDP-alpha-N-acetyl-D-glucosamine + diphosphate	EC-2.7.7.23	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II // UDP-<i>N</i>-acetyl-D-galactosamine biosynthesis II	UTP // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate // H<SUP>+</SUP> // UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine // diphosphate
an N-acyl-D-glucosamine  =  an N-acyl-D-mannosamine	EC-5.1.3.8		an <i>N</i>-acyl-D-glucosamine // an <i>N</i>-acyl-D-mannosamine
5-phospho-alpha-D-ribose 1-diphosphate + quinolinate + 2 H+  ->  CO2 + nicotinate mononucleotide + diphosphate	EC-2.4.2.19	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	quinolinate // 5-phospho-&alpha;-D-ribose 1-diphosphate // H<SUP>+</SUP> // CO<SUB>2</SUB> // diphosphate // nicotinate mononucleotide
acetaldehyde dehydrogenase (NAD+)	EC-1.2.1.3	ethanol degradation II (cytosol)	H<SUB>2</SUB>O // NAD<sup>+</sup> // acetaldehyde // H<SUP>+</SUP> // NADH // acetate
(S)-nicotine + UDP-D-glucuronate  ->  nicotine-Glucuronide + UDP	EC-2.4.1.17	nicotine degradation II	UDP-D-glucuronate // (<i>S</i>)-nicotine // nicotine-Glucuronide // UDP
octanoyl-CoA + L-carnitine  =  L-octanoylcarnitine + coenzyme A	EC-2.3.1.137		L-carnitine // octanoyl-CoA // L-octanoylcarnitine // coenzyme A
all-trans-geranyl-geranyl diphosphate + a [protein]-L-cysteine  =  a [protein]-S-geranylgeranyl-L-cysteine + diphosphate	EC-2.5.1.59		a [protein]-L-cysteine // all-<i>trans</i>-geranyl-geranyl diphosphate // a [protein]-<i>S</i>-geranylgeranyl-L-cysteine // diphosphate
cholest-5-ene-3beta,27-diol + NADPH + H+ + oxygen  =  7-alpha,27-dihydroxycholesterol + NADP+ + H2O	EC-1.14.13.100		oxygen // H<SUP>+</SUP> // NADPH // cholest-5-ene-3&beta;,27-diol // 7-&alpha;,27-dihydroxycholesterol // NADP<sup>+</sup> // H<SUB>2</SUB>O
an octanoyl-[acp] + a non-lipoylated protein-lipoyl domain  ->  a [lipoyl-carrier protein] N6-octanoyl-L-lysine + acyl-carrier protein	EC-2.3.1.181	lipoate biosynthesis and incorporation I	a non-lipoylated protein-lipoyl domain // an octanoyl-[acp] // a [lipoyl-carrier protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // a soluble [acyl-carrier protein]
D-myo-inositol (1,3,4,6)-tetrakisphosphate + ATP  ->  D-myo-inositol (1,3,4,5,6)-pentakisphosphate + ADP + H+	EC-2.7.1.140	D-<i>myo</i>-inositol (3,4,5,6)-tetrakisphosphate biosynthesis // 1D-<i>myo</i>-inositol hexakisphosphate biosynthesis II (mammalian)	ATP // D-<i>myo</i>-inositol (1,3,4,6)-tetrakisphosphate // H<SUP>+</SUP> // D-<i>myo</i>-inositol (1,3,4,5,6)-pentakisphosphate // ADP
oleoyl-CoA + H2O  ->  oleate + coenzyme A + H+	EC-3.1.2	oleate biosynthesis II (animals)	H<SUB>2</SUB>O // oleoyl-CoA // H<SUP>+</SUP> // oleate // coenzyme A
pyruvate + ATP  <-  phosphoenolpyruvate + ADP + H+	EC-2.7.1.40	glycolysis I // glycolysis III // glycolysis V (Pyrococcus)	ATP // pyruvate // H<SUP>+</SUP> // phosphoenolpyruvate // ADP
hexulose 6-phosphate  <-  D-ribulose-5-phosphate + formaldehyde	EC-4.1.2.43	formaldehyde oxidation I	hexulose 6-phosphate // D-ribulose-5-phosphate // formaldehyde
lanosterol + NADPH + H+  ->  24,25-dihydrolanosterol + NADP+	EC-1.3.1.72	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	NADPH // lanosterol // H<SUP>+</SUP> // 24,25-dihydrolanosterol // NADP<sup>+</sup>
7,8-dihydrobiopterin + NAD(P)H  ->  5,6,7,8-tetrahydrobiopterin + NAD(P)+ + H+	EC-1.5.1.34	Biopterin recycling	NAD(P)H // 7,8-dihydrobiopterin // 5,6,7,8-tetrahydrobiopterin // NAD(P)<sup>+</sup> // H<SUP>+</SUP>
indole-3-glyoxal + an oxidized electron carrier + H2O  =  indole-3-glyoxylate + a reduced two electron carrier	EC-1.2.1.5		an oxidized electron carrier // H<SUB>2</SUB>O // indole-3-glyoxal // indole-3-glyoxylate // a reduced two electron carrier
Aminoparathion hydrolase	EC-3.1.8.1		H<SUB>2</SUB>O // amino-parathion // H<SUP>+</SUP> // diethylthiophosphate // 4-hydroxyaniline
beta-carotene + oxygen  =  2 retinal	EC-1.14.99.36		oxygen // &beta;-carotene // retinal
an alcohol + NAD+  =  an aldehyde or ketone + NADH + H+	EC-1.1.1.1		an alcohol // NAD<sup>+</sup> // an aldehyde or ketone // NADH // H<SUP>+</SUP>
N-acetyl-beta-D-galactosaminide-[chondroitin/dermatan] + UDP-D-glucuronate  ->  beta-D-glucosyluronate-[chondroitin/dermatan] + UDP	EC-2.4.1.226	chondroitin and dermatan biosynthesis	UDP-D-glucuronate // <i>N</i>-acetyl-&beta;-D-galactosaminide-[chondroitin/dermatan] // &beta;-D-glucosyluronate-[chondroitin/dermatan] // UDP
Ornithine--oxo-glutarate aminotransferase	EC-2.6.1.13	arginine degradation VI (arginase 2 pathway) // proline biosynthesis II (from arginine) // citrulline biosynthesis // arginine biosynthesis IV // arginine degradation I (arginase pathway)	2-oxoglutarate // L-ornithine // L-glutamate // L-glutamate &gamma;-semialdehyde
bupropion + 2 H+  ->  threohydrobupropion		bupropion degradation	bupropion // H<SUP>+</SUP> // threohydrobupropion
5,6-dihydroxyindole + 2 H+ + oxygen  ->  indole-5,6-quinone + 2 H2O		eumelanin biosynthesis	oxygen // 5,6-dihydroxyindole // H<SUP>+</SUP> // indole-5,6-quinone // H<SUB>2</SUB>O
a 2,3,4-saturated fatty acyl CoA + acetyl-CoA  <-  a 2,3,4-saturated 3-oxoacyl-CoA + coenzyme A	EC-2.3.1.16	fatty acid &beta;-oxidation II (core pathway) // fatty acid &beta;-oxidation I	acetyl-CoA // a 2,3,4-saturated fatty acyl CoA // a 2,3,4-saturated 3-oxoacyl-CoA // coenzyme A
1-chloro-2,4-dinitrobenzene + glutathione  =  2,4-dinitrophenyl-S-glutathione + chloride + H+	EC-2.5.1.18		glutathione // 1-chloro-2,4-dinitrobenzene // H<SUP>+</SUP> // 2,4-dinitrophenyl-S-glutathione // chloride
2-aminomuconate semialdehyde + NAD+ + H2O  ->  2-amino-muconate + NADH + 2 H+	EC-1.2.1.32	2-amino-3-carboxymuconate semialdehyde degradation to glutaryl-CoA	2-aminomuconate semialdehyde // NAD<sup>+</sup> // H<SUB>2</SUB>O // H<SUP>+</SUP> // 2-amino-muconate // NADH
protoporphyrinogen IX + 3 oxygen  ->  protoporphyrin IX + 3 hydrogen peroxide	EC-1.3.3.4	heme biosynthesis from uroporphyrinogen-III I	oxygen // protoporphyrinogen IX // protoporphyrin IX // hydrogen peroxide
5,6-dihydrouracil + NADP+  <-  uracil + NADPH + H+	EC-1.3.1.2	uracil degradation II (reductive)	5,6-dihydrouracil // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // uracil
GMP + H2O  ->  guanosine + phosphate	EC-3.1.3.5	guanosine nucleotides degradation III	H<SUB>2</SUB>O // GMP // guanosine // phosphate
UDP-D-glucose + alpha-D-galactose 1-phosphate  ->  alpha-D-glucose 1-phosphate + UDP-D-galactose	EC-2.7.7.12	colanic acid building blocks biosynthesis // galactose degradation I (Leloir pathway) // UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose) // Leloir pathway	&alpha;-D-galactose 1-phosphate // UDP-D-glucose // &alpha;-D-glucose 1-phosphate // UDP-D-galactose
GMP + diphosphate  <-  guanine + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.8	guanine and guanosine salvage II // purine and pyrimidine metabolism	diphosphate // GMP // guanine // 5-phospho-&alpha;-D-ribose 1-diphosphate
uridine + H2O  ->  D-ribose + uracil	EC-3.2.2.3	pyrimidine ribonucleosides degradation II // purine and pyrimidine metabolism	H<SUB>2</SUB>O // uridine // D-ribose // uracil
glutaryl-CoA dehydrogenase	EC-1.3.99.7		an oxidized electron carrier // glutaryl-CoA // crotonyl-CoA // CO<SUB>2</SUB> // a reduced two electron carrier
arachidonate + a reduced two electron carrier + 2 oxygen  ->  prostaglandin-H2 + an oxidized electron carrier + H2O	EC-1.14.99.1	biosynthesis of prostaglandins	arachidonate // a reduced two electron carrier // oxygen // an oxidized electron carrier // H<SUB>2</SUB>O // prostaglandin-H<sub>2</sub>
