Compound	SMILES
&alpha;-D-galactose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@@H](O)1)
6-phospho D-glucono-1,5-lactone	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(=O)O1)
&alpha;-D-glucopyranose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)[C@H](O)1)
5-(methylsulfanyl)-2,3-dioxopentyl 1-phosphate	CSCCC(=O)C(=O)COP([O-])(=O)[O-]
&alpha;-D-mannose 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@H](O)1)
(R)-mevalonate diphosphate	C[C@@](O)(CCOP(=O)([O-])OP([O-])([O-])=O)CC(=O)[O-]
Cu<SUP>+</SUP>	[Cu+]
4-acetamidobutanal	CC(NCCCC=O)=O
GDP group	C(OP(=O)([O-])OP(=O)([O-])O)[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
2-hydroxy-2-methylpropanoate	CC(O)(C)C(=O)[O-]
CDP group	C(OP(OP(O)([O-])=O)(=O)[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
mercuric chloride	Cl[Hg]Cl
UDP group	C(OP(=O)([O-])OP(=O)([O-])O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
styrene	C=CC1(\C=C/C=C\C=1)
CMP group	C(OP(=O)([O-])O)[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
4-amino-2-methyl-5-(diphosphooxymethyl)pyrimidine	CC1(\N=C(C(/COP([O-])(=O)OP([O-])(=O)[O-])=C\N=1)\N)
ADP group	C(OP(OP([O-])(=O)O)(=O)[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
5-aminolevulinate	C(C(C[NH3+])=O)CC([O-])=O
dTDP group	CC1(\C(=O)NC(=O)N(\C=1)[C@H]2(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2))
2,3-pentane-dione	CCC(=O)C(=O)C
AMP group	C(OP(=O)([O-])O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
shikimate	C1(/[C@@H](O)[C@@H](O)[C@@H](CC(/C(=O)[O-])=1)O)
4'-phosphopantetheine	CC([C@@H](O)C(=O)NCCC(NCCS)=O)(C)COP([O-])(=O)[O-]
&gamma;-L-glutamyl 5-phosphate	C(CC[C@@H](C(=O)[O-])[NH3+])(OP([O-])(=O)[O-])=O
EGTA	C(N(CC(=O)[O-])CC(=O)[O-])COCCOCCN(CC(=O)[O-])CC(=O)[O-]
(3Z)-dodec-3-enoyl-CoA	CCCCCCCC\C=C/CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
CDP-<i>N</i>-dimethylethanolamine	C[NH+](C)CCOP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O
R'C(R)S-S(R)CR'	C(SSC([R2])[R1])([R4])[R3]
urea-1-carboxylate	C(N)(NC([O-])=O)=O
glutarate semialdehyde	C(CCCC(=O)[O-])=O
dehydro-D-arabinono-1,4-lactone	C(O)[C@@H]1(C(\O)=C(C(=O)O1)\O)
(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
<i>S</i>-methyl-5-thio-D-ribulose 1-phosphate	CSC[C@@H](O)[C@@H](O)C(=O)COP([O-])(=O)[O-]
acrylate	C=CC([O-])=O
D-sedoheptulose 1,7-bisphosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
(<i>R</i>)-4'-phosphopantothenate	CC([C@H](C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
2-deoxy-D-glucose 6-phosphate	C(OP([O-])(=O)[O-])[C@H]1(OC(O)C[C@@H](O)[C@H](O)1)
(R)-4'-phosphopantothenoyl-L-cysteine	CC(C)(COP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)N[C@@H](CS)C(=O)[O-]
oxalosuccinate	C(C([O-])=O)C(C(C(=O)[O-])=O)C([O-])=O
kynurenate	C2(\C=C1(C(/N=C(/C=C1/[O-])/C(=O)[O-])=C\C=2))
1-deoxy-L-glycero-tetrulose 4-phosphate	CC(=O)[C@H](O)COP(=O)([O-])[O-]
(7<i>R</i>,8<i>S</i>)-8-amino-7-(carboxyamino)nonanoate	C[C@@H]([C@@H](CCCCCC([O-])=O)NC(=O)[O-])[NH3+]
31-norcycloartanone	CC(C)CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
Triton X-100	CC(C)(C)CC(C)(C)C1(\C=C/C(/OCCO)=C\C=1)
5&alpha;-cholesta-8-en-3-one	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2(\CC[C@@H]3([C@@](C)(C(\CC1)=2)CCC(=O)C3)))CC4)))C
&beta;-D-fructose 2,6-bisphosphate	C([C@H]1(O[C@@]([C@H]([C@@H]1O)O)(CO)OP([O-])([O-])=O))OP(=O)([O-])[O-]
lathosterone	CC(C)CCC[C@H]([C@@H]4([C@]1(C)([C@H](C2([C@H](CC1)[C@]3(C)([C@@H](CC=2)CC(=O)CC3)))CC4)))C
10-<i>N</i>-nonyl acridine orange	CCCCCCCCC[N+]2(\C3(/C=C(\C=C/C(\C=C1(\C=C/C(/N(C)C)=C\C/1=2))=3)/N(C)C))
cycloeucalenone	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C
<i>O</i>-perylenebutylmethylphosphonic-acid-p-nitrophenyl ester	CP(OC1(\C=C/C(/N(=O)=O)=C\C=1))(=O)OCCCCC5(\C=C/C6(C3(\C=C/C=C2(\C=C/C=C(C2=3)C4(C(C(/C=C\C=4)=5)=6)))))
3-dehydro-4-methylzymosterol	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)C(=O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
dehydroascorbate (bicyclic form)	C2(=O)(O[C@H]1([C@](O)(OC[C@H](O)1)C(O)(O)2))
avenastenone	C\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CCC(=O)C[C@H](CC=1)2))CC[C@](C)34))))/C(C)C
coproporphyrinogen III	CC2(\C(/CCC([O-])=O)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\CCC([O-])=O)=3))=C(CCC([O-])=O)/C(\C)=4))=C(CCC(=O)[O-])/C(\C)=5)))
zymosterone	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(CC(=O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
(8<i>S</i>)-8-amino-7-oxononanoate	C[C@@H](C(CCCCCC([O-])=O)=O)[NH3+]
4-aminobutanoate	C(C[NH3+])CC([O-])=O
2-amino-3-carboxymuconate-6-semialdehyde	C(=O)([O-])C(\C=C\C=O)=C(C([O-])=O)/[NH3+]
propionamide	CCC(N)=O
N,N-dimethylaniline	CN(C1(\C=C/C=C\C=1))C
preuroporphyrinogen	C(O)C4(\NC(/CC3(\NC(/CC2(\NC(/CC1(\N\C=C(CCC(=O)[O-])/C(\CC([O-])=O)=1))=C(CCC(=O)[O-])/C(\CC([O-])=O)=2))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=3))=C(CCC(=O)[O-])/C(\CC(=O)[O-])=4)
4-nitrophenyl-&beta;-D-glucopyranoside	C1(\C(\[N+]([O-])=O)=C/C=C(\C=1)/O[C@H]2([C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O))
(<i>S</i>)-dihydroorotate	C1(C(=O)NC(=O)N[C@H](C(=O)[O-])1)
arsenous acid	[As](O)(O)O
2-phenylethanol	C1(\C=C/C(\CCO)=C\C=1)
4-(2-aminophenyl)-2,4-dioxobutanoate	C(C(CC(C1(\C(\N)=C/C=C\C=1))=O)=O)([O-])=O
<i>N</i>-methyl-<i>N</i>-[(2<i>S</i>)-1-phenylpropan-2-yl]hydroxylamine	C[C@@H](CC1(\C=C/C=C\C=1))N(O)C
oxythiamine	CC2(\[N+](/CC1(\C(\O)=N/C(\C)=N\C=1))=C/SC(/CCO)=2)
fumonisin B<sub>1</sub>	CCCC[C@@H](C)[C@@H](OC(C[C@H](C([O-])=O)CC(=O)[O-])=O)[C@@H](OC(=O)C[C@H](C([O-])=O)CC([O-])=O)C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@@H]([NH3+])C
carbon monoxide	[C-]#[O+]
5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole	C1(\[NH+]=C/N(C(/N)=1)[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))
3-hydroxybenzyl alcohol	C(O)C1(\C=C(\C=C/C=1)\O)
xanthurenate	C(=O)([O-])C1(\C=C(C2(/C=C\C=C(C(\N=1)=2)\O))\O)
porphobilinogen	C(C1(\N\C=C(CCC(=O)[O-])/C(\CC(=O)[O-])=1))[NH3+]
<i>N</i>-ethylmaleimide	CCN1(C(=O)\C=C/C(=O)1)
4-amino-2-methyl-5-pyrimidinemethanol	CC1(\N=C(C(/CO)=C\N=1)\N)
3-dehydroquinate	C(=O)([O-])[C@]1(O)(CC(=O)[C@@H](O)[C@H](O)C1)
2-<I>O</I>-(6-phospho-&alpha;-D-mannosyl)-D-glycerate	C(O)[C@H](C([O-])=O)O[C@H]1(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)1)
3-methylbutanal	CC(C)CC=O
<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate	CSC[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
<i>N</i>-(1-phenylpropan-2-yl)hydroxylamine	CC(CC1(\C=C/C=C\C=1))NO
(2S,5S)-hexanediol	C[C@H](O)CC[C@@H](O)C
bisorganyltrisulfane	C(SSSCC(NC(=O)CCC([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(C(O)NCC(=O)[O-])NC(CCC(C([O-])=O)[NH3+])=O
L-canavanine	C(C[C@H]([NH3+])C(=O)[O-])ONC(N)=[NH2+]
5-phospho-&beta;-D-ribosylamine	C(OP([O-])(=O)[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H]([NH3+])O1)
5-enolpyruvoyl-shikimate 3-phosphate	C=C(C(=O)[O-])O[C@@H]1(CC(/C(=O)[O-])=C\[C@@H](OP(=O)([O-])[O-])[C@@H](O)1)
thiamine diphosphate	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCOP([O-])(=O)OP([O-])(=O)[O-])=2)
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/N)=C(C(=O)[O-])/N=C\1))[C@H](O)[C@H](O)2)
<i>N</i>-(5-phosphoribosyl)-anthranilate	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](NC1(/C=C\C=C/C(/C(=O)[O-])=1))[C@H](O)[C@H](O)2)
carbonic acid	C(O)(=O)O
ergosta-5,7,22,24(28)-tetraen-3&beta;-ol	CC(C)C(/C=C/[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@]1(CC[C@H](O)CC/1=C\C=2)(C))CC[C@](C)34))))=C
D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate	C1(\N\C=N/C(\[C@@H]([C@H](O)COP(=O)([O-])[O-])O)=1)
triphosphate	OP(OP(=O)(OP([O-])(=O)[O-])[O-])([O-])=O
2-isopropylmaleate	CC(C(\C(=O)[O-])=C\C(=O)[O-])C
diphosphate	O=P(O)(OP([O-])([O-])=O)[O-]
cyanamide	C(N)#N
4&alpha;-methyl ergosta-8,25(27)-dienol	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
2,3-didehydro-L-gulonate	C([C@@H]([C@H](C(C(C([O-])=O)=O)=O)O)O)O
phosphate	[O-]P(=O)(O)[O-]
2-hydroxyisobutyramide	CC(O)(C)C(=O)N
4&alpha;-methyl ergosta-8,14,25(27)-trienol	C=C(C)[C@@H](C)CC[C@@H](C)[C@H]2(CC=C3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
(<i>R</i>)-2-hydroxyhexadecanal	CCCCCCCCCCCCCC[C@@H](O)C=O
dihydrogen phosphate	O=P(O)([O-])O
3-ethylmalate	CCC(C([O-])=O)C(C(=O)[O-])O
arsenite<sup>2-</sup>	[As](O)([O-])[O-]
ammonia	N
S<sup>2-</sup>	[S-2]
5-aminopentanoate	C(CC[NH3+])CC(=O)[O-]
arsenite<sup>3-</sup>	[As]([O-])([O-])[O-]
(2<i>S</i>)-2-isopropylmalate	CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O
sulfite	[O-]S([O-])=O
shikimate 3-phosphate	C(=O)([O-])C1(\C[C@@H](O)[C@H](O)[C@H](OP(=O)([O-])[O-])/C=1)
antimonite	[O-][Sb]([O-])[O-]
3'-phosphoadenylyl-sulfate	C(OP(=O)([O-])OS(=O)([O-])=O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3)
OH<SUP>-</SUP>	[OH-]
L-histidinol phosphate	C1(\N\C=N/C(\C[C@@H](COP([O-])(=O)[O-])[NH3+])=1)
hydrogensulfite	OS(=O)[O-]
enol-phenylpyruvate	C([O-])(=O)C(\O)=C\C1(\C=C/C=C\C=1)
arsenite	[As](O)([O-])O
<i>S</i>-(2-succinyl)-L-cysteine	C(SC(CC(=O)[O-])C(=O)[O-])[C@H]([NH3+])C(=O)[O-]
sulfate	O=S(=O)([O-])[O-]
4-methylsalicylate	CC1(\C=C/C(/C([O-])=O)=C(\C=1)/O)
arsenate	[As](=O)(O)([O-])[O-]
4-guanidinobutanoate	C([O-])(=O)CCCNC(N)=[NH2+]
thiosulfate	O=S(=O)([O-])S
<i>p</i>-chloromercuribenzoate	C1(=C/C=C(\C=C/1)/C(=O)[O-])[Hg]Cl
nitrate	N(=O)(=O)[O-]
carboxyphosphate	C(=O)([O-])OP([O-])(=O)O
hydrosulfide	[SH-]
tetrahydroobvatol	CCCC2(\C=C/C(/OC1(\C(\O)=C(\C=C(CCC)/C=1)\O))=C\C=2)
vanadate	O=[V]([O-])([O-])[O-]
4-vinylphenol	C=CC1(\C=C/C(/O)=C\C=1)
superoxide	[O-]O
(<i>S</i>)-2-amino-6-oxohexanoate	C(=O)CCC[C@H]([NH3+])C(=O)[O-]
boric acid	B(O)(O)O
4-phosphooxy-L-threonine	C(=O)([O-])[C@@H]([NH3+])[C@H](O)COP([O-])(=O)[O-]
selenite	[O-][Se](=O)[O-]
3-demethylubiquinol-6	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C(\C)=C(C(\O)=C(C(/O)=1)\OC)/O)
nitrite	N([O-])=O
RX	[R][X]
hydrogencarbonate	C([O-])(=O)O
5'-phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole	C(OP(=O)([O-])[O-])[C@H]2(O[C@@H](N1(C(/N)=C(C(=O)NC(C([O-])=O)CC([O-])=O)/N=C\1))[C@H](O)[C@H](O)2)
K<SUP>+</SUP>	[K+]
L-arginino-succinate	C(NC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])CC[C@@H](C(=O)[O-])[NH3+]
Li<sup>+</sup>	[Li+]
dihydrofurano derivative	CC(O)(C)CCC3(/C(/O)=C2(C(/O\C=C(C1(\C(\O)=C/C(/O)=C\C=1))/C(=O)2)=C\C(\OC)=3))
&beta;-D-galacturonate	C([O-])(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)
copper-bound copper ligand	[Cu][R]
6-<i>O</i>-methyl-&beta;-D-galacturonate	COC(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)
&beta;-D-ribosylnicotinate	C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)[O-]))
&alpha;-D-galacturonate	C([O-])(=O)[C@@H]1([C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)
p-chloromercuriphenylsulfonate	C1(\C=C/C(/S(=O)([O-])=O)=C\C=1)[Hg]Cl
<i>aldehydo</i>-D-galacturonate	C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
arsenic trioxide	[As]12(O[As](O1)O2)
Na<SUP>+</SUP>	[Na+]
CI 976	CCCCCCCCCCC(C(\O)=N\C1(/C(/OC)=C\C(\OC)=C/C(/OC)=1))(C)C
cyclic- 3,4-<i>O</i>-oxalyl-L-threonate	C1(OC(=O)C(=O)OC(C(O)C(=O)[O-])1)
ferricyanide	C(#N)[Fe-3](C#N)(C#N)(C#N)(C#N)C#N
hydroxyacetone	CC(=O)CO
4-guanidinobutanamide	C(NC(N)=[NH2+])CCC(=O)N
(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O
(3<i>R</i>,5<i>S</i>)-3-hydroxy-1-pyrroline-5-carboxylate	C1(\[C@H](O)C[C@@H](C([O-])=O)\N=1)
&alpha;-D-mannopyranose 6-phosphate	C(OP(=O)([O-])[O-])[C@H]1(O[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)1)
<i>N,N</i>-dimethylaniline-<i>N</i>-oxide	CN(C)(=O)C1(\C=C/C=C\C=1)
&beta;-D-mannopyranose 6-phosphate	C(OP(=O)([O-])[O-])[C@H]1(O[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)1)
3-(imidazol-4-yl)-2-oxopropyl phosphate	C1(\N\C=N/C(\CC(COP([O-])(=O)[O-])=O)=1)
2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	C([C@@H]2([C@@H](O)[C@@H](O)[C@H](NC1(/N=C(N)\NC(=O)C(/N)=1))O2))OP(=O)([O-])[O-]
&beta;-D-fructofuranose 1,6-bisphosphate	C(OP(=O)([O-])[O-])[C@@H]1([C@H]([C@@H]([C@](O)(O1)COP(=O)([O-])[O-])O)O)
5-fluorouridine	C(O)[C@@H]2([C@H]([C@H]([C@H](N1(/C=C(C(=O)NC1=O)/F))O2)O)O)
(2<i>S</i>)-2-isopropyl-3-oxosuccinate	CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C
(<i>R</i>)-5-phosphomevalonate	C[C@@](O)(CCOP(=O)([O-])[O-])CC(=O)[O-]
(<i>Z</i>)-methyl(oxido)(1-phenylpropan-2-ylidene)azanium	CC(\CC1(\C=C/C=C\C=1))=[N+](C)\[O-]
pyrithiamine	CC2(N(CC1(\C(\N)=N/C(\C)=N\C=1))\C=C/C=C(CCO)\2)
decylglucoside	CCCCCCCCCCO[C@@H]1(O[C@@H](C([C@@H](C1O)O)O)CO)
<i>trans</i>-cerot-2-enoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
citrate	C(=O)([O-])CC(C(=O)[O-])(O)CC(=O)[O-]
<i>trans</i>-docos-2-enoyl-CoA	CCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
2-(formamido)-N<sup>1</sup>-(5-phospho-&beta;-D-ribosyl)acetamidine	C(NC=O)C(N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1))=[NH2+]
<i>trans</i>-lignocer-2-enoyl-CoA	CCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC([C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@@H]1([C@@H](OP(=O)([O-])[O-])[C@@H](O)[C@@H](O1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))=O
3-phosphooxypyruvate	C(OP([O-])(=O)[O-])C(=O)C(=O)[O-]
phytenoyl-CoA	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
(<i>R</i>)-2,3-dihydroxy-3-methylpentanoate	CC[C@@](C)(O)[C@H](C([O-])=O)O
prenol	CC(C)=CCO
<i>N</i>-formyl-L-kynurenine	C(=O)NC1(/C=C\C=C/C(/C(=O)C[C@H]([NH3+])C(=O)[O-])=1)
HX	[XH]
3-methylbut-3-en-1-yl diphosphate	C=C(C)CCOP([O-])(=O)OP([O-])(=O)[O-]
methylglyoxalbis(guanylhydrazone)	CC(/C=N/NC(N)=[NH2+])=N\NC(N)=[NH2+]
3-methylbutanol	CC(CCO)C
ketoconazole	CC(N1(CCN(CC1)C5(\C=C/C(/OC[C@@H]4(CO[C@@](CN2(\C=C/N=C\2))(C3(\C(\Cl)=C/C(/Cl)=C\C=3))O4))=C\C=5)))=O
tetrahydropteroyl tri-L-glutamate	C([C@@H]1(NC2(\C(NC(/N)=N/C(\NC1)=2)=O)))NC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3)
(E)-N-(1-phenylpropan-2-ylidene)hydroxylamine	CC(/CC1(\C=C/C=C\C=1))=N\O
x-dglc-HEX-1:5|6:d	
3-chloro-1-phenyl-1-propanone	C(Cl)CC(=O)C1(\C=C/C=C\C=1)
x-dglc-HEX-1:4	
1,2-butanediol	CCC(CO)O
&alpha;-D-galacturonosyl-(1&rarr;4)-&alpha;-D-galacturonate	C(=O)([O-])[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@@H]2([C@H](O)[C@@H](O)[C@@H](O)O[C@H](C(=O)[O-])2))
canavaninosuccinate	C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O
sucrose	C(O)[C@H]2(O[C@H](O[C@]1(CO)(O[C@H](CO)[C@@H](O)[C@H](O)1))[C@H](O)[C@@H](O)[C@H](O)2)
<i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide	C(NC=O)C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
b-dglc-HEX-1:5|6:d	
3-hydroxyanthranilate	C1(\C=C(C(\N)=C(\C=1)\O)\C([O-])=O)
a-dglc-HEX-1:5|6:d	
H<sub>2</sub>O	O
a-dglc-HEX-1:4|6:a	
phosphocholine	C[N+](CCOP([O-])([O-])=O)(C)C
x-dglc-HEX-x:x	
<i>N</i>-acetyl-&beta;-glucosaminylamine	CC(=O)N[C@H]1([C@H](N)O[C@H](CO)[C@@H](O)[C@H](O)1)
x-dglc-HEX-1:5	
histidinal	C1(\N\C=N/C(\C[C@@H](C=O)[NH3+])=1)
b-lglc-HEX-1:5|6:a	
D-hexose 6-phosphate	C(OP(=O)([O-])[O-])C1(OC(O)C(O)C(O)C(O)1)
b-dglc-HEX-1:5	
(2S)-2-amino-4-deoxy-chorismate	C=C(O[C@H]1(\C=C/C=C([C@@H]1[NH3+])/C(=O)[O-]))C(=O)[O-]
a-dglc-HEX-1:5	
hydrogen selenide	[SeH2]
x-dglc-HEX-1:5|6:a	
pyruvic oxime	CC(/C(=O)[O-])=N\O
b-xglc-HEX-1:5|6:a	
1-(5'-phospho-&beta;-D-ribofuranosyl)barbiturate	C(OP(=O)([O-])[O-])[C@H]2([C@@H]([C@H]([C@H](N1(C(=O)NC(=O)CC(=O)1))O2)O)O)
b-dglc-HEX-1:5|6:a	
5-deoxy-&alpha;-D-ribose 1-phosphate	C[C@H]1(O[C@H](OP([O-])(=O)[O-])[C@@H]([C@@H]1O)O)
a-dglc-HEX-1:5|6:a	
4-(2-amino-3-hydroxyphenyl)-2,4-dioxobutanoate	C(=O)([O-])C(=O)CC(=O)C1(/C=C\C=C(C(\N)=1)\O)
hydrogen sulfide	S
anthranilate	C(C1(\C(\N)=C/C=C\C=1))(=O)[O-]
nitric oxide	N=O
<i>S</i>-methyl-5'-thioadenosine	CSC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
dioxygen	O=O
3-dehydroshikimate	C([O-])(=O)C1(\C[C@@H](O)[C@H](O)C(=O)/C=1)
succinate semialdehyde	C(C=O)CC(=O)[O-]
phenylglyoxal	C(=O)C(=O)C1(\C=C/C=C\C=1)
lanosterol	CC(C)=CCC[C@H]([C@@H]1([C@]3(C)([C@@](C)(CC1)C4(\CC[C@@H]2(C(C)(C)[C@@H](O)CC[C@@]2(C(\CC3)=4)C)))))C
2-methylbutanal	CCC(C)C=O
