Compound	SMILES
butan-2-one	CCC(C)=O
thromboxane A<sub>2</sub>	CCCCC[C@H](O)/C=C/[C@H]2(O[C@H]1(C[C@H](O1)[C@H](C\C=C/CCCC(=O)[O-])2))
&beta;-D-glucopyranose	C(O)[C@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)1)
<i>di-trans,octa-cis</i>-undecaprenyl diphosphate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
&beta;-D-galactose 6-phosphate	C(OP([O-])([O-])=O)[C@H]1(O[C@H]([C@@H]([C@H]([C@H]1O)O)O)O)
(6&alpha;)-hydroxycampestanol	CC(C)[C@H](C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
heptanoate	CCCCCCC(=O)[O-]
D-hexose 6-phosphate	C(OP(=O)([O-])[O-])C1(OC(O)C(O)C(O)C(O)1)
(9Z)-12,13,17-trihydroxyoctadeca-9-enoate	CC(O)CCCC(O)C(O)C\C=C/CCCCCCCC(=O)[O-]
&alpha;-D-mannopyranose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@H](O)[C@@H](O)O1)
perakine	C[C@H]3([C@H](C=O)[C@@H]2(C4([C@@H](OC(=O)C)C15(C6(\C(\N=C1\[C@H](C2)N3[C@H]4C5)=C/C=C\C=6)))))
soyasaponin I	C[C@H]8([C@H](O)[C@@H](O)[C@@H](O)[C@H](O[C@@H]7([C@@H](O)[C@@H](O)[C@@H](CO)O[C@@H](O[C@@H]6([C@@H](O)[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O[C@H]4(CC[C@]3(C)([C@H]5(C\C=C2([C@@H]1(CC(C)(C)C[C@@H](O)[C@@](C)1CC[C@](C)2[C@](C)(CC[C@H]3[C@](CO)(C)4)5))))))6))7))O8)
30-hydroxy-&beta;-amyrin	C[C@]1([C@H](CC[C@@]2(C5([C@@](CCC12)([C@]3(C(/C4([C@@](CC3)(CC[C@@](C4)(CO)C)C))=C/C5)C)C))C)O)C
(-)-&alpha;-pinene	CC1(\[C@@H]2(C[C@H](C\C=1)C2(C)C))
coniferin	COC2(\C(\O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=C/C=C(/C=C/CO)/C=2)
<i>trans</i>-zeatin riboside	CC(/CO)=C\CNC3(/N=C\N=C1(C(/N=C\N1[C@@H]2(O[C@H](CO)[C@@H](O)[C@@H](O)2))=3))
sodium sulfate	
2-thiouridine 5'-triphosphate	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=S))O2)O)O)
a 2-acyl-sn-glycero-3-phosphoglycerol (n-C14:1)	CC/C=C/CCCCCCCCCC(O[C@@H](COP(OC[C@@H](O)CO)([O-])=O)CO)=O
5,6-dihydroxyindole	C1(\C2(/C=C(C(/O)=C\C(N\C=1)=2)/O))
<i>N</i>,<i>N</i>-dihydroxy-L-tyrosine	C([C@H](CC1(\C=C/C(/O)=C\C=1))N(O)O)([O-])=O
glucoalyssin	CS(=O)CCCCCC(\S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]
ammonium chloride	
9,15,9'-tri-<i>cis</i>-&zeta;-carotene	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\C=C\C=C(C)/CC/C=C(C)/CCC=C(C)C
b-dido-HEX-1:5|6:a	
(-)-<i>ent</i>-copalyl diphosphate	CC(/CC[C@H]1([C@@]2(CCCC(C)(C)[C@@H](CCC1=C)2)C))=C\COP([O-])(=O)OP([O-])([O-])=O
ADP group	C(OP(OP([O-])(=O)O)(=O)[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
(+)-7-<i>epi</i>-jasmonoyl-CoA	CC\C=C/C[C@@H]1(C(=O)CC[C@@H]1CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-])=O)
Mn<SUP>2+</SUP>	[Mn+2]
30-hydroxyobtusifoliol	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(CO)(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
<i>N</i>,<i>N</i>-dihydroxyhomomethionine	CSCCC[C@@H](C([O-])=O)N(O)O
toluene	CC1(\C=C/C=C\C=1)
D-mannitol 1-phosphate	C([C@H]([C@H]([C@@H]([C@@H](COP([O-])([O-])=O)O)O)O)O)O
12,13-DiHOME	CCCCCC(O)C(O)C\C=C/CCCCCCCC(=O)[O-]
<i>N</i><sup>2</sup>-hydroxyguanosine 5'-monophosphate	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/N=C(NC(=O)C(\N=C/1)=2)/NO)))[C@H](O)[C@H](O)3)
1-18:3-2-18:3-monogalactosyldiacylglycerol	CC\C=C/C\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@H](CO)[C@H](O)[C@H](O)[C@@H](O)1))OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)=O
(8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate	C(OP([O-])(=O)OP([O-])(=O)OP([O-])(=O)[O-])[C@H]1(O[C@H]2(N3(C4(\N=C(N)/NC(=O)C(N[C@H]([C@](O)1[C@@H](O)2)3)=4))))
8-oxo-dGMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(NC(=O)1)=2)))C[C@H](O)3)
p-(bromoacetamido)phenyl uridyl pyrophosphate	C(Br)C(=O)NC3(\C=C/C(/OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)))=C\C=3)
L-rhamnono-1,4-lactone	C[C@@H]([C@H]1([C@H]([C@@H](O)C(O1)=O)O))O
cycloeucalenol	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C
(<i>E</i>)-&beta;-ocimene	C=CC(\C)=C/CC=C(C)C
dihydrosanguinarine	C2(C6(/C(C3(/C=C\C4(/C=C1(C(/OCO1)=C\C(C(\N(C)2)=3)=4))))=C/C=C5(C(\OCO5)=6)))
(9Z,12Z)-15,16-epoxyoctadeca-9,12-dienoate	CCC1(OC1C\C=C/C\C=C/CCCCCCCC(=O)[O-])
1-piperideine-2-carboxylate	C1(/N=C(CCC1)/C(=O)[O-])
methyl gibberellin A<sub>4</sub>	C=C3([C@@H]2(CC[C@H]4([C@]15(CC[C@@H]([C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O)O))))
scopolin	COC2(\C(\O[C@H]1([C@@H]([C@H]([C@H](O)[C@@H](CO)O1)O)O))=C/C3(OC(\C=C/C(/C=2)=3)=O))
glycerol	C(C(O)CO)O
&alpha;-D-galacturonosyl-(1&rarr;4)-&alpha;-D-galacturonate	C(=O)([O-])[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)O[C@@H]2([C@H](O)[C@@H](O)[C@@H](O)O[C@H](C(=O)[O-])2))
hydroxyferroheme <i>i</i>	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/C(O)O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
glycolaldehyde	C(O)C=O
&beta;-sitosterol 3-O-&beta;-D-glucoside	CC[C@@H](C(C)C)CC[C@@H](C)[C@H]4(CC[C@H]5([C@@H]3(C\C=C2(C[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))CC[C@@](C)2[C@H]3CC[C@](C)45))))
phosphatidylglycerolphosphate (1-oleoyl, 2-palmitoyl)	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])(=O)OC[C@@H](O)COP([O-])(=O)[O-])OC(=O)CCCCCCCCCCCCCCC
10',6-diapocarotene-10',6-dial	CC(/C=C/C=C(C)/C=C/C=O)=C\C=C\C=C(C)\C=C\C=O
methyl gibberellin A<sub>20</sub>	C=C3([C@@]2(CC[C@H]4([C@]15(CCC[C@@]([C@H]1[C@@H]([C@](C2)(C3)4)C(OC)=O)(C)C(O5)=O)))O)
menaquinone-1	CC(C)=CCC1(\C(=O)C2(\C(\C(=O)C(/C)=1)=C/C=C\C=2))
5,6-epoxy-3-hydroxy-9-apo-&beta;-caroten-9-one	CC(/C=C/C12(C(CC(CC1(O2)C)O)(C)C))=O
1,2-dihydro-&beta;-NADP	C1(\N(CC(/C(=O)N)=C\C=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))C(OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))
<i>ent</i>-kaurenol	C=C1([C@H]4(C[C@]3(C1)(CC[C@@H]2([C@](C)(CO)CCC[C@](C)2[C@@H]3CC4))))
a-lxyl-PEN-1:5	
iron(III)-biliverdine-IX &alpha;	C=CC7(\C5(\N([Fe]24([N+]1(/C(\C(/C)=C(C=C)/C(/O)=1)=C\C3(\C(/C)=C(CCC(=O)[O-])/C(/[N+]\2=3)=C/C6(/N4C(/C=5)=C(C)/C(\CCC(=O)[O-])=6)))))C(C(/C)=7)=O))
1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate	[C@@H]1(O)([C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])1)
cycloartenol	CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5(C(C)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5))))
(12<i>Z</i>)-9-hydroxy-10-oxo-octadec-12-enoate	CCCCC\C=C/CC(C(CCCCCCCC([O-])=O)O)=O
2-[(6'-methylsulfanyl)hexyl]malate	CSCCCCCCC(O)(CC([O-])=O)C(=O)[O-]
glyoxylate	C(C(=O)[O-])=O
diethyl thiosulfinate	CCSS(CC)=O
&gamma;-L-glutamyl-[(<i>S</i>)-allyl]-L-cysteine	C=CCSC[C@@H](C([O-])=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
gibberellin A<sub>36</sub>	C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)([C@@H](O)CC[C@@](C=O)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))
&alpha;-L-glucopyranose	C(O)[C@@H]1(O[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)1)
<i>trans</i>-aconitate	C([O-])(=O)/C=C(CC([O-])=O)/C([O-])=O
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-(E-octa-2-enoyl)-CoA	CC\C=C/C[C@H]1([C@H](CCC(=O)1)CCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-])=O)
thenoyl trifluoro acetone	C1(\C=C(C(=O)\C=C(C(F)(F)F)/[O-])/S\C=1)
9,9'-di-<i>cis</i>-&zeta;-carotene	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
benzylbenzoate	C(C1(\C=C/C=C\C=1))(=O)OCC2(\C=C/C=C\C=2)
&gamma;-tocotrienol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC[C@@]1(C)(OC2(\C(/CC1)=C/C(/O)=C(C)\C(/C)=2))
(-)-methyl jasmonate	CC\C=C/C[C@H]1(C(=O)CC[C@@H]1CC(OC)=O)
uridine-5'-diphosphate chloroacetol	C(Cl)C(=O)COP(=O)([O-])OP(=O)([O-])OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
<i>trans</i>-5-O-caffeoyl-D-quinate	C([O-])(=O)[C@]1(O)(C[C@@H](O)[C@@H](O)[C@@H](C1)OC(=O)/C=C/C2(/C=C(C(/O)=C\C=2)/O))
betaine aldehyde hydrate	C[N+](C)(CC(O)O)C
(<i>S</i>)-2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline	C([C@]1(O)(NC(=O)/N=C1/NC(N)=O))(=O)[O-]
&beta;-D-galactopyranose	C(O)[C@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1)
x-dman-HEX-1:4	
4&alpha;-hydroxymethyl,4&beta;,14&alpha;-dimethyl-9&beta;,19-cyclo-5&alpha;-ergost-24(24<sup>1</sup>)-en-3&beta;-ol	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](CO)(C)[C@@H](O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C
2,4-dinitrophenyl-S-glutathione	C(SC1(/C=C\C(\[N+]([O-])=O)=C/C(/[N+]([O-])=O)=1))[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
(<i>S</i>)-lactaldehyde	C[C@@H](C=O)O
linuron	CN(OC)C(=O)NC1(\C=C/C(/Cl)=C(/C=1)/Cl)
L,L-homocystine	C(C[C@@H](C([O-])=O)[NH3+])SSCC[C@@H](C([O-])=O)[NH3+]
D-serine	C(O)[C@@H]([NH3+])C(=O)[O-]
1-(5-phospho-&beta;-D-ribosyl)-AMP	C(OP([O-])(=O)[O-])[C@H]4(O[C@@H](N1(C(C2(\N=C/N(C(\N=C/1)=2)[C@@H]3(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)3)))=N))[C@H](O)[C@@H]4O)
docosanoyl-CoA	CCCCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
&alpha;-cryptoxanthin	CC(/C=C/C=C(C)/C=C/C1(/[C@](C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2([C@@](C)(C)C[C@@H](\C=C(C)/2)O)
hexulose 6-phosphate	C(O)C(O)C(=O)C(O)C(O)COP([O-])([O-])=O
(<i>Z</i>)-6'-hydroxyferulate	COC1(\C(\O)=C/C(O)=C(\C=C/C([O-])=O)/C=1)
L-serine	C(O)[C@H]([NH3+])C(=O)[O-]
9-<i>cis</i>-&beta;-carotene	CC(/C=C/C=C(C)\C=C\C1(\[C@](C)(C)CCCC(/C)=1))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\[C@@](CCCC(/C)=2)(C)C)
4&alpha;-formyl-ergosta-7,24(24<sup>1</sup>)-dien-3&beta;-ol	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))=C
(<i>Z</i>)-3-ureidoacrylate	C(\NC(N)=O)=C\C(=O)[O-]
x-dglc-HEX-1:5	
P<sup>1</sup>,P<sup>4</sup>-<i>bis</i>(5'-guanosyl) tetraphosphate	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](N4(C5(\N=C(N)/NC(=O)C(\N=C/4)=5)))[C@H](O)[C@H](O)6)
(22S)-22-hydroxy-sitosterol	CC[C@@H](C(C)C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
NADPH	C1(\N(/C=C(C\C=1)/C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](N3(C4(\C(\N=C/3)=C(N)/N=C\N=4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))
1,3,5-trimethoxybenzene	COC1(\C=C(/C=C(/C=1)/OC)\OC)
16-epivellosimine	C/C=C5([C@@H]1([C@@H](C=O)[C@H]2(N([C@@H](C1)C3(\NC4(/C=C\C=C/C(/C(\C2)=3)=4)))C5)))
dTDP-3-<i>N,N</i>-dimethylamino-4-oxo-2,3,6-trideoxy-&alpha;-D-glucose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@H]2(O[C@H](C)C(=O)[C@H]([NH+](C)C)C2))(=O)[O-])O3))=O)
2,5-dihydroxypyridine	C1(\C(\O)=C/C=C(\N=1)/O)
3-deoxy-D-glycero-&beta;-D-galacto-nonulosonate	C(O)[C@@H](O)[C@H]([C@@H]1(O[C@@](C([O-])=O)(O)C[C@@H]([C@H]1O)O))O
4-aminobutanal	C(C[NH3+])CC=O
3,4,-dihydroxybutylphosphonate	C(P(O)(=O)[O-])CC(O)CO
1,2-di-O-sinapoyl-&beta;-D-glucose	COC1(\C(\O)=C(C=C(/C=1)/C=C/C(O[C@H]3([C@H](OC(/C=C/C2(/C=C(C(\O)=C(C=2)\OC)/OC))=O)O[C@H](CO)[C@H]([C@@H]3O)O))=O)\OC)
D-arabinono-1,4-lactone	C(O)[C@H]1(OC(=O)[C@@H](O)[C@H](O)1)
glycerophosphoglycerol	C(C(COP(OCC(CO)O)([O-])=O)O)O
syringetin	COC1(/C=C(/C=C(C(\O)=1)/OC)/C2(/OC3(/C=C(/C=C(C(\C(=O)C(/[O-])=2)=3)/O)/O)))
(8<i>E</i>)-4-hydroxy-sphing-8-enine	CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@@H]([NH3+])CO
diethyldithiocarbamate	CCN(CC)C(=S)[S-]
selenodiglutathione	C(S[Se]SC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
propane	CCC
1,4-bis-{[N-(1-imino-1-guanidino-methyl)]sulfanylmethyl}-3,6-dimethyl-benzene	CC1(/C=C(C(/C)=C/C(/CSC(NC(N)=[NH2+])=[NH2+])=1)/CSC(NC(N)=[NH2+])=[NH2+])
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C14:1)	CCCCCC/C=C/CCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
5-hydroxyxanthotoxin	COC2(/C3(/OC(\C=C/C(/C(/O)=C1(\C=C/OC\1=2))=3)=O))
gibberellin A<sub>12</sub>	C=C1([C@H]2(C[C@]3(C1)([C@H]([C@@H]4([C@@](C)(CCC[C@@](C)([C@@H](CC2)3)4)C([O-])=O))C([O-])=O)))
5-hydroxymethyluracil	C1(\NC(NC(C(/CO)=1)=O)=O)
<i>S</i>-(hydroxymethyl)glutathione	C(NC(=O)[C@H](CSCO)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
5-bromo-dCTP	C(OP(OP(=O)([O-])OP(=O)([O-])[O-])(=O)[O-])[C@@H]2([C@H](C[C@H](N1(/C=C(C(/N)=N\C1=O)/Br))O2)O)
pyrimidin-2-one-ribonucleoside	C2(\C=C/N([C@@H]1(O[C@H](CO)[C@@H](O)[C@@H](O)1))C(=O)\N=2)
6&alpha;-hydroxy-6-deoxocastasterone	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C[C@H](O)[C@H]1(C[C@H](O)[C@H](O)C[C@@](C)1[C@H]2CC[C@](C)34))))
4-hydroxybutylglucosinolate	C(O)CCCC(\S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]
3-dehydroteasterone	CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
1-oleoyl-2-linoleoyl-phosphatidylcholine	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/C\C=C/CCCCC)COP([O-])(=O)OCC[N+](C)(C)C)=O
MoO<sub>2</sub>-molybdopterin cofactor	C(OP([O-])(=O)[O-])[C@@H]1(C4(\S[Mo](=O)(=O)SC(/[C@H]2([C@@H](O1)NC3(/N=C(N)\NC(=O)C(/N2)=3)))=4))
18-oxo-oleate	C(=O)CCCCCCC\C=C/CCCCCCCC(=O)[O-]
<i>N</i>,<i>N</i>-dihydroxy-L-dihomomethionine	CSCCCC[C@H](N(O)O)C(=O)[O-]
(indol-3-yl)acetyl-L-aspartate	C(CC1(\C2(/C=C\C=C/C(/N\C=1)=2)))(N[C@H](C(=O)[O-])CC([O-])=O)=O
adenosine	C(O)[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
1-(&beta;-D ribofuranosyl)nicotinamide	C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[N+]2(\C=C/C=C(/C=2)/C(=O)N))
1-(methylsulfanyl)-4-<i>aci</i>-nitrobutane	CSCCCC=[N+](O)[O-]
9,10-12,13-diepoxyoctadecanoate	CCCCCC2(OC(CC1(OC(CCCCCCCC(=O)[O-])1))2)
benzyladenine-7-<i>N</i>-glucoside	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)N3(C4(C(/NCC2(\C=C/C=C\C=2))=N\C=N/C(\N=C/3)=4))))O
hamamelose	C(O)[C@@H]1([C@H]([C@@](CO)(O)[C@H](O)O1)O)
<i>trans</i>-caffeate	C([O-])(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O)
(<i>S</i>)-3-hydroxydecanoyl-CoA	CCCCCCC[C@@H](CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)O
(<i>S</i>)-ureidoglycine	[C@H](NC(N)=O)([NH3+])C(=O)[O-]
&alpha;-difluoromethylarginine	C(NC(N)=[NH2+])CCC(C(F)F)(N)C([O-])=O
6-deoxy-D-allose	C[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O)C(O)O1)
3''-<i>O</i>-acetyl-ADP-ribose	CC(O[C@@H]4([C@@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])OC(O)[C@H](O)4))=O
kaempferol 3-<i>O</i>-&beta;-<i>D</i>-glucosyl-(1->2)-&beta;-D-glucoside	C5(\C(\C3(\OC4(/C=C(/C=C(C(\C(C(/O[C@H]1([C@@H]([C@H]([C@H](O)[C@H](O1)CO)O)O[C@H]2([C@@H]([C@H]([C@H](O)[C@H](O2)CO)O)O)))=3)=O)=4)/O)/[O-])))=C/C=C(\C=5)/O)
1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C(OP([O-])(=O)[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
glucoberteroin	CSCCCCCC(\S[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)1))=N\OS(=O)(=O)[O-]
triferuloyl spermidine	COC1(\C(\O)=C/C=C(/C=1)/C=C/C(=O)NCCCN(C(/C=C/C2(/C=C(C(/O)=C\C=2)/OC))=O)CCCCNC(=O)/C=C/C3(/C=C(C(/O)=C\C=3)/OC))
(3E)-2-oxopent-3-enoate	C/C=C/C(=O)C(=O)[O-]
2-phenylethanol	C1(\C=C/C(\CCO)=C\C=1)
2-hydroxymalonate	C([O-])(=O)C(O)C([O-])=O
(<i>S</i>)-methylmalonate-semialdehyde	C[C@@H](C=O)C(=O)[O-]
cycloeucalenone	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)C(=O)CC[C@@]2(C[C@@]12CC[C@](C)34)5)))))=C
phenylmethanesulfenate	C(SO)C1(\C=C/C=C\C=1)
<i>N</i><sup>1</sup>-acetylspermine	CC(=O)NCCC[NH2+]CCCC[NH2+]CCC[NH3+]
4-hydroxybutanoate	C(CCC([O-])=O)O
(22<i>S</i>)-22-hydroxy-5&alpha;-campestan-3-one	CC(C)[C@H](C)C[C@H](O)[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
indole-3-carbinol	C(O)C1(\C2(/C=C\C=C/C(/N/C=1)=2))
7&beta;-hydroxythalianol	CC(C)=CCCC(\C)=C/CC[C@@H](C)[C@@]1(C)(CCC2(\[C@]3(C)([C@@H](C[C@H](O)C\1=2)C(C)(C)[C@@H](O)CC3)))
D-<i>myo</i>-inositol (1,2,6) trisphosphate	[C@H]1(O)([C@H](O)[C@@H](OP([O-])(=O)[O-])[C@H](OP([O-])([O-])=O)[C@H](OP([O-])([O-])=O)[C@H](O)1)
sphinganine 1-phosphate	CCCCCCCCCCCCCCC[C@H]([C@H](COP([O-])(=O)[O-])[NH3+])O
<i>sn</i>-glycerol 3-phosphate	C(OP([O-])(=O)[O-])[C@H](O)CO
tetranitromethane	C([N+]([O-])=O)([N+]([O-])=O)([N+](=O)[O-])[N+]([O-])=O
(2<i>S</i>)-naringenin	C3(/C=C(\C=C/C(/[C@H]1(OC2(\C(\C(C1)=O)=C(/C=C(/C=2)/O)\O)))=3)/O)
(+)-7-<i>epi</i>-12-oxojasmonoyl-L-isoleucine	CC[C@H](C)[C@H](NC(=O)C[C@H]1(CCC(=O)[C@@H](C\C=C/CC=O)1))C([O-])=O
thiamine diphosphate	CC2(\[N+](/CC1(\C(\N)=N/C(\C)=N\C=1))=C/SC(/CCOP([O-])(=O)OP([O-])(=O)[O-])=2)
6-oxocampestanol	CC(C)[C@H](C)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC(=O)[C@H]1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
<i>N</i>-acetyl-L-glutamate 5-semialdehyde	CC(=O)N[C@H](C([O-])=O)CCC=O
