Reaction	EC-Number	In-Pathway	Substrates
CMP + H2O  ->  cytidine + phosphate	EC-3.1.3.91 // EC-3.1.3.5	UTP and CTP dephosphorylation I	H<sub>2</sub>O // CMP // cytidine // phosphate
a (2R,3R)-flavan-3-ol-3'-O-glucoside + a (2R,3S)-flavan-3-ol-3'-O-glucoside + dioxygen  ->  a proanthocyanidin + 2 beta-D-glucopyranose + 2 H2O		proanthocyanidins biosynthesis from flavanols	dioxygen // a (2<i>R</i>,3<i>S</i>)-flavan-3-ol-3'-<i>O</i>-glucoside // a (2<i>R</i>,3<i>R</i>)-flavan-3-ol-3'-<i>O</i>-glucoside // a proanthocyanidin // H<sub>2</sub>O // &beta;-D-glucopyranose
2 a 1,2-diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol  ->  a 1,2-diacyl-sn-glycerol + a 1,2-diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol	EC-2.4.1.184	galactolipid biosynthesis I	a 1,2-diacyl-3-O-(&beta;-D-galactopyranosyl)-<i>sn</i>-glycerol // a 1,2-diacyl-<i>sn</i>-glycerol // a 1,2-diacyl-3-O-[&beta;-D-galactosyl-(1&rarr;6)-&beta;-D-galactosyl]-<i>sn</i>-glycerol
(S)-2-acetolactate + an oxidized electron carrier + H+  ->  diacetyl + CO2 + a reduced two electron carrier			H<SUP>+</SUP> // an oxidized electron carrier // (<i>S</i>)-2-acetolactate // diacetyl // CO<SUB>2</SUB> // a reduced two electron carrier
gibberellin A12 + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  gibberellin A53 + an oxidized [NADPH-hemoprotein reductase] + H2O	EC-1.14.14	gibberellin biosynthesis III (early C-13 hydroxylation)	dioxygen // a reduced [NADPH-hemoprotein reductase] // gibberellin A<sub>12</sub> // gibberellin A<sub>53</sub> // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
CDP-N-methylethanolamine + a 1,2-diacyl-sn-glycerol  ->  a phosphatidyl-N-methylethanolamine + CMP + H+	EC-2.7.8	phosphatidylcholine biosynthesis III	a 1,2-diacyl-<i>sn</i>-glycerol // CDP-N-methylethanolamine // a phosphatidyl-<i>N</i>-methylethanolamine // CMP // H<SUP>+</SUP>
a 1-acyl-2-oleoyl-sn-glycero-3-phosphocholine + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  a 1-acyl-2-ricinoleoyl-sn-glycero-3-phosphocholine + 2 a ferricytochrome b5 + H2O	EC-1.14.18.4	ricinoleate biosynthesis	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // a 1-acyl-2-oleoyl-<i>sn</i>-glycero-3-phosphocholine // a 1-acyl-2-ricinoleoyl-<i>sn</i>-glycero-3-phosphocholine // H<sub>2</sub>O // a ferricytochrome <i>b<sub>5</sub></i>
UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-alpha-D-glucosamine + H2O  ->  UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine + acetate	EC-3.5.1.108	lipid IV<sub>A</sub> biosynthesis	H<sub>2</sub>O // UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine // UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-&alpha;-D-glucosamine // acetate
7,8-dihydroneopterin 3'-triphosphate + H2O  ->  7,8-dihydroneopterin 3'-phosphate + diphosphate + H+	EC-3.6.1.67	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	H<sub>2</sub>O // 7,8-dihydroneopterin 3'-triphosphate // H<SUP>+</SUP> // 7,8-dihydroneopterin 3'-phosphate // diphosphate
oxaloacetate + acetyl-CoA + H2O  ->  citrate + coenzyme A + H+	EC-2.3.3.3 // EC-2.3.3.16 // EC-2.3.3.1	L-glutamine biosynthesis III // TCA cycle II (plants and fungi) // glyoxylate cycle	H<sub>2</sub>O // acetyl-CoA // oxaloacetate // H<SUP>+</SUP> // citrate // coenzyme A
campesterol  ->  campest-4-en-3beta-ol	EC-5.3.3.1	brassinolide biosynthesis II // brassinolide biosynthesis I	campesterol // campest-4-en-3&beta;-ol
2 methaneselenol + an oxidized electron carrier  ->  dimethyl diselenide + a reduced two electron carrier		seleno-amino acid detoxification and volatilization III	an oxidized electron carrier // methaneselenol // dimethyl diselenide // a reduced two electron carrier
Se-methyl-L-selenocysteine + H2O  ->  methaneselenol + pyruvate + ammonium	EC-4.4.1.11	seleno-amino acid detoxification and volatilization III	H<sub>2</sub>O // <i>Se</i>-methyl-L-selenocysteine // methaneselenol // pyruvate // ammonium
verbascose + galactinol  ->  ajugose + myo-inositol	EC-2.4.1	ajugose biosynthesis I (galactinol-dependent)	galactinol // verbascose // ajugose // <I>myo</I>-inositol
L-ornithine + carbamoyl phosphate  <-->  L-citrulline + phosphate + H+	EC-2.1.3.3	ornithine-citrulline shuttle	carbamoyl phosphate // L-ornithine // H<SUP>+</SUP> // L-citrulline // phosphate
D-mannitol + NAD+  =  aldehydo-D-mannose + NADH + H+	EC-1.1.1.255		D-mannitol // NAD<sup>+</sup> // <i>aldehydo</i>-D-mannose // H<SUP>+</SUP> // NADH
2 a [biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine  ->  a [biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine		biotin-carboxyl carrier protein assembly	a [biotin carboxyl-carrier protein]-<i>N</i><sup>6</sup>-biotinyl-L-lysine // a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine
S-adenosyl-L-methionine + L-selenocysteine  ->  Se-methyl-L-selenocysteine + S-adenosyl-L-homocysteine + H+	EC-2.1.1.280	seleno-amino acid detoxification and volatilization III	L-selenocysteine // <i>S</i>-adenosyl-L-methionine // <i>Se</i>-methyl-L-selenocysteine // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
(Z)-3-ureidoacrylate + H2O + H+  ->  (Z)-3-aminoacrylate + CO2 + ammonium	EC-3.5.1.110		H<SUP>+</SUP> // H<sub>2</sub>O // (<i>Z</i>)-3-ureidoacrylate // (<i>Z</i>)-3-aminoacrylate // CO<SUB>2</SUB> // ammonium
<i>ent</i>-7&alpha;-hydroxykaur-16-en-19-oate monooxygenase		ent-kaur-16-en-19-oate + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  gibberellin A12 + 3 an oxidized [NADPH-hemoprotein reductase] + 4 H2O + H+ // GA<sub>12</sub> biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // <i>ent</i>-7&alpha;-hydroxykaur-16-en-19-oate // gibberellin A<sub>12</sub>-aldehyde // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
L-ascorbate + 1-aminocyclopropane-1-carboxylate + dioxygen  ->  ethene + dehydroascorbate + hydrogen cyanide + CO2 + 2 H2O	EC-1.14.17.4	ethylene biosynthesis I (plants)	dioxygen // 1-aminocyclopropane-1-carboxylate // L-ascorbate // H<sub>2</sub>O // ethene // dehydroascorbate // hydrogen cyanide // CO<SUB>2</SUB>
beta-D-glucopyranosyl abscisate + H2O  ->  2-cis-abscisate + D-glucopyranose + H+	EC-3.2.1.175	abscisic acid degradation by glucosylation	H<sub>2</sub>O // &beta;-D-glucopyranosyl abscisate // 2-<i>cis</i>-abscisate // D-glucopyranose // H<SUP>+</SUP>
UDP-alpha-D-glucose + a (Z)-omega-(methylsulfanyl)alkyl-thiohydroximate  ->  a (Z)-S-glucosyl-N-hydroxy-omega-(methylsulfanyl)alkimidothioate + UDP + H+	EC-2.4.1.195		a (<i>Z</i>)-&omega;-(methylsulfanyl)alkyl-thiohydroximate // UDP-&alpha;-D-glucose // a (<i>Z</i>)-<i>S</i>-glucosyl-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)alkimidothioate // UDP // H<SUP>+</SUP>
1-18:2-2-18:3-monogalactosyldiacylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:3-2-18:3-monogalactosyldiacylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.35	glycolipid desaturation	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // 1-18:2-2-18:3-monogalactosyldiacylglycerol // 1-18:3-2-18:3-monogalactosyldiacylglycerol // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
(2R,3S,4S)-leucopelargonidin + 2-oxoglutarate + dioxygen  ->  (4S)-2,3-dehydroleucopelargonidin + succinate + CO2 + H2O + 2 H+	EC-1.14.20.4	anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside)	dioxygen // 2-oxoglutarate // (2<i>R</i>,3<i>S</i>,4<i>S</i>)-leucopelargonidin // (4<i>S</i>)-2,3-dehydroleucopelargonidin // succinate // CO<SUB>2</SUB> // H<sub>2</sub>O // H<SUP>+</SUP>
glutathione + RX  ->  a glutathione-S-conjugate + HX	EC-2.5.1.18	glutathione-mediated detoxification II	RX // glutathione // a glutathione-<i>S</i>-conjugate // HX
3'-phosphoadenylyl-sulfate + an aliphatic desulfoglucosinolate  ->  adenosine 3',5'-bisphosphate + an aliphatic glucosinolate + H+	EC-2.8.2.38		an aliphatic desulfoglucosinolate // 3'-phosphoadenylyl-sulfate // adenosine 3',5'-bisphosphate // an aliphatic glucosinolate // H<SUP>+</SUP>
triferuloyl spermidine + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  trihydroxyferuloyl spermidine + 3 an oxidized [NADPH-hemoprotein reductase] + 3 H2O	EC-1.14.14	spermidine hydroxycinnamic acid conjugates biosynthesis	a reduced [NADPH-hemoprotein reductase] // dioxygen // triferuloyl spermidine // trihydroxyferuloyl spermidine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase]
2-hydroxy-2-(1H-indol-3-yl)acetonitrile  ->  dehydro(indole-3-yl)acetonitrile + H2O		camalexin biosynthesis	2-hydroxy-2-(1H-indol-3-yl)acetonitrile // dehydro(indole-3-yl)acetonitrile // H<sub>2</sub>O
(3R)-3-hydroxybutanoyl-CoA  <-->  crotonyl-CoA + H2O	EC-4.2.1.55		(3<i>R</i>)-3-hydroxybutanoyl-CoA // H<sub>2</sub>O // crotonyl-CoA
L-arogenate + H+  ->  CO2 + L-phenylalanine + H2O	EC-4.2.1.91	L-phenylalanine biosynthesis II	L-arogenate // H<SUP>+</SUP> // CO<SUB>2</SUB> // H<sub>2</sub>O // L-phenylalanine
(Z)-1-(L-cystein-S-yl)-N-hydroxy-omega-(methylsulfanyl)nonan-1-imine + H2O  ->  (Z)-omega-(methylsulfanyl)nonyl-thiohydroximate + pyruvate + ammonium	EC-4.4.1.13	glucosinolate biosynthesis from hexahomomethionine	H<sub>2</sub>O // (<i>Z</i>)-1-(L-cystein-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)nonan-1-imine // (<i>Z</i>)-&omega;-(methylsulfanyl)nonyl-thiohydroximate // pyruvate // ammonium
4-amino-2,6-dinitrotoluene 4-<i>N</i>-glucosyltransferase	EC-2.4.1	2,4,6-trinitrotoluene degradation	4-amino-2,6-dinitrotoluene // UDP-&alpha;-D-glucose // 4-amino-2,6-dinitrotoluene glucoside // UDP // H<SUP>+</SUP>
an S-sulfanyl-[L-cysteine desulfurase] + a [disordered-form [Fe-S] cluster scaffold protein]  ->  an S-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex		[2Fe-2S] iron-sulfur cluster biosynthesis	a [disordered-form [Fe-S] cluster scaffold protein] // an <i>S</i>-sulfanyl-[L-cysteine desulfurase] // an <i>S</i>-sulfanyl-[cysteine desulfurase]-[disordered-form scaffold protein] complex
3-hydroxypropanoate + NAD+  <-->  3-oxopropanoate + NADH + H+	EC-1.1.1.59	&beta;-alanine biosynthesis II	NAD<sup>+</sup> // 3-hydroxypropanoate // 3-oxopropanoate // NADH // H<SUP>+</SUP>
1-(1H-indol-3-yl)-2-aci-nitroethane + glutathione  ->  (Z)-1-(glutathion-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine + H2O		glucosinolate biosynthesis from tryptophan // (E)-(indol-3-yl)acetaldehyde oxime + glutathione + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (Z)-1-(glutathion-S-yl)-N-hydroxy-2-(1H-indol-3-yl)ethan-1-imine + an oxidized [NADPH-hemoprotein reductase] + 2 H2O	glutathione // 1-(1<i>H</i>-indol-3-yl)-2-<i>aci</i>-nitroethane // (<i>Z</i>)-1-(glutathion-<i>S</i>-yl)-<i>N</i>-hydroxy-2-(1<i>H</i>-indol-3-yl)ethan-1-imine // H<sub>2</sub>O
ATP + L-aspartate + ammonia  ->  AMP + L-asparagine + diphosphate		L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+	ammonia // L-aspartate // ATP // diphosphate // AMP // L-asparagine
beta-carotene  ->  9-cis-beta-carotene	EC-5.2.1.14	5-deoxystrigol biosynthesis	&beta;-carotene // 9-<i>cis</i>-&beta;-carotene
1D-myo-inositol (1,2,3,4,6)-pentakisphosphate + ATP  ->  phytate + ADP + H+	EC-2.7.1.140	lipid-dependent phytate biosynthesis II (via Ins(1,3,4)P<sub>3</sub>)	ATP // 1D-<i>myo</i>-inositol (1,2,3,4,6)-penta<i>kis</i>phosphate // H<SUP>+</SUP> // phytate // ADP
L-selenocystathionine  ->  2-aminoprop-2-enoate + seleno-L-homocysteine		L-selenocystathionine + H2O  ->  ammonium + pyruvate + seleno-L-homocysteine	L-selenocystathionine // 2-aminoprop-2-enoate // seleno-L-homocysteine
18-hydroxystearate + ATP + coenzyme A  ->  18-hydroxystearoyl-CoA + AMP + diphosphate	EC-6.2.1.3	sporopollenin precursors biosynthesis	ATP // coenzyme A // 18-hydroxystearate // 18-hydroxystearoyl-CoA // diphosphate // AMP
(2S)-2-isopropyl-3-oxosuccinate + H+  ->  4-methyl-2-oxopentanoate + CO2		(2R,3S)-3-isopropylmalate + NAD+  ->  4-methyl-2-oxopentanoate + CO2 + NADH // L-leucine biosynthesis	(2<i>S</i>)-2-isopropyl-3-oxosuccinate // H<SUP>+</SUP> // 4-methyl-2-oxopentanoate // CO<SUB>2</SUB>
1-alpha-linolenoyl-2-oleoyl-phosphatidylcholine + 2 a ferrocytochrome b5 + dioxygen + 2 H+  ->  1-alpha-linolenoyl-2-linoleoyl-phosphatidylcholine + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.22	phospholipid desaturation	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // dioxygen // 1-&alpha;-linolenoyl-2-oleoyl-phosphatidylcholine // 1-&alpha;-linolenoyl-2-linoleoyl-phosphatidylcholine // H<sub>2</sub>O // a ferricytochrome <i>b<sub>5</sub></i>
(S)-cis-N-methylstylopine + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  protopine + an oxidized [NADPH-hemoprotein reductase] + H2O + H+	EC-1.14.14	sanguinarine and macarpine biosynthesis	a reduced [NADPH-hemoprotein reductase] // dioxygen // (<i>S</i>)-<i>cis</i>-<i>N</i>-methylstylopine // protopine // H<sub>2</sub>O // an oxidized [NADPH-hemoprotein reductase] // H<SUP>+</SUP>
cichoriin transglucosylase (6-<i>O</i>-glucosyltransferase activity)	EC-2.4.1	superpathway of scopolin and esculin biosynthesis	H<sub>2</sub>O // esculin // esculetin // D-glucopyranose
scopolin + H2O  ->  scopoletin + D-glucopyranose	EC-3.2.1.21		scopolin // H<sub>2</sub>O // scopoletin // D-glucopyranose
(Z)-but-2-enal + NADPH + H+  ->  1-butanal + NADP+	EC-1.3.1	detoxification of reactive carbonyls in chloroplasts	H<SUP>+</SUP> // NADPH // (<i>Z</i>)-but-2-enal // 1-butanal // NADP<sup>+</sup>
17-O-acetylajmaline + H2O  =  ajmaline + acetate + H+	EC-3.1.1.80		H<sub>2</sub>O // 17-<i>O</i>-acetylajmaline // ajmaline // acetate // H<SUP>+</SUP>
palmitate + ATP + coenzyme A  ->  palmitoyl-CoA + AMP + diphosphate	EC-6.2.1.3	palmitate biosynthesis II (bacteria and plants)	ATP // coenzyme A // palmitate // palmitoyl-CoA // diphosphate // AMP
(1,4-alpha-D-glucosyl)(n) + H2O  ->  (1,4-alpha-D-glucosyl)(n-1) + D-glucopyranose	EC-3.2.1.20		H<sub>2</sub>O // a (1&rarr;4)-&alpha;-D-glucan // D-glucopyranose
1-oleoyl-2-palmitoyl-phosphatidylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-linoleoyl-2-palmitoyl-phosphatidylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.23	phospholipid desaturation	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // 1-oleoyl-2-palmitoyl-phosphatidylglycerol // 1-linoleoyl-2-palmitoyl-phosphatidylglycerol // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
an oxidized plastocyanin[in] + a reduced ferredoxin [iron-sulfur] cluster[out]  <-  hnu + a reduced plastocyanin[in] + an oxidized ferredoxin [iron-sulfur] cluster[out]	EC-1.97.1.12	cyclic electron flow // photosynthesis light reactions	a reduced ferredoxin [iron-sulfur] cluster // an oxidized plastocyanin // h&nu; // a reduced plastocyanin // an oxidized ferredoxin [iron-sulfur] cluster
3-phospho-D-glycerate + H2O  ->  D-glycerate + phosphate	EC-3.1.3.38	L-serine biosynthesis II	3-phospho-D-glycerate // H<sub>2</sub>O // D-glycerate // phosphate
desulfoglucobrassicin + 3'-phosphoadenylyl-sulfate  ->  adenosine 3',5'-bisphosphate + glucobrassicin + H+	EC-2.8.2.24	glucosinolate biosynthesis from tryptophan	3'-phosphoadenylyl-sulfate // desulfoglucobrassicin // adenosine 3',5'-bisphosphate // H<SUP>+</SUP> // glucobrassicin
ATP + protoporphyrin IX + Mg2+ + H2O  ->  Mg-protoporphyrin + ADP + phosphate + 3 H+	EC-6.6.1.1	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent)	H<sub>2</sub>O // Mg<SUP>2+</SUP> // protoporphyrin IX // ATP // H<SUP>+</SUP> // Mg-protoporphyrin // phosphate // ADP
histidinal + NAD+ + H2O  ->  L-histidine + NADH + 2 H+		histidinol + 2 NAD+ + H2O  ->  L-histidine + 2 NADH + 3 H+ // L-histidine biosynthesis	H<sub>2</sub>O // NAD<sup>+</sup> // histidinal // H<SUP>+</SUP> // L-histidine // NADH
ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  L-glutamate + AMP + NAD+ + diphosphate + H+	EC-6.3.5.1	NAD salvage pathway V (PNC V cycle) // pyridine nucleotide cycling (plants) // NAD <i>de novo</i> biosynthesis I (from aspartate)	H<sub>2</sub>O // L-glutamine // nicotinate adenine dinucleotide // ATP // H<SUP>+</SUP> // L-glutamate // AMP // diphosphate // NAD<sup>+</sup>
tricoumaroyl spermidine + 3 a reduced [NADPH-hemoprotein reductase] + 3 dioxygen  ->  tricaffeoyl spermidine + 3 an oxidized [NADPH-hemoprotein reductase] + 3 H2O	EC-1.14.14	spermidine hydroxycinnamic acid conjugates biosynthesis	dioxygen // a reduced [NADPH-hemoprotein reductase] // tricoumaroyl spermidine // tricaffeoyl spermidine // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
adenosine 5'-phosphosulfate + ATP  ->  3'-phosphoadenylyl-sulfate + ADP + H+	EC-2.7.1.25	sulfate activation for sulfonation	ATP // adenosine 5'-phosphosulfate // H<SUP>+</SUP> // 3'-phosphoadenylyl-sulfate // ADP
1,6-dihydro-beta-NADP + H+ + dioxygen  =  hydrogen peroxide + NADP+	EC-1.6.3.5		dioxygen // H<SUP>+</SUP> // 1,6-dihydro-&beta;-NADP // NADP<sup>+</sup> // hydrogen peroxide
9-cis-violaxanthin + dioxygen  ->  2-cis,4-trans-xanthoxin + (3S,5R,6S)-5,6-epoxy-3-hydroxy-5,6-dihydro-12'-apo-beta-caroten-12'-al	EC-1.13.11.51		dioxygen // 9-<i>cis</i>-violaxanthin // 2-<i>cis</i>,4-<i>trans</i>-xanthoxin // (3<i>S</i>,5<i>R</i>,6<i>S</i>)-5,6-epoxy-3-hydroxy-5,6-dihydro-12'-apo-&beta;-caroten-12'-al
an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine + a [molybdopterin synthase sulfurtransferase]-L-cysteine  ->  an [L-cysteine desulfurase]-L-cysteine + a [molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine		L-cysteine + a [molybdopterin synthase sulfurtransferase]-L-cysteine  ->  L-alanine + a [molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine	a [molybdopterin synthase sulfurtransferase]-L-cysteine // an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine // an [L-cysteine desulfurase]-L-cysteine // a [molybdopterin synthase sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine
ADP-alpha-D-glucose + H2O  =  AMP + alpha-D-glucopyranose 1-phosphate + 2 H+			H<sub>2</sub>O // ADP-&alpha;-D-glucose // AMP // &alpha;-D-glucopyranose 1-phosphate // H<SUP>+</SUP>
S-methyl-L-methionine + L-homocysteine  ->  2 L-methionine + H+	EC-2.1.1.10	S-methyl-L-methionine cycle	L-homocysteine // <i>S</i>-methyl-L-methionine // H<SUP>+</SUP> // L-methionine
D-glucarate + trans-5-O-caffeoyl-D-quinate  ->  2-O-caffeoylglucarate + L-quinate	EC-2.3.1.98	caffeoylglucarate biosynthesis	<i>trans</i>-5-O-caffeoyl-D-quinate // D-glucarate // 2-O-caffeoylglucarate // L-quinate
16-hydroxypalmitate + NADP+  ->  16-oxo-palmitate + NADPH + H+	EC-1.1.1	cutin biosynthesis	NADP<sup>+</sup> // 16-hydroxypalmitate // H<SUP>+</SUP> // 16-oxo-palmitate // NADPH
(indol-3-yl)acetonitrile + 2 H2O  ->  ammonium + (indol-3-yl)acetate	EC-3.5.5.1	indole-3-acetate biosynthesis II // indole glucosinolate activation (herbivore attack)	H<sub>2</sub>O // (indol-3-yl)acetonitrile // ammonium // (indol-3-yl)acetate
an isoflavone + UDP-alpha-D-glucose  ->  an isoflavone-7-O-beta-D-glucoside + UDP	EC-2.4.1.170		UDP-&alpha;-D-glucose // an isoflavone // an isoflavone-7-O-&beta;-D-glucoside // UDP
L-arogenate + 2-oxoglutarate  <-->  prephenate + L-glutamate	EC-2.6.1.79	L-tyrosine biosynthesis II // L-phenylalanine biosynthesis II	2-oxoglutarate // L-arogenate // prephenate // L-glutamate
a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + H2O  ->  acetate + 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	EC-3.5.1.89		H<sub>2</sub>O // a 6-(<i>N</i>-acetyl-&alpha;-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol // acetate // 6-(&alpha;-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol
N-acetyl-L-glutamate + ATP  ->  N-acetylglutamyl-phosphate + ADP	EC-2.7.2.8	L-ornithine biosynthesis I // L-arginine biosynthesis II (acetyl cycle)	ATP // <i>N</i>-acetyl-L-glutamate // <i>N</i>-acetylglutamyl-phosphate // ADP
(Z)-1-(L-cystein-S-yl)-N-hydroxy-omega-(methylsulfanyl)heptan-1-imine + H2O  ->  (Z)-omega-(methylsulfanyl)heptyl-thiohydroximate + pyruvate + ammonium	EC-4.4.1.13	glucosinolate biosynthesis from tetrahomomethionine	H<sub>2</sub>O // (<i>Z</i>)-1-(L-cystein-<i>S</i>-yl)-<i>N</i>-hydroxy-&omega;-(methylsulfanyl)heptan-1-imine // (<i>Z</i>)-&omega;-(methylsulfanyl)heptyl-thiohydroximate // pyruvate // ammonium
UDP-alpha-D-glucose + 7-deoxyloganetin  ->  UDP + 7-deoxyloganin + H+	EC-2.4.1.324		7-deoxyloganetin // UDP-&alpha;-D-glucose // UDP // 7-deoxyloganin // H<SUP>+</SUP>
oleate + ATP + coenzyme A  ->  oleoyl-CoA + AMP + diphosphate	EC-6.2.1.3	oleate biosynthesis I (plants)	ATP // coenzyme A // oleate // oleoyl-CoA // AMP // diphosphate
dTMP + ATP  ->  ADP + dTDP	EC-2.7.4.12 // EC-2.7.4.13 // EC-2.7.4.9	superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>) // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II // pyrimidine deoxyribonucleotide phosphorylation // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	ATP // dTMP // ADP // dTDP
L-selenocysteine + O-phospho-L-homoserine  ->  L-selenocystathionine + phosphate	EC-2.5.1	seleno-amino acid biosynthesis (plants)	O-phospho-L-homoserine // L-selenocysteine // phosphate // L-selenocystathionine
succinate + ATP + coenzyme A  <-->  succinyl-CoA + ADP + phosphate	EC-6.2.1.5	TCA cycle II (plants and fungi)	ATP // coenzyme A // succinate // succinyl-CoA // ADP // phosphate
(2E,6E)-farnesyl diphosphate + 5 3-methylbut-3-en-1-yl diphosphate  =  all-trans-octaprenyl diphosphate + 5 diphosphate	EC-2.5.1.90		3-methylbut-3-en-1-yl diphosphate // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // all-<i>trans</i>-octaprenyl diphosphate // diphosphate
2 (Z,Z)-bilirubin-IX alpha + dioxygen  ->  2 (Z,Z)-biliverdin-IX alpha + 2 H2O	EC-1.3.3.5		dioxygen // (<i>Z,Z</i>)-bilirubin-IX &alpha; // (<i>Z,Z</i>)-biliverdin-IX &alpha; // H<sub>2</sub>O
L-cysteine + a [molybdopterin synthase sulfurtransferase]-L-cysteine  ->  L-alanine + a [molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine	EC-2.8.1.7	molybdenum cofactor biosynthesis	a [molybdopterin synthase sulfurtransferase]-L-cysteine // L-cysteine // L-alanine // a [molybdopterin synthase sulfurtransferase]-<i>S</i>-sulfanyl-L-cysteine
geranyl diphosphate  ->  (4S)-limonene + diphosphate	EC-4.2.3.16	monoterpene biosynthesis	geranyl diphosphate // (4<i>S</i>)-limonene // diphosphate
1-18:1-2-16:1-monogalactosyldiacylglycerol + 2 a reduced ferredoxin [iron-sulfur] cluster + dioxygen + 2 H+  ->  1-18:1-2-16:2-monogalactosyldiacylglycerol + 2 an oxidized ferredoxin [iron-sulfur] cluster + 2 H2O	EC-1.14.19.23	glycolipid desaturation	H<SUP>+</SUP> // a reduced ferredoxin [iron-sulfur] cluster // dioxygen // 1-18:1-2-16:1-monogalactosyldiacylglycerol // 1-18:1-2-16:2-monogalactosyldiacylglycerol // H<sub>2</sub>O // an oxidized ferredoxin [iron-sulfur] cluster
2,3,4-saturated fatty acyl-[acp] dehydrogenase	EC-1.3.1.10 // EC-1.3.1.104 // EC-1.3.1.39	fatty acid elongation -- saturated	NADP<sup>+</sup> // a 2,3,4-saturated fatty acyl-[acp] // NADPH // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // H<SUP>+</SUP>
(+)-taxifolin + a reduced [NADPH-hemoprotein reductase] + dioxygen  ->  (+)-dihydromyricetin + an oxidized [NADPH-hemoprotein reductase] + H2O		leucodelphinidin biosynthesis // flavonol biosynthesis // syringetin biosynthesis // (+)-dihydrokaempferol 3',5'-hydroxylase	a reduced [NADPH-hemoprotein reductase] // dioxygen // (+)-taxifolin // (+)-dihydromyricetin // an oxidized [NADPH-hemoprotein reductase] // H<sub>2</sub>O
