Reaction	EC-Number	In-Pathway	Substrates
1-(5-phospho-beta-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide  ->  phosphoribulosylformimino-AICAR-phosphate	EC-5.3.1.16	L-histidine biosynthesis	1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide // phosphoribulosylformimino-AICAR-phosphate
2 superoxide + 2 H+  =  hydrogen peroxide + oxygen	EC-1.15.1.1		H<SUP>+</SUP> // superoxide // hydrogen peroxide // oxygen
(2R)-phospho-3-sulfolactate + H2O  ->  (2R)-3-sulfolactate + phosphate	EC-3.1.3.71		H<sub>2</sub>O // (2<i>R</i>)-phospho-3-sulfolactate // (2<i>R</i>)-3-sulfolactate // phosphate
3-methyl-2-oxobutanoate + acetyl-CoA + H2O  ->  (2S)-2-isopropylmalate + coenzyme A + H+	EC-2.3.3.13	L-leucine biosynthesis	H<sub>2</sub>O // acetyl-CoA // 3-methyl-2-oxobutanoate // H<SUP>+</SUP> // (2<i>S</i>)-2-isopropylmalate // coenzyme A
UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate + meso-diaminopimelate + ATP  ->  UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate + ADP + phosphate + H+	EC-6.3.2.13	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	ATP // <i>meso</i>-diaminopimelate // UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate // H<SUP>+</SUP> // UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate // phosphate // ADP
tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity	EC-1.14.99		a reduced two electron carrier // oxygen // 2-methylsulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA // 2-(methylsulfanyl)-<i>N</i><sup>6</sup>-[(2Z)-5-hydroxy-3-methylbut-2-en-1-yl]-adenosine<sup>37</sup> in tRNA // H<sub>2</sub>O // an oxidized electron carrier
D-erythrose 4-phosphate + D-xylulose 5-phosphate  <-->  beta-D-fructofuranose 6-phosphate + D-glyceraldehyde 3-phosphate	EC-2.2.1.1	Rubisco shunt // Calvin-Benson-Bassham cycle // pentose phosphate pathway (non-oxidative branch)	D-xylulose 5-phosphate // D-erythrose 4-phosphate // &beta;-D-fructofuranose 6-phosphate // D-glyceraldehyde 3-phosphate
L-cysteate + 2-oxoglutarate  =  3-sulfopyruvate + L-glutamate	EC-2.6.1.1		2-oxoglutarate // L-cysteate // 3-sulfopyruvate // L-glutamate
hydrogen selenide + glutathione + NADP+  <-  glutathioselenol + NADPH + H+	EC-1.8.1	selenate reduction	NADP<sup>+</sup> // glutathione // hydrogen selenide // glutathioselenol // NADPH // H<SUP>+</SUP>
O-acetyl-L-serine + hydrogen sulfide  ->  L-cysteine + acetate + H+	EC-2.5.1.47	L-cysteine biosynthesis I	hydrogen sulfide // <i>O</i>-acetyl-L-serine // L-cysteine // acetate // H<SUP>+</SUP>
5-fluorocytosine + H+ + H2O  =  5-fluorouracil + ammonium	EC-3.5.4.1		H<sub>2</sub>O // 5-fluorocytosine // H<SUP>+</SUP> // 5-fluorouracil // ammonium
alpha-D-glucopyranose  <-->  beta-D-glucopyranose	EC-5.1.3.3		&alpha;-D-glucopyranose // &beta;-D-glucopyranose
preuroporphyrinogen  ->  uroporphyrinogen-I + H2O			preuroporphyrinogen // uroporphyrinogen-I // H<sub>2</sub>O
tRNAAsn + L-asparagine + ATP  ->  an L-asparaginyl-[tRNAAsn] + AMP + diphosphate	EC-6.1.1.22	tRNA charging	ATP // L-asparagine // tRNA<SUP>Asn</SUP> // an L-asparaginyl-[tRNA<SUP>Asn</SUP>] // diphosphate // AMP
2-nonaprenylphenol + NADPH + oxygen + H+  ->  2-(all-trans-nonaprenyl)benzene-1,4-diol + NADP+ + H2O	EC-1.14.13	plastoquinol-9 biosynthesis II	H<SUP>+</SUP> // NADPH // oxygen // 2-nonaprenylphenol // 2-(<i>all-trans</i>-nonaprenyl)benzene-1,4-diol // H<sub>2</sub>O // NADP<sup>+</sup>
hydrogencarbonate + ATP  ->  carboxyphosphate + ADP		2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ATP // hydrogencarbonate // carboxyphosphate // ADP
an N1-methyladenine in DNA + 2-oxoglutarate + oxygen  ->  an adenine in DNA + CO2 + formaldehyde + succinate	EC-1.14.11.33		oxygen // 2-oxoglutarate // an <i>N</i><sup>1</sup>-methyladenine in DNA // an adenine in DNA // CO<SUB>2</SUB> // formaldehyde // succinate
acetyl-CoA + oxaloacetate + H2O  ->  citrate + coenzyme A + H+	EC-2.3.3.16 // EC-2.3.3.1	partial TCA cycle (obligate autotrophs)	oxaloacetate // H<sub>2</sub>O // acetyl-CoA // citrate // coenzyme A // H<SUP>+</SUP>
beta-nicotinate D-ribonucleotide + 2-methyladenine  ->  nicotinate + 2-methyladenine ribotide phosphate + H+	EC-2.4.2.21	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	2-methyladenine // &beta;-nicotinate D-ribonucleotide // nicotinate // 2-methyladenine ribotide phosphate // H<SUP>+</SUP>
2'-deoxyadenosine + phosphate  ->  adenine + 2-deoxy-alpha-D-ribose 1-phosphate	EC-2.4.2.1	purine deoxyribonucleosides degradation I	phosphate // 2'-deoxyadenosine // adenine // 2-deoxy-&alpha;-D-ribose 1-phosphate
glycine + gamma-L-glutamyl-(S)-2-aminobutanoate + ATP  ->  ophthalmate + ADP + phosphate + H+	EC-6.3.2.3	ophthalmate biosynthesis	ATP // &gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate // glycine // ophthalmate // ADP // phosphate // H<SUP>+</SUP>
(2R)-2,3-dihydroxy-3-methylbutanoate  ->  3-methyl-2-oxobutanoate + H2O	EC-4.2.1.9	L-valine biosynthesis	(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate // 3-methyl-2-oxobutanoate // H<sub>2</sub>O
an [arsenate reductase]-L-cysteine + arsenate + H+  ->  thiarsahydroxy-[arsenate reductase] + H2O		arsenate + glutathione + a reduced glutaredoxin + H+  ->  arsenite + a [glutaredoxin]-glutathione disulfide + H2O	H<SUP>+</SUP> // arsenate // an [arsenate reductase]-L-cysteine // thiarsahydroxy-[arsenate reductase] // H<sub>2</sub>O
(2E,6E)-farnesyl diphosphate + isopentenyl diphosphate  ->  geranylgeranyl diphosphate + diphosphate	EC-2.5.1.29	geranylgeranyl diphosphate biosynthesis	isopentenyl diphosphate // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // geranylgeranyl diphosphate // diphosphate
S-(hydroxymethyl)glutathione  <-  formaldehyde + glutathione	EC-4.4.1.22		<i>S</i>-(hydroxymethyl)glutathione // formaldehyde // glutathione
alpha-D-glucopyranose 1-phosphate + ATP + H+  ->  ADP-alpha-D-glucose + diphosphate	EC-2.7.7.27	glucosylglycerate biosynthesis I // glucosylglycerol biosynthesis // glycogen biosynthesis I (from ADP-D-Glucose)	ATP // &alpha;-D-glucopyranose 1-phosphate // H<SUP>+</SUP> // ADP-&alpha;-D-glucose // diphosphate
tetrahydrogeranylgeranyl diphosphate + NADP+  <-  dihydrogeranylgeranyl diphosphate + NADPH + H+		phytyl diphosphate biosynthesis // phytyl diphosphate + 3 NADP+  <-  geranylgeranyl diphosphate + 3 NADPH + 3 H+	NADP<sup>+</sup> // tetrahydrogeranylgeranyl diphosphate // dihydrogeranylgeranyl diphosphate // NADPH // H<SUP>+</SUP>
L-glutamate-5-semialdehyde + NADP+ + phosphate  <-  gamma-L-glutamyl 5-phosphate + NADPH + H+	EC-1.2.1.41	L-proline biosynthesis I (from L-glutamate)	NADP<sup>+</sup> // phosphate // L-glutamate-5-semialdehyde // &gamma;-L-glutamyl 5-phosphate // NADPH // H<SUP>+</SUP>
a [co-chaperone]-[scaffold protein-(2Fe-2S)] complex + an [Fe-S cluster biosynthesis chaperone]-ATP  ->  a [chaperone-ATP]-[co-chaperone]-[scaffold protein-(2Fe-2S)] complex		[2Fe-2S] iron-sulfur cluster biosynthesis	an [Fe-S cluster biosynthesis chaperone]-ATP // a [co-chaperone]-[scaffold protein-(2Fe-2S)] complex // a [chaperone-ATP]-[co-chaperone]-[scaffold protein-(2Fe-2S)] complex
ATP + (R)-lipoate + H+  ->  [(R)-lipoyl]adenylate + diphosphate		lipoate salvage I // lipoate salvage II // lipoate--GcvH protein ligase // a [lipoyl-carrier protein]-L-lysine + ATP + (R)-lipoate  ->  a [lipoyl-carrier protein]-N6-[(R)-lipoyl]-L-lysine + AMP + diphosphate + H+	ATP // (<i>R</i>)-lipoate // H<SUP>+</SUP> // [(<i>R</i>)-lipoyl]adenylate // diphosphate
a [cysteine desulfurase]-[scaffold protein-(2Fe-2S)] complex + an [Fe-S cluster biosynthesis co-chaperone]  ->  a [co-chaperone]-[scaffold protein-(2Fe-2S)] complex + L-cysteine desulfurase		[2Fe-2S] iron-sulfur cluster biosynthesis	an [Fe-S cluster biosynthesis co-chaperone] // a [cysteine desulfurase]-[scaffold protein-(2Fe-2S)] complex // a [co-chaperone]-[scaffold protein-(2Fe-2S)] complex // an [L-cysteine desulfurase]
4-guanidinobutyramide + H2O  ->  ammonium + 4-guanidinobutanoate	EC-3.5.1.4		H<sub>2</sub>O // 4-guanidinobutyramide // ammonium // 4-guanidinobutanoate
O-succinyl-L-homoserine + hydrogen sulfide  <-->  L-homocysteine + succinate + H+	EC-2.5.1.48		hydrogen sulfide // O-succinyl-L-homoserine // H<SUP>+</SUP> // L-homocysteine // succinate
1-methyl-dAMP + 2-oxoglutarate + oxygen  ->  dAMP + formaldehyde + succinate + CO2	EC-1.14.11.33		oxygen // 2-oxoglutarate // 1-methyl-dAMP // dAMP // formaldehyde // succinate // CO<SUB>2</SUB>
L-homocysteine + 5-methyltetrahydropteroyl tri-L-glutamate  ->  L-methionine + tetrahydropteroyl tri-L-glutamate	EC-2.1.1.14	<i>S</i>-adenosyl-L-methionine cycle II // L-methionine biosynthesis I	L-homocysteine // 5-methyltetrahydropteroyl tri-L-glutamate // tetrahydropteroyl tri-L-glutamate // L-methionine
adenosylcobinamide-GDP + alpha-ribazole 5'-phosphate  ->  adenosylcobalamin 5'-phosphate + GMP + H+	EC-2.7.8.26	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	&alpha;-ribazole 5'-phosphate // adenosylcobinamide-GDP // adenosylcobalamin 5'-phosphate // GMP // H<SUP>+</SUP>
Coalpha-[alpha-(2-methyladenin-9-yl)]-Cobeta-adenosylcobamide 5'-phosphate + H2O  ->  Coalpha-[alpha-(2-methyladenin-7-yl)]-Cobeta-adenosylcobamide + phosphate	EC-3.1.3.73	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	H<sub>2</sub>O // <i>Co</i>&alpha;-[&alpha;-(2-methyladenin-9-yl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // <i>Co</i>&alpha;-[&alpha;-(2-methyladenin-7-yl)]-<i>Co</i>&beta;-adenosylcobamide // phosphate
L-aspartate + oxygen  ->  2-iminosuccinate + hydrogen peroxide + H+	EC-1.4.3.16	NAD <i>de novo</i> biosynthesis I (from aspartate)	oxygen // L-aspartate // H<SUP>+</SUP> // 2-iminosuccinate // hydrogen peroxide
2'-deoxyinosine + phosphate  <-->  hypoxanthine + 2-deoxy-alpha-D-ribose 1-phosphate	EC-2.4.2.1	purine deoxyribonucleosides degradation I	phosphate // 2'-deoxyinosine // hypoxanthine // 2-deoxy-&alpha;-D-ribose 1-phosphate
(S)-2-aminobutanoate + 2-oxoglutarate  <-->  L-glutamate + 2-oxobutanoate	EC-2.6.1	ophthalmate biosynthesis	2-oxoglutarate // (S)-2-aminobutanoate // L-glutamate // 2-oxobutanoate
UDP-N-acetyl-D-glucosamine:<i>N</i>-acetylmuramoyl-L-alanyl-D-glutamyl-<I>meso</I>-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-&beta;-N-acetylglucosaminlytransferase	EC-2.4.1.227	peptidoglycan biosynthesis I (<I>meso</I>-diaminopimelate containing)	UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // undecaprenyldiphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // H<SUP>+</SUP> // <i>ditrans,octacis</i>-undecaprenyldiphospho-[(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-(1,4)-]-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine // UDP
D-ribulose 5-phosphate  =  formate + 1-deoxy-L-glycero-tetrulose 4-phosphate + H+	EC-4.1.99.12		D-ribulose 5-phosphate // H<SUP>+</SUP> // formate // 1-deoxy-L-glycero-tetrulose 4-phosphate
S-arsorososulfanethiol-[arsenate reductase] + H2O + OH-  ->  an [arsenate reductase]-L-cysteine + arsenite		arsenate + glutathione + a reduced glutaredoxin + H+  ->  arsenite + a [glutaredoxin]-glutathione disulfide + H2O	OH<SUP>-</SUP> // H<sub>2</sub>O // <i>S</i>-arsorososulfanethiol-[arsenate reductase] // an [arsenate reductase]-L-cysteine // arsenite
a tRNA precursor with a short 3' extension  ->  an uncharged tRNA + n a nucleoside 5'-monophosphate	EC-3.1.13.5	tRNA processing	a tRNA precursor with a short 3' extension // an uncharged tRNA // a nucleoside 5'-monophosphate
Ornithine--oxo-glutarate aminotransferase	EC-2.6.1.13		2-oxoglutarate // L-ornithine // L-glutamate // L-glutamate-5-semialdehyde
tetrahydropteroyl-[gamma-Glu](n) + L-glutamate + ATP  ->  tetrahydropteroyl-[gamma-Glu](n+1) + ADP + phosphate	EC-6.3.2.17	folate polyglutamylation	ATP // L-glutamate // a tetrahydrofolate // ADP // phosphate
xanthine + NAD+ + H2O  <-->  urate + NADH + H+	EC-1.17.1.4	adenosine nucleotides degradation II // guanosine nucleotides degradation III // inosine 5'-phosphate degradation	H<sub>2</sub>O // NAD<sup>+</sup> // xanthine // urate // NADH // H<SUP>+</SUP>
magnesium-protoporphyrin IX 13-monomethyl ester + NADPH + oxygen + H+  ->  131-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester + NADP+ + H2O		3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent) // magnesium-protoporphyrin IX 13-monomethyl ester + 3 NADPH + 2 H+ + 3 oxygen  ->  3,8-divinyl protochlorophyllide a + 3 NADP+ + 5 H2O	H<SUP>+</SUP> // NADPH // oxygen // magnesium-protoporphyrin IX 13-monomethyl ester // 13<SUP>1</SUP>-hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester // NADP<sup>+</sup> // H<sub>2</sub>O
alpha-D-mannose 1-phosphate  <-  D-mannopyranose 6-phosphate	EC-5.4.2.8	GDP-mannose biosynthesis	&alpha;-D-mannose 1-phosphate // D-mannopyranose 6-phosphate
D-glucopyranose + ATP  ->  D-glucopyranose 6-phosphate + ADP + H+	EC-2.7.1.1 // EC-2.7.1.2	Entner-Doudoroff pathway I // sucrose degradation III (sucrose invertase) // glycogen degradation II	ATP // D-glucopyranose // D-glucopyranose 6-phosphate // ADP // H<SUP>+</SUP>
D-sedoheptulose 1,7-bisphosphate  <-->  glycerone phosphate + D-erythrose 4-phosphate	EC-4.1.2.13	Calvin-Benson-Bassham cycle	D-sedoheptulose 1,7-bisphosphate // glycerone phosphate // D-erythrose 4-phosphate
a glucosylated glycogenin  =  a glycogen	EC-2.4.1.18		a glucosylated glycogenin // a glycogen
protoporphyrinogen IX + 3 oxygen  ->  protoporphyrin IX + 3 hydrogen peroxide	EC-1.3.3.4	3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent) // 3,8-divinyl-chlorophyllide <i>a</i> biosynthesis I (aerobic, light-dependent) // heme <i>b</i> biosynthesis I (aerobic)	oxygen // protoporphyrinogen IX // protoporphyrin IX // hydrogen peroxide
a tRNAGly + glycine + ATP  ->  a glycyl-[tRNAGly] + AMP + diphosphate	EC-6.1.1.14	tRNA charging	ATP // glycine // a tRNA<SUP>Gly</SUP> // a glycyl-[tRNA<SUP>Gly</SUP>] // diphosphate // AMP
adenosylcobalamin 5'-phosphate + H2O  ->  adenosylcobalamin + phosphate	EC-3.1.3.73	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	H<sub>2</sub>O // adenosylcobalamin 5'-phosphate // adenosylcobalamin // phosphate
a tRNAThr + L-threonine + ATP  ->  an L-threonyl-[tRNAThr] + AMP + diphosphate	EC-6.1.1.3	tRNA charging	ATP // L-threonine // a tRNA<SUP>Thr</SUP> // an L-threonyl-[tRNA<SUP>Thr</SUP>] // diphosphate // AMP
S-adenosyl-L-methionine + precorrin-5 + H2O  ->  precorrin-6A + S-adenosyl-L-homocysteine + acetate + 2 H+	EC-2.1.1.152	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	H<sub>2</sub>O // precorrin-5 // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // precorrin-6A // <i>S</i>-adenosyl-L-homocysteine // acetate
ATP + GMP  <-->  ADP + GDP	EC-2.7.4.8	guanosine ribonucleotides <i>de novo</i> biosynthesis	GMP // ATP // ADP // GDP
S-adenosyl-L-methionine + precorrin-4  ->  precorrin-5 + S-adenosyl-L-homocysteine + H+	EC-2.1.1.133	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	precorrin-4 // <i>S</i>-adenosyl-L-methionine // precorrin-5 // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
an acyl phosphate + sn-glycerol 3-phosphate  ->  a 2-lysophosphatidate + phosphate	EC-2.3.1.275	CDP-diacylglycerol biosynthesis III	<i>sn</i>-glycerol 3-phosphate // an acyl phosphate // a 2-lysophosphatidate // phosphate
UDP + ATP  ->  UTP + ADP	EC-2.7.4.6	UTP and CTP <i>de novo</i> biosynthesis	ATP // UDP // UTP // ADP
L-homoserine + acetyl-CoA  ->  O-acetyl-L-homoserine + coenzyme A	EC-2.3.1.31	L-homocysteine biosynthesis	acetyl-CoA // L-homoserine // <i>O</i>-acetyl-L-homoserine // coenzyme A
D-threo-7,8-dihydroneopterin  ->  glycolaldehyde + 6-(hydroxymethyl)-7,8-dihydropterin	EC-4.1.2.25		D-<i>threo</i>-7,8-dihydroneopterin // glycolaldehyde // 6-(hydroxymethyl)-7,8-dihydropterin
L-serine + indole  ->  L-tryptophan + H2O	EC-4.2.1.122	L-tryptophan biosynthesis // (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + L-serine  ->  L-tryptophan + D-glyceraldehyde 3-phosphate + H2O	indole // L-serine // L-tryptophan // H<sub>2</sub>O
(S)-3-hydroxy-isobutanoate + NAD+  =  (S)-methylmalonate-semialdehyde + NADH + H+	EC-1.1.1.31		NAD<sup>+</sup> // (<i>S</i>)-3-hydroxy-isobutanoate // H<SUP>+</SUP> // NADH // (<i>S</i>)-methylmalonate-semialdehyde
(S)-lactaldehyde + NAD+ + H2O  ->  (S)-lactate + NADH + 2 H+	EC-1.2.1.22	L-lactaldehyde degradation (aerobic)	H<sub>2</sub>O // NAD<sup>+</sup> // (<i>S</i>)-lactaldehyde // (<i>S</i>)-lactate // NADH // H<SUP>+</SUP>
ATP + CMP  <-->  ADP + CDP	EC-2.7.4.14 // EC-2.7.4.25	CMP phosphorylation	CMP // ATP // ADP // CDP
O-phospho-L-serine + H2O  ->  L-serine + phosphate	EC-3.1.3.3	L-serine biosynthesis I	H<sub>2</sub>O // <i>O</i>-phospho-L-serine // L-serine // phosphate
ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  L-glutamate + AMP + NAD+ + diphosphate + H+	EC-6.3.5.1	NAD <i>de novo</i> biosynthesis I (from aspartate)	H<sub>2</sub>O // L-glutamine // nicotinate adenine dinucleotide // ATP // H<SUP>+</SUP> // L-glutamate // AMP // diphosphate // NAD<sup>+</sup>
Fenton reaction			Fe<SUP>2+</SUP> // hydrogen peroxide // hydroxyl radical // OH<SUP>-</SUP> // Fe<SUP>3+</SUP>
S-adenosyl-L-methionine + a guanine966 in 16S rRNA  ->  S-adenosyl-L-homocysteine + an N2-methylguanine966 in 16S rRNA + H+	EC-2.1.1.171		a guanine<sup>966</sup> in 16S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>2</sup>-methylguanine<sup>966</sup> in 16S rRNA // H<SUP>+</SUP>
6-phospho D-glucono-1,5-lactone + H2O  ->  D-gluconate 6-phosphate + H+	EC-3.1.1.31	Entner-Doudoroff pathway I // pentose phosphate pathway (oxidative branch) I	H<sub>2</sub>O // 6-phospho D-glucono-1,5-lactone // H<SUP>+</SUP> // D-gluconate 6-phosphate
orotidine 5'-phosphate + H+  =  CO2 + UMP	EC-4.1.1.23		orotidine 5'-phosphate // H<SUP>+</SUP> // CO<SUB>2</SUB> // UMP
2-iminoacetate + H+ + H2O  ->  glyoxylate + ammonium		glycine + H2O + oxygen  ->  glyoxylate + ammonium + hydrogen peroxide	H<sub>2</sub>O // 2-iminoacetate // H<SUP>+</SUP> // glyoxylate // ammonium
an N1-ethyladenine in DNA + 2-oxoglutarate + oxygen  ->  an adenine in DNA + acetaldehyde + succinate + CO2	EC-1.14.11.33		oxygen // 2-oxoglutarate // an <i>N</i><sup>1</sup>-ethyladenine in DNA // an adenine in DNA // acetaldehyde // succinate // CO<SUB>2</SUB>
adenosine + H2O + H+  ->  inosine + ammonium	EC-3.5.4.4	adenine and adenosine salvage III // adenosine nucleotides degradation II // purine ribonucleosides degradation	H<SUP>+</SUP> // H<sub>2</sub>O // adenosine // inosine // ammonium
a CDP-diacylglycerol + sn-glycerol 3-phosphate  ->  CMP + a phosphatidylglycerophosphate + H+	EC-2.7.8.5		<i>sn</i>-glycerol 3-phosphate // a CDP-diacylglycerol // CMP // a phosphatidylglycerophosphate // H<SUP>+</SUP>
carbamate + ATP  <-->  carbamoyl phosphate + ADP		L-citrulline degradation // 2 ATP + hydrogencarbonate + ammonium  ->  2 ADP + carbamoyl phosphate + phosphate + 2 H+	ATP // carbamate // carbamoyl phosphate // ADP
L-selenocysteine + a reduced two electron carrier  ->  L-alanine + selenide + an oxidized electron carrier + 2 H+	EC-4.4.1.16		a reduced two electron carrier // L-selenocysteine // L-alanine // selenide // an oxidized electron carrier // H<SUP>+</SUP>
D-ribose 5-phosphate + ATP  ->  5-phospho-alpha-D-ribose 1-diphosphate + AMP + H+	EC-2.7.6.1	PRPP biosynthesis	ATP // D-ribose 5-phosphate // H<SUP>+</SUP> // 5-phospho-&alpha;-D-ribose 1-diphosphate // AMP
propionamide + H2O  ->  propanoate + ammonium	EC-3.5.1.4		H<sub>2</sub>O // propionamide // propanoate // ammonium
a 5,10-methylenetetrahydrofolate + dUMP  ->  dTMP + a 7,8-dihydrofolate	EC-2.1.1.45	folate transformations III (<i>E. coli</i>)	dUMP // a 5,10-methylenetetrahydrofolate // dTMP // a 7,8-dihydrofolate
L-aspartate + ATP  ->  L-aspartyl-4-phosphate + ADP	EC-2.7.2.4	L-homoserine biosynthesis // dipicolinate biosynthesis	ATP // L-aspartate // L-aspartyl-4-phosphate // ADP
hydrogenobyrinate a,c-diamide + Co2+ + ATP + H2O  ->  cob(II)yrinate a,c-diamide + ADP + phosphate + 3 H+	EC-6.6.1.2	cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)	H<sub>2</sub>O // ATP // Co<SUP>2+</SUP> // hydrogenobyrinate <i>a,c</i>-diamide // H<SUP>+</SUP> // cob(II)yrinate <i>a,c</i>-diamide // ADP // phosphate
2-amino-6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin + ATP  =  [1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate + AMP + H+	EC-2.7.6.3		ATP // 2-amino-6-[1-hydroxyethyl]-7-methyl-7,8-dihydropterin // [1-(2-amino-7-methyl-4-oxo-7,8-dihydro-3H-pteridin-6-yl)]ethyl diphosphate // AMP // H<SUP>+</SUP>
acetyl-CoA + alpha-D-glucosamine 1-phosphate  ->  N-acetyl-alpha-D-glucosamine 1-phosphate + coenzyme A + H+	EC-2.3.1.157	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I	&alpha;-D-glucosamine 1-phosphate // acetyl-CoA // <i>N</i>-acetyl-&alpha;-D-glucosamine 1-phosphate // coenzyme A // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-muramate + NADP+  <-  UDP-N-acetyl-alpha-D-glucosamine-enolpyruvate + NADPH + H+	EC-1.3.1.98	UDP-<i>N</i>-acetylmuramoyl-pentapeptide biosynthesis I (<i>meso</i>-diaminopimelate containing)	UDP-<i>N</i>-acetyl-&alpha;-D-muramate // NADP<sup>+</sup> // H<SUP>+</SUP> // NADPH // UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate
an N-terminal 3-sulfeno-L-alanyl-[protein] + hydrogen peroxide  ->  an N-terminal 3-sulfino-L-alanyl-[protein] + H2O			hydrogen peroxide // an N-terminal 3-sulfeno-L-alanyl-[protein] // an N-terminal 3-sulfino-L-alanyl-[protein] // H<sub>2</sub>O
9,15,9'-tri-cis-zeta-carotene  <-->  9,9'-di-cis-zeta-carotene	EC-5.2.1.12	<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)	9,15,9'-tri-<i>cis</i>-&zeta;-carotene // 9,9'-di-<i>cis</i>-&zeta;-carotene
a (1->4)-alpha-D-glucan  ->  a GlgE-glycogen	EC-2.4.1.18		a (1&rarr;4)-&alpha;-D-glucan // a GlgE-glycogen
3-isopropylmalate dehydratase		L-leucine biosynthesis // (2R,3S)-3-isopropylmalate  <-->  (2S)-2-isopropylmalate	H<sub>2</sub>O // 2-isopropylmaleate // (2<i>S</i>)-2-isopropylmalate
adenosylcobinamide + ATP  ->  adenosyl-cobinamide phosphate + ADP + H+	EC-2.7.1.156	adenosylcobinamide-GDP salvage from cobinamide I	ATP // adenosylcobinamide // H<SUP>+</SUP> // adenosyl-cobinamide phosphate // ADP
ATP + UMP  ->  ADP + UDP	EC-2.7.4.22 // EC-2.7.4.14	UTP and CTP <i>de novo</i> biosynthesis	UMP // ATP // ADP // UDP
Coalpha-[alpha-(5-methylbenzimidazolyl)]-Cobeta-adenosylcobamide 5'-phosphate + H2O  ->  Coalpha-[alpha-(5-methylbenzimidazolyl)]-Cobeta-adenosylcobamide + phosphate	EC-3.1.3.73	5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	H<sub>2</sub>O // <i>Co</i>&alpha;-[&alpha;-(5-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide 5'-phosphate // <i>Co</i>&alpha;-[&alpha;-(5-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide // phosphate
2-deoxy-D-ribose 5-phosphate  =  acetaldehyde + D-glyceraldehyde 3-phosphate	EC-4.1.2.4		2-deoxy-D-ribose 5-phosphate // acetaldehyde // D-glyceraldehyde 3-phosphate
