Compound	SMILES
malonyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
3'-dephospho-CoA	CC(C)(COP([O-])(=O)OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
2-methylbutanoyl-CoA	CCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
spermidine	C([NH3+])CC[NH2+]CCCC[NH3+]
&gamma;-L-glutamyl-(<i>S</i>)-2-aminobutanoate	CC[C@@H](C([O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O
cadaverine	C([NH3+])CCCC[NH3+]
D-gluconate 6-phosphate	C([C@H]([C@H]([C@@H]([C@H](C([O-])=O)O)O)O)O)OP([O-])([O-])=O
propane-1,3-diamine	C(CC[NH3+])[NH3+]
putrescine	C([NH3+])CCC[NH3+]
a peptidoglycan dimer with pentapeptide stem (<i>meso</i>-diaminopimelate containing)	C[C@H](C(=O)N[C@H](C)C([O-])=O)NC(=O)[C@H](CCC[C@@H]([NH3+])C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]4([C@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@H]2([C@H](NC(=O)C)[C@@H](O[C@H](C)C([O-])=O)[C@H](O[C@@H]1(O[C@H](CO)[C@@H](O[R2])[C@H](O)[C@@H](NC(=O)C)1))[C@@H](CO)O2))[C@H](O)[C@@H](NC(=O)C)3))[C@@H](CO)O[C@@H]([C@H](NC(=O)C)4)O[R1])
phytyl diphosphate	CC(CCC[C@H](CCC[C@H](CCCC(\C)=C/COP([O-])(=O)OP([O-])(=O)[O-])C)C)C
6-deoxy-D-glucopyranose	C[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)C(O)O1)
6-deoxy-D-allose	C[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O)C(O)O1)
agmatine	C(CCC[NH3+])NC(N)=[NH2+]
hydroxyl radical	O
<i>Co</i>&alpha;-[&alpha;-(5-methylbenzimidazolyl)]-<i>Co</i>&beta;-adenosylcobamide	CC%12(\C=C/C%13(/N%14([C@H]%15(O[C@H](CO)[C@@H](OP([O-])(=O)O[C@H](C)CNC(=O)CC[C@@]1([C@@H](CC(N)=O)[C@@H]2([C@@]3(C)([C@@](C)(CC(N)=O)[C@H](CCC(=O)N)C4(\C(/C)=C7([C@@](CC(=O)N)([C@H](CCC(N)=O)C8(\C=C5(C(C)(C)[C@H](CCC(N)=O)C6(\C(/C)=C1/N2[Co-3]([N+]\3=4)([N+]\5=6)([N+]7=8)(C[C@@H]9([C@H]([C@@H](O)[C@@H](O9)N%10(\C=N/C%11(\C/%10=N/C=N\C(/N)=%11)))O))[N+](\C(/C=%12)=%13)=C/%14))))C)))))(C))[C@@H](O)%15))))
4-nitrophenyl palmitate	CCCCCCCCCCCCCCCC(=O)OC1(\C=C/C(/[N+](=O)[O-])=C\C=1)
phenyl acetate	CC(OC1(\C=C/C=C\C=1))=O
L-alanine	C[C@H]([NH3+])C([O-])=O
L-cysteine	C(S)[C@@H](C(=O)[O-])[NH3+]
D-<i>threo</i>-isocitrate	C(=O)([C@@H](CC([O-])=O)[C@@H](O)C([O-])=O)[O-]
L-valine	CC(C)[C@H]([NH3+])C([O-])=O
<i>cis</i>-aconitate	C([O-])(=O)C(/CC(=O)[O-])=C/C(=O)[O-]
L-phenylalanine	C([O-])(=O)[C@@H]([NH3+])CC1(\C=C/C=C\C=1)
5,10-methylene-tetrahydromethanopterin	C[C@H]4([C@@H]3([C@@H](C)N(C2(\C=C/C(\C[C@H](O)[C@H](O)[C@H](O)CO[C@@H]1([C@H](O)[C@@H]([C@@H](COP([O-])(=O)O[C@H](C(=O)[O-])CCC(=O)[O-])O1)O))=C\C=2))CN3C5(\C(=O)NC(/N)=N/C(\N4)=5)))
L-selenocysteine	C([SeH])[C@H]([NH3+])C([O-])=O
glycine	C([NH3+])C([O-])=O
L-proline	C1([NH2+][C@@H](CC1)C(=O)[O-])
L-leucine	CC(C[C@H]([NH3+])C([O-])=O)C
3-<i>O</i>-D-mannopyranose	CO[C@@H]1([C@H](O)C(O)O[C@H](CO)[C@@H](O)1)
L-isoleucine	CC[C@H](C)[C@H]([NH3+])C(=O)[O-]
L-tryptophan	C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2))
L-methionine	CSCC[C@H]([NH3+])C([O-])=O
5-methyltetrahydropteroyl tri-L-glutamate	CN1([C@H](CNC2(/N=C(N)\NC(C\1=2)=O))CNC3(\C=C/C(/C(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC(N[C@H](C(=O)[O-])CCC([O-])=O)=O)=O)=O)=C\C=3))
geranyl diphosphate	CC(C)=CCCC(\C)=C/COP([O-])(OP(=O)([O-])[O-])=O
prenyl diphosphate	CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]
guanine	C1(\NC2(/N=C(N)\NC(=O)C(/N=1)=2))
5-methylbenzimidazole	CC2(\C=C1(C(/N\C=N/1)=C\C=2))
adenine	C2(N)(\N=C/N=C1(C(/N=C\N1)=2))
5,6-dimethylbenzimidazole	CC1(\C(/C)=C/C2(/N\C=N/C(\C=1)=2))
benzimidazole	C1(\NC2(\C(\N=1)=C/C=C\C=2))
<i>S</i>-adenosyl-L-homocysteine	C(SC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))C[C@@H](C([O-])=O)[NH3+]
L-aspartyl-4-phosphate	C([C@H]([NH3+])C(=O)[O-])C(=O)OP([O-])(=O)[O-]
laurate	CCCCCCCCCCCC([O-])=O
&alpha;-D-arabinofuranose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)O1)
palmitate	CCCCCCCCCCCCCCCC([O-])=O
butanoate	CCCC(=O)[O-]
stearate	CCCCCCCCCCCCCCCCCC(=O)[O-]
D-sedoheptulose 1-phosphate	C(O)[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
octanoate	CCCCCCCC(=O)[O-]
&alpha;-D-glucosamine 1-phosphate	C(O)[C@H]1(O[C@H](OP(=O)([O-])[O-])[C@H]([NH3+])[C@@H](O)[C@H](O)1)
(<i>R</i>)-NADPHX	C5(/N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))[C@H](O)CCC(/C(=O)N)=5)
(<i>S</i>)-NADPHX	C5(/N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](OP([O-])(=O)[O-])[C@H](O)4))(=O)[O-])(=O)[O-]))[C@@H](O)CCC(/C(=O)N)=5)
dTDP-4-dehydro-6-deoxy-&alpha;-D-glucopyranose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@H]2(O[C@H](C)C(=O)[C@H](O)[C@@H](O)2))(=O)[O-])O3))=O)
UDP-&alpha;-D-glucose	C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
D-erythrose 4-phosphate	C([C@@H]([C@@H](COP([O-])([O-])=O)O)O)=O
P<sup>1</sup>,P<sup>4</sup>-<i>bis</i>(5'-adenosyl) tetraphosphate	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))[C@H]6(O[C@@H](N4(C5(\C(\N=C/4)=C(N)/N=C\N=5)))[C@H](O)[C@H](O)6)
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C[C@](OP([O-])([O-])=O)(CO)[C@H](O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O
plastoquinol-9	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C)/C(\C)=C(\C=1)/O)
5-phospho-&alpha;-D-ribose 1-diphosphate	C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@H](O1)OP(OP([O-])(=O)[O-])([O-])=O)
1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)C(=O)CNC1(/C=C\C=C/C(/C(=O)[O-])=1)
7,8-dihydrofolate monoglutamate	C(NC1(\C=C/C(/C(=O)N[C@H](C(=O)[O-])CCC([O-])=O)=C\C=1))C2(CNC3(/N=C(N)\NC(=O)C(/N=2)=3))
glycerone phosphate	C(C(=O)CO)OP([O-])([O-])=O
5-methylcytosine	CC1(\C=N/C(=O)NC(/N)=1)
5-amino-6-(D-ribitylamino)uracil	C(NC1(NC(NC(=O)C(N)=1)=O))[C@H](O)[C@H](O)[C@H](O)CO
5,6-dihydrouracil	C1(NC(CCN1)=O)=O
7,8-dihydro-8-oxoguanine	C12(NC(=O)NC(\C(=O)NC(/N)=N/1)=2)
GTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
5,6-dihydrothymine	CC1(C(NC(=O)NC1)=O)
dATP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)
isoguanine	C1(\NC2(NC(/N=C(C(\N=1)=2)/N)=O))
XTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C(=O)NC(=O)NC/2=3)))
hypoxanthine	C1(\NC2(C(=O)N\C=N/C(\N=1)=2))
GDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
dGDP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))C[C@H](O)3)
dADP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)
ADP	C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
O-ureido-L-homoserine	C(C[C@@H](C(=O)[O-])[NH3+])ONC(=O)N
IMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
a methyl group	C
GMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
GDP-4-dehydro-&alpha;-D-rhamnose	C[C@H]4(O[C@H](OP(OP(=O)([O-])OC[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3))(=O)[O-])[C@@H](O)[C@@H](O)C(=O)4)
dGTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(\N=C/1)=2)))C[C@H](O)3)
GDP-&alpha;-D-mannose	C(OP(=O)([O-])OP(O[C@H]1(O[C@@H]([C@@H](O)[C@H](O)[C@H](O)1)CO))(=O)[O-])[C@H]4(O[C@@H](N2(C3(\N=C(N)/NC(=O)C(\N=C/2)=3)))[C@H](O)[C@H](O)4)
dAMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))C[C@H](O)3)
ADP-&alpha;-D-glucose	C([C@@H]1([C@H]([C@@H]([C@H]([C@H](O1)OP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])O)O)O))O
8-oxo-GTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\N=C(N)/NC(=O)C(NC(=O)1)=2)))[C@H](O)[C@H](O)3)
ADP-D-glycero-&beta;-D-<i>manno</i>-heptose	C(O)[C@@H](O)[C@H]4(O[C@@H](OP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@H]([C@H]([C@@H]4O)O)O)
XMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(/NC(=O)NC(=O)C(\N=C/1)=2)))[C@H](O)[C@H](O)3)
4-aminobenzoate	C(=O)([O-])C1(\C=C/C(/N)=C\C=1)
FAD	CC6(\C=C5(C(/N(C[C@@H]([C@H](O)[C@H](O)COP(OP([O-])(OC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(\C=N/C2(C(/N)=N\C=N/C1=2)))O3))=O)([O-])=O)O)C4(\C(\C(=O)[N-]C(=O)/N=4)=N/5))=C\C(/C)=6))
FMN	CC2(\C(/C)=C/C3(/N(C[C@H](O)[C@H](O)[C@H](O)COP([O-])(=O)[O-])C1(\C(\C(=O)[N-]C(=O)/N=1)=N/C(\C=2)=3)))
leukotriene-D4	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)[NH3+])[C@H](CCCC([O-])=O)O
(2<i>R</i>)-phospho-3-sulfolactate	C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-]
(<i>S</i>)-methylmalonate-semialdehyde	C[C@@H](C=O)C(=O)[O-]
4a,4b-dimethylhexahydro-1,3,6,8-tetraazabiphenylene-2,4,5,7-tetrone	CC23(C1(C(C(=O)NC(=O)N1)(C)C(NC(=O)NC(=O)2)3))
leukotriene-C4	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O)[C@H](CCCC([O-])=O)O
4,5-diamino-1,2,4a,4b,7,8,8a,8b-octahydro-1,3,6,8-tetraazabiphenylene-2,7-dione	C3(N)(=NC(=O)NC2(C1(C(NC(=O)/N=C1/N)C23)))
(<i>R</i>)-methylmalonate-semialdehyde	C[C@H](C=O)C(=O)[O-]
5-amino-4a-methyl-1,2,3,4,4a,4b,7,8,8a,8b-decahydro-1,3,6,8-tetraazabiphenylene-2,4,7-trione	CC23(C1(C(C(/N)=N\C(=O)N1)C(NC(=O)NC(=O)2)3))
ferroheme <i>a</i>	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/C=O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
adenosine 3',5'-bisphosphate	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](OP([O-])(=O)[O-])3)
L-methionine-(<i>S</i>)-<i>S</i>-oxide	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
L-methionine-(<i>R</i>)-<i>S</i>-oxide	CS(=O)CC[C@H]([NH3+])C(=O)[O-]
vanillin	COC1(\C(\O)=C/C=C(/C=1)/C=O)
adenine ribotide phosphate	C(OP([O-])(=O)[O-])[C@@H]3([C@H]([C@@H](O)[C@H](N1(\C=N/C2(\C/1=C(N)/N=C\N=2)))O3)O)
2-methyladenine ribotide phosphate	CC3(\N=C1(C(/N=C\N1[C@@H]2(O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H](O)2))=C(N)\N=3))
D-gluconate	C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-]
AMP	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)
sulfamate	NS([O-])(=O)=O
(R)-pantoate	CC(C)(CO)[C@H](C([O-])=O)O
orotate	C1(\C(=O)NC(NC(/C([O-])=O)=1)=O)
2-phosphoglycolate	C(OP([O-])(=O)[O-])C([O-])=O
thymine	CC1(\C(=O)NC(N\C=1)=O)
phospho<i>enol</i>pyruvate	C=C(OP(=O)([O-])[O-])C([O-])=O
(6<i>R</i>)-L-<i>erythro</i>-5,6,7,8-tetrahydrobiopterin	C[C@H](O)[C@H](O)[C@H]1(CNC2(/N=C(N)\NC(C(/N1)=2)=O))
UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine	C[C@H](C(=O)N[C@H](C)C([O-])=O)NC(=O)[C@H](CCC[C@@H]([NH3+])C(=O)[O-])NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1([C@H](O)[C@@H](CO)O[C@@H]([C@H](NC(=O)C)1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C[C@H](C(=O)N[C@@H](C([O-])=O)C)NC(=O)[C@H](CCCC[NH3+])NC(=O)CC[C@H](C(=O)[O-])NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@H]1([C@H](O)[C@@H](CO)O[C@@H]([C@H](NC(=O)C)1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	C[C@](O)(CO)[C@H](O)COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O))(=O)[O-])([O-])=O
UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate	C[C@@H](C(=O)N[C@@H](C(=O)[O-])CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C([O-])=O)NC(=O)[C@@H](C)O[C@H]1([C@H](O)[C@@H](CO)O[C@@H]([C@H](NC(=O)C)1)OP(OP(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))(=O)[O-])(=O)[O-])
D-<i>threo</i>-7,8-dihydroneopterin	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@@H](O)CO)=2))
D-<i>erythro</i>-7,8-dihydroneopterin	C1(NC2(/N=C(N)\NC(=O)C(/N=C1/[C@H](O)[C@H](O)CO)=2))
a [prolipoprotein]-<i>S</i>-1,2-diacyl-<i>sn</i>-glyceryl-L-cysteine	C(=O)([a prolipoprotein])[C@@H](N[a lipoprotein signal peptide])CSC[C@H](OC([R2])=O)COC([R1])=O
4-hydroxybenzoate	C(C1(\C=C/C(/O)=C\C=1))(=O)[O-]
4-nitrophenol	C1(/C=C(\C=C/C(/[N+](=O)[O-])=1)/[O-])
preQ<sub>1</sub>	C([NH3+])C1(\C2(\C(=O)NC(/N)=N/C(\N/C=1)=2))
queuine	C([NH2+]C1([C@@H](O)[C@@H](O)\C=C/1))C2(\C3(\C(=O)NC(/N)=N/C(\N/C=2)=3))
phenol	C1(\C=C/C(/O)=C\C=1)
(3Z)-phycoerythrobilin	C\C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C[C@@H]2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)
(3<i>E</i>)-phycoerythrobilin	C/C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C[C@@H]2(C(/C)=C(C=C)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)
(indol-3-yl)acetamide	C(N)(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxydecanoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine	CCCCCCC[C@H](CC(O[C@@H]3([C@H]([C@@H](OP(=O)([O-])OP(=O)(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))[O-])O[C@@H]([C@H]3O)CO)NC(=O)C))=O)O
(indol-3-yl)acetate	C([O-])(=O)CC1(\C2(/C=C\C=C/C(/N\C=1)=2))
UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine	CCCCCCCCCCC[C@H](CC(O[C@@H]3([C@H]([C@@H](OP(=O)([O-])OP(=O)(OC[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O))[O-])O[C@@H]([C@H]3O)CO)NC(=O)C))=O)O
dTDP-4-amino-4,6-dideoxy-&alpha;-D-galactose	CC1(\C(=O)NC(N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(O[C@@H]2([C@@H]([C@H]([C@@H]([NH3+])[C@H](O2)C)O)O))(=O)[O-])O3))=O)
5-fluorocytosine	C1(/NC(=O)/N=C(C(/F)=1)/N)
hydroxyferroheme <i>i</i>	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/C(O)O)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
ferroheme <i>i</i>	C=CC4(\C6(/C=C8(C(/C)=C(CCC(=O)[O-])/C1(/N([Fe-2]35([N+]2(\C(/C(/CO)=C(CCC(=O)[O-])\C(/C=1)=2)=C/C7(/N3C(\C=C(C(/C)=4)/[N+]\5=6)=C(C(/C)=7)/[C@@H](O)CC/C=C(C)/CC/C=C(C)/CCC=C(C)C))))8))))
arsenic triglutathione	C(NC([C@@H](NC(=O)CC[C@H]([NH-])C([O-])=O)CS[As](SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)SC[C@H](NC(=O)CC[C@H]([NH3+])C([O-])=O)C(NCC([O-])=O)=O)=O)C([O-])=O
(2R,3Z)-phycocyanobilin	C\C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C=C2(C(/C)=C(CC)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)
(2R,3E)-phycocyanobilin	C/C=C1([C@@H](C)C(NC\1=C/C4(/NC(/C=C3(C(/CCC([O-])=O)=C(C)/C(\C=C2(C(/C)=C(CC)/C(=O)N2))=N\3))=C(CCC([O-])=O)/C(\C)=4))=O)
(<i>S</i>)-malate	C(=O)([O-])C[C@H](O)C([O-])=O
2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate	CC1(\C(\S[C@H](C(=O)[O-])\N=1)=C\COP([O-])(=O)[O-])
oxaloacetate	C(C([O-])=O)C(=O)C([O-])=O
(2<i>R</i>)-3-sulfolactate	C(=O)([O-])[C@@H](O)CS([O-])(=O)=O
succinate	C(C([O-])=O)CC([O-])=O
fumarate	C(/C([O-])=O)=C\C(=O)[O-]
(<i>S</i>)-NADHX	C1(/N([C@@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	CCCCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP(=O)([O-])OP(=O)(OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))[O-])CO)O)OC(C[C@@H](CCCCCCCCCCC)O)=O))=O)O
(<i>R</i>)-NADHX	C1(/N([C@H](O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](N2(C3(\C(\N=C/2)=C(N)/N=C\N=3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))
UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	CCCCCCCCC[C@H](CC(N[C@@H]1([C@H]([C@@H]([C@H](O[C@@H]1OP(=O)([O-])OP([O-])(=O)OC[C@@H]3([C@H]([C@H]([C@H](N2(\C=C/C(=O)NC2=O))O3)O)O))CO)O)OC(C[C@@H](CCCCCCC)O)=O))=O)O
L-aspartate	C(C(=O)[O-])[C@H]([NH3+])C(=O)[O-]
phylloquinol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/CC1(/C(\C)=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
CMP	C(OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(/N)=N\C1=O))O2)O)O)
UMP	C(OP(=O)([O-])[O-])[C@@H]2([C@H]([C@H]([C@H](N1(\C=C/C(=O)NC1=O))O2)O)O)
propanoate	CCC(=O)[O-]
1-stearoyl-<i>sn</i>-glycerol 3-phosphate	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])[O-]
D-glyceraldehyde	C(=O)[C@H](O)CO
precorrin-7	CC2(C1(\C(/CCC([O-])=O)=C(C)/[C@@](C)(\N=1)CC5(\[NH+]=C(\C=C4([C@H]([C@]([C@@]([C@H]3([C@@H]([C@](CCC([O-])=O)(C)C\2=N/3)CC([O-])=O))(C)N4)(C)CC([O-])=O)CCC(=O)[O-]))/[C@@](C)(CC([O-])=O)C(/CCC([O-])=O)=5)))
