Reaction	EC-Number	In-Pathway	Substrates
(S)-2,3,4,5-tetrahydrodipicolinate + H+ + H2O  <-->  L-alpha-amino-epsilon-keto-pimelate	EC-3.5.99		H<sub>2</sub>O // (<i>S</i>)-2,3,4,5-tetrahydrodipicolinate // H<SUP>+</SUP> // L-&alpha;-amino-&epsilon;-keto-pimelate
a [protein]-Npi-phospho-L-histidine + 2-or-3 phospho-D-glycerate  <-->  a [protein]-L-histidine + 2,3-diphospho-D-glycerate		2-phospho-D-glycerate  <-->  3-phospho-D-glycerate	2-or-3 phospho-D-glycerate // a [protein]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine // a [protein]-L-histidine // 2,3-diphospho-D-glycerate
2-phosphoglycolate + H2O  ->  glycolate + phosphate	EC-3.1.3.18		2-phosphoglycolate // H<sub>2</sub>O // glycolate // phosphate
a glucosylated glycogenin  =  a glycogen	EC-2.4.1.18		a glucosylated glycogenin // a glycogen
a (3R,6S)-3-hydroxy-6-methyloctanoyl-[acp]  ->  a (2E,6S)-6-methyloct-2-enoyl-[acp] + H2O	EC-4.2.1.59	<i>anteiso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>,6<i>S</i>)-3-hydroxy-6-methyloctanoyl-[acp] // a (2<i>E</i>,6<i>S</i>)-6-methyloct-2-enoyl-[acp] // H<sub>2</sub>O
L-histidine  ->  ammonium + urocanate	EC-4.3.1.3	L-histidine degradation I	L-histidine // ammonium // urocanate
a (3R,14S)-3-hydroxy-14-methylhexadecanoyl-[acp]  ->  a (2E,14S)-14-methylhexadec-2-enoyl-[acp] + H2O	EC-4.2.1.59	<i>anteiso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>,14<i>S</i>)-3-hydroxy-14-methylhexadecanoyl-[acp] // a (2<i>E</i>,14<i>S</i>)-14-methylhexadec-2-enoyl-[acp] // H<sub>2</sub>O
a 5-methyltetrahydrofolate + NAD(P)+  <-->  a 5,10-methylenetetrahydrofolate + NAD(P)H + H+	EC-1.5.1.20	folate transformations I	NAD(P)<sup>+</sup> // a 5-methyltetrahydrofolate // a 5,10-methylenetetrahydrofolate // NAD(P)H // H<SUP>+</SUP>
S-adenosyl-L-methionine + GTP + a reduced two electron carrier  ->  (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate + L-methionine + 5'-deoxyadenosine + an oxidized electron carrier + H+	EC-4.1.99.22	molybdopterin biosynthesis	a reduced two electron carrier // GTP // <i>S</i>-adenosyl-L-methionine // (8<i>S</i>)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate // L-methionine // 5'-deoxyadenosine // an oxidized electron carrier // H<SUP>+</SUP>
a 7-methyloctanoyl-[acp] + NAD+  <-  a (2E)-7-methyloct-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // a 7-methyloctanoyl-[acp] // a (2<i>E</i>)-7-methyloct-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
IMP + NAD+ + H2O  <-->  XMP + NADH + H+	EC-1.1.1.205	guanosine ribonucleotides <i>de novo</i> biosynthesis // inosine 5'-phosphate degradation	IMP // NAD<sup>+</sup> // H<sub>2</sub>O // H<SUP>+</SUP> // XMP // NADH
(3<em>R</em>)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase	EC-4.2.1.59	palmitate biosynthesis II (type II fatty acid synthase)	a (<i>3R</i>)-3-hydroxybutanoyl-[acp] // H<sub>2</sub>O // a (2<i>E</i>)-but-2-enoyl-[acp]
isochorismate + 2-oxoglutarate + H+  ->  2-succinyl-5-enolpyruvoyl-6-hydroxy-3-cyclohexene-1-carboxylate + CO2	EC-2.2.1.9	2-carboxy-1,4-naphthoquinol biosynthesis	2-oxoglutarate // isochorismate // H<SUP>+</SUP> // 2-succinyl-5-enolpyruvoyl-6-hydroxy-3-cyclohexene-1-carboxylate // CO<SUB>2</SUB>
a 13-methyltetradecanoyl-[acp] + NADP+  <-  a (2E)-13-methyltetradec-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 13-methyltetradecanoyl-[acp] // a (2<i>E</i>)-13-methyltetradec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
(2E,6E)-farnesyl diphosphate + 8 3-methylbut-3-en-1-yl diphosphate  ->  di-trans,octa-cis-undecaprenyl diphosphate + 8 diphosphate	EC-2.5.1.31	di-<i>trans</i>,poly-<i>cis</i>-undecaprenyl phosphate biosynthesis	3-methylbut-3-en-1-yl diphosphate // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // <i>di-trans,octa-cis</i>-undecaprenyl diphosphate // diphosphate
a tRNALeu + L-leucine + ATP  ->  an L-leucyl-[tRNALeu] + AMP + diphosphate	EC-6.1.1.4	tRNA charging	ATP // L-leucine // a tRNA<SUP>Leu</SUP> // an L-leucyl-[tRNA<SUP>Leu</SUP>] // diphosphate // AMP
a 6-methylheptanoyl-[acp] + a malonyl-[acp] + H+  ->  an 8-methyl-3-oxononanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	even <i>iso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // a 6-methylheptanoyl-[acp] // an 8-methyl-3-oxononanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
(S)-3-hydroxy-isobutanoyl-CoA + H2O  ->  (S)-3-hydroxy-isobutanoate + coenzyme A + H+	EC-3.1.2.4	L-valine degradation I	H<sub>2</sub>O // (<i>S</i>)-3-hydroxy-isobutanoyl-CoA // (<i>S</i>)-3-hydroxy-isobutanoate // H<SUP>+</SUP> // coenzyme A
a (3R)-3-hydroxy-14-methylpentadecanoyl-[acp] + NADP+  <-  a 14-methyl-3-oxopentadecanoyl-[acp] + NADPH + H+	EC-1.1.1.100	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxy-14-methylpentadecanoyl-[acp] // a 14-methyl-3-oxopentadecanoyl-[acp] // NADPH // H<SUP>+</SUP>
sn-glycerol 3-phosphate + an acyl phosphate  ->  a 2-lysophosphatidate + phosphate	EC-2.3.1.275	CDP-diacylglycerol biosynthesis III	an acyl phosphate // <i>sn</i>-glycerol 3-phosphate // a 2-lysophosphatidate // phosphate
D-mannonate + NAD+  ->  D-fructuronate + NADH + H+	EC-1.1.1.57	D-fructuronate degradation	D-mannonate // NAD<sup>+</sup> // D-fructuronate // H<SUP>+</SUP> // NADH
3-oxo-dodecanoyl-[acyl-carrier protein] synthase	EC-2.3.1.179 // EC-2.3.1.41	palmitate biosynthesis II (type II fatty acid synthase)	H<SUP>+</SUP> // a malonyl-[acp] // a decanoyl-[acp] // a 3-oxododecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
a generic polynucleotide substrate + H2O  ->  a 3' phosphooligonucleotide RNA + a nucleoside 3'-monophosphate	EC-3.1.31.1		H<sub>2</sub>O // a generic polynucleotide substrate // a 3' phosphooligonucleotide RNA // a nucleoside 3'-monophosphate
3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase	EC-4.2.1.59	<i>cis</i>-vaccenate biosynthesis	a (3<i>R</i>,11<i>Z</i>)-3-hydroxyoctadec-11-enoyl-[acp] // a (2<i>E</i>,11<i>Z</i>)-octadeca-2,11-dienoyl-[acp] // H<sub>2</sub>O
S-adenosyl-L-methionine + a 7-aminomethyl-7-deazaguanosine34 in tRNA  ->  an epoxyqueuosine34 in tRNA + adenine + L-methionine + H+	EC-2.4.99.17	queuosine biosynthesis I (<i>de novo</i>)	a 7-aminomethyl-7-deazaguanosine<sup>34</sup> in tRNA // <i>S</i>-adenosyl-L-methionine // an epoxyqueuosine<sup>34</sup> in tRNA // adenine // L-methionine // H<SUP>+</SUP>
acetyl-CoA + a [pyruvate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine  <-  a [pyruvate dehydrogenase E2 protein] N6-S-acetyldihydrolipoyl-L-lysine + coenzyme A	EC-2.3.1.12	pyruvate + coenzyme A + NAD+  ->  acetyl-CoA + CO2 + NADH // pyruvate decarboxylation to acetyl CoA I	a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // acetyl-CoA // coenzyme A // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-<i>S</i>-acetyldihydrolipoyl-L-lysine
S-methyl-5'-thioadenosine + H2O  ->  5-(methylsulfanyl)-D-ribose + adenine	EC-3.2.2.9 // EC-3.2.2.16	<i>S</i>-methyl-5'-thioadenosine degradation I // <i>S</i>-methyl-5'-thioadenosine degradation IV	H<sub>2</sub>O // <i>S</i>-methyl-5'-thioadenosine // 5-(methylsulfanyl)-D-ribose // adenine
a beta-(1,4)-D-mannan + H2O  ->  2 a beta-(1,4)-mannan oligosaccharide	EC-3.2.1.78		H<sub>2</sub>O // a &beta;-(1,4)-D-mannan // a &beta;-(1,4)-mannan oligosaccharide
an [L-cysteine desulfurase]-L-cysteine + L-cysteine  ->  an [L-cysteine desulfurase]-S-sulfanyl-L-cysteine + L-alanine		L-cysteine + an unsulfurated [sulfur carrier]  ->  L-alanine + a sulfurated [sulfur carrier] // L-cysteine + a [molybdopterin synthase sulfurtransferase]-L-cysteine  ->  L-alanine + a [molybdopterin synthase sulfurtransferase]-S-sulfanyl-L-cysteine // L-cysteine + a carboxy-adenylated-[ThiS sulfur-carrier protein] + a reduced two electron carrier  ->  a thiocarboxylated-[ThiS sulfur-carrier protein] + L-alanine + AMP + an oxidized electron carrier + 2 H+ // thiazole component of thiamine diphosphate biosynthesis II	L-cysteine // an [L-cysteine desulfurase]-L-cysteine // an [L-cysteine desulfurase]-<i>S</i>-sulfanyl-L-cysteine // L-alanine
nicotinamide + H2O  ->  ammonium + nicotinate	EC-3.5.1.19		H<sub>2</sub>O // nicotinamide // ammonium // nicotinate
guanosine + phosphate  <-->  alpha-D-ribose-1-phosphate + guanine	EC-2.4.2.15 // EC-2.4.2.1	purine ribonucleosides degradation // guanine and guanosine salvage I // guanosine nucleotides degradation III // purine and pyrimidine metabolism	phosphate // guanosine // &alpha;-D-ribose-1-phosphate // guanine
dUDP + an oxidized thioredoxin + H2O  <-  UDP + a reduced thioredoxin	EC-1.17.4.1	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I	H<sub>2</sub>O // an oxidized thioredoxin // dUDP // UDP // a reduced thioredoxin
orotidine 5'-phosphate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + orotate	EC-2.4.2.10	UMP biosynthesis III // uridine-5'-phosphate biosynthesis	diphosphate // orotidine 5'-phosphate // 5-phospho-&alpha;-D-ribose 1-diphosphate // orotate
octanoyl:GcvH transferase	EC-2.3.1.181	lipoate biosynthesis and incorporation III (Bacillus)	[glycine cleavage system lipoyl-carrier protein]-L-lysine // an octanoyl-[acp] // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-octanoyl-L-lysine // a soluble [acyl-carrier protein] // H<SUP>+</SUP>
3-hydroxypropanal + NAD(P)+ + H2O  ->  3-hydroxypropanoate + NAD(P)H + 2 H+	EC-1.2.1.99		H<sub>2</sub>O // NAD(P)<sup>+</sup> // 3-hydroxypropanal // 3-hydroxypropanoate // NAD(P)H // H<SUP>+</SUP>
3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate + a reduced two electron carrier + dioxygen  ->  3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate + an oxidized electron carrier + H2O	EC-1.14.13	bacilysin biosynthesis	a reduced two electron carrier // dioxygen // 3-[(1E,4R)-4-hydroxycyclohex-2-en-1-ylidene]-2-oxopropanoate // 3-[(2E,5R)-5-hydroxy-7-oxabicyclo[4.1.0]heptan-2-ylidene]-2-oxopropanoate // H<sub>2</sub>O // an oxidized electron carrier
D-gluconate 6-phosphate  ->  2-dehydro-3-deoxy-D-gluconate 6-phosphate + H2O	EC-4.2.1.12	Entner-Doudoroff shunt	D-gluconate 6-phosphate // 2-dehydro-3-deoxy-D-gluconate 6-phosphate // H<sub>2</sub>O
2-O-D-alanyl-1-O-phosphatidylglycerol + [(2-Glc)-Gro-P]n-Gro-P-ManNAc-GlcNAc-PP-undecaprenol  ->  a polyisoprenyl-major wall teichoic acid (B. subtilis 168) + a phosphatidylglycerol	EC-2.3.1	poly(glycerol phosphate) wall teichoic acid biosynthesis	[(2-Glc)-Gro-P]<sub>n</sub>-Gro-P-ManNAc-GlcNAc-PP-undecaprenol // 2-<i>O</i>-D-alanyl-1-<i>O</i>-phosphatidylglycerol // a polyisoprenyl-major wall teichoic acid (<i>B. subtilis</i> 168) // a phosphatidylglycerol
a (3R,8S)-3-hydroxy-8-methyldecanoyl-[acp] + NADP+  <-  an (8S)-8-methyl-3-oxodecanoyl-[acp] + NADPH + H+	EC-1.1.1.100	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>,8<i>S</i>)-3-hydroxy-8-methyldecanoyl-[acp] // an (8<i>S</i>)-8-methyl-3-oxodecanoyl-[acp] // NADPH // H<SUP>+</SUP>
a (4S)-4-methylhexanoyl-[acp] + NADP+  <-  a (2E,4S)-4-methylhex-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10 // EC-1.3.1.39	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (4<i>S</i>)-4-methylhexanoyl-[acp] // a (2<i>E</i>,4<i>S</i>)-4-methylhex-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
pyridoxine 5'-phosphate + dioxygen  ->  hydrogen peroxide + pyridoxal 5'-phosphate	EC-1.4.3.5	pyridoxal 5'-phosphate salvage I	pyridoxine 5'-phosphate // dioxygen // hydrogen peroxide // pyridoxal 5'-phosphate
ATP + a [protein]-L-serine  ->  ADP + a [protein]-O-phospho-L-serine + H+	EC-2.7.11.11		a [protein]-L-serine // ATP // ADP // a [protein]-<i>O</i>-phospho-L-serine // H<SUP>+</SUP>
N-acetyl-L-ornithine + 2-oxoglutarate  <-->  L-glutamate + N-acetyl-L-glutamate 5-semialdehyde	EC-2.6.1.11	L-arginine biosynthesis II (acetyl cycle)	2-oxoglutarate // <i>N</i>-acetyl-L-ornithine // L-glutamate // <i>N</i>-acetyl-L-glutamate 5-semialdehyde
a (3R)-3-hydroxy-9-methyldecanoyl-[acp] + NADP+  <-  a 9-methyl-3-oxodecanoyl-[acp] + NADPH + H+	EC-1.1.1.100	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (3<i>R</i>)-3-hydroxy-9-methyldecanoyl-[acp] // a 9-methyl-3-oxodecanoyl-[acp] // NADPH // H<SUP>+</SUP>
acetyl-CoA + acyl-carrier protein  ->  an acetyl-[acp] + coenzyme A	EC-2.3.1.38	superpathway of fatty acid biosynthesis initiation	a soluble [acyl-carrier protein] // acetyl-CoA // coenzyme A // an acetyl-[acp]
5-phospho-beta-D-ribosylamine + L-glutamate + diphosphate  <-  5-phospho-alpha-D-ribose 1-diphosphate + L-glutamine + H2O	EC-2.4.2.14	superpathway of 5-aminoimidazole ribonucleotide biosynthesis // 5-aminoimidazole ribonucleotide biosynthesis II // 5-aminoimidazole ribonucleotide biosynthesis I	L-glutamate // diphosphate // 5-phospho-&beta;-D-ribosylamine // 5-phospho-&alpha;-D-ribose 1-diphosphate // L-glutamine // H<sub>2</sub>O
a (3R)-3-hydroxy-15-methylhexadecanoyl-[acp]  ->  a (2E)-15-methylhexadec-2-enoyl-[acp] + H2O	EC-4.2.1.59	odd <i>iso</i>-branched-chain fatty acid biosynthesis	a (3<i>R</i>)-3-hydroxy-15-methylhexadecanoyl-[acp] // a (2<i>E</i>)-15-methylhexadec-2-enoyl-[acp] // H<sub>2</sub>O
L-aspartate + IMP + GTP  ->  N6-(1,2-dicarboxyethyl)AMP + GDP + phosphate + 2 H+	EC-6.3.4.4	adenosine ribonucleotides <i>de novo</i> biosynthesis	GTP // IMP // L-aspartate // H<SUP>+</SUP> // <i>N<sup>6</sup></i>-(1,2-dicarboxyethyl)AMP // phosphate // GDP
a [glycine-cleavage complex H protein] N6-aminomethyldihydrolipoyl-L-lysine + a tetrahydrofolate  <-->  a [glycine-cleavage complex H protein] N6-dihydrolipoyl-L-lysine + a 5,10-methylenetetrahydrofolate + ammonium	EC-2.1.2.10	glycine + a tetrahydrofolate + NAD+  <-->  a 5,10-methylenetetrahydrofolate + ammonium + CO2 + NADH // glycine cleavage	a tetrahydrofolate // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-aminomethyldihydrolipoyl-L-lysine // a [glycine-cleavage complex H protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // a 5,10-methylenetetrahydrofolate // ammonium
N-acetyl-S-(2-succinyl)-L-cysteine + NADH + dioxygen + H+  ->  oxaloacetate + N-acetyl-L-cysteine + NAD+ + H2O	EC-1.14.13	<i>S</i>-(2-succinyl)-L-cysteine degradation	H<SUP>+</SUP> // NADH // dioxygen // <i>N</i>-acetyl-<i>S</i>-(2-succinyl)-L-cysteine // oxaloacetate // <i>N</i>-acetyl-L-cysteine // NAD<sup>+</sup> // H<sub>2</sub>O
an 8-methylnonanoyl-[acyl-carrier protein] + NAD+  <-  a (2E)-8-methylnon-2-enoyl-[acp] + NADH + H+	EC-1.3.1.9	even <i>iso</i>-branched-chain fatty acid biosynthesis	NAD<sup>+</sup> // an 8-methylnonanoyl-[acyl-carrier protein] // a (2<i>E</i>)-8-methylnon-2-enoyl-[acp] // NADH // H<SUP>+</SUP>
hexulose 6-phosphate  <-  D-ribulose 5-phosphate + formaldehyde	EC-4.1.2.43	formaldehyde assimilation II (assimilatory RuMP Cycle)	hexulose 6-phosphate // D-ribulose 5-phosphate // formaldehyde
a 14-methylpentadecanoyl-[acp] + NADP+  <-  a (2E)-14-methylpentadec-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.39 // EC-1.3.1.10	even <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 14-methylpentadecanoyl-[acp] // a (2<i>E</i>)-14-methylpentadec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
(S)-(+)-allantoin + H2O  ->  allantoate + H+	EC-3.5.2.5	allantoin degradation to ureidoglycolate II (ammonia producing)	H<sub>2</sub>O // (<i>S</i>)-(+)-allantoin // H<SUP>+</SUP> // allantoate
2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  ->  5-amino-6-(D-ribitylamino)uracil + riboflavin	EC-2.5.1.9	flavin biosynthesis I (bacteria and plants)	6,7-dimethyl-8-(1-D-ribityl)lumazine // H<SUP>+</SUP> // 5-amino-6-(D-ribitylamino)uracil // riboflavin
a tRNAArg + L-arginine + ATP  ->  an L-arginyl-[tRNAArg] + AMP + diphosphate	EC-6.1.1.19	tRNA charging	ATP // L-arginine // a tRNA<SUP>Arg</SUP> // an L-arginyl-[tRNA<SUP>Arg</SUP>] // diphosphate // AMP
acetyl-CoA + a [carboxyl-carrier protein dimer]-N6-carboxybiotinyl-L-lysine  ->  malonyl-CoA + a [biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine	EC-2.1.3.15	fatty acid biosynthesis initiation (type II) // biotin-carboxyl carrier protein assembly	a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine // acetyl-CoA // malonyl-CoA // a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine
a tRNAser + L-serine + ATP  ->  an L-seryl-[tRNAser] + AMP + diphosphate	EC-6.1.1.11	tRNA charging	ATP // L-serine // a tRNA<SUP>ser</SUP> // an L-seryl-[tRNA<SUP>ser</SUP>] // diphosphate // AMP
4-deoxy-L-threo-hex-4-enopyranuronate  <-->  5-dehydro-4-deoxy-D-glucuronate		4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate // 5-dehydro-4-deoxy-D-glucuronate
(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate  =  (3E)-2-chloro-5-oxohex-3-enedioate	EC-5.3.2.6		(2Z,4Z)-2-chloro-5-hydroxyhexa-2,4-dienedioate // (3E)-2-chloro-5-oxohex-3-enedioate
betaine aldehyde + NAD+ + H2O  ->  glycine betaine + NADH + 2 H+	EC-1.2.1.8	glycine betaine biosynthesis II (Gram-positive bacteria)	H<sub>2</sub>O // NAD<sup>+</sup> // betaine aldehyde // H<SUP>+</SUP> // glycine betaine // NADH
L-tartrate + NAD+  <-->  2-hydroxy-3-oxosuccinate + NADH + H+	EC-1.1.1.93		L-tartrate // NAD<sup>+</sup> // H<SUP>+</SUP> // NADH // 2-hydroxy-3-oxosuccinate
coproporphyrinogen III + 3 dioxygen  ->  coproporphyrin III + 3 hydrogen peroxide	EC-1.3.3.15	heme <i>b</i> biosynthesis IV (Gram-positive bacteria)	dioxygen // coproporphyrinogen III // coproporphyrin III // hydrogen peroxide
S-adenosyl-L-methionine + a pseudouridine1915 in 23S rRNA  ->  S-adenosyl-L-homocysteine + an N3-methylpseudouridine1915 in 23S rRNA + H+	EC-2.1.1.177		a pseudouridine<sup>1915</sup> in 23S rRNA // <i>S</i>-adenosyl-L-methionine // <i>S</i>-adenosyl-L-homocysteine // an <i>N</i><sup>3</sup>-methylpseudouridine<sup>1915</sup> in 23S rRNA // H<SUP>+</SUP>
CTP + a phosphatidate + H+  ->  a CDP-diacylglycerol + diphosphate	EC-2.7.7.41	type I lipoteichoic acid biosynthesis (<i>S. aureus</i>) // CDP-diacylglycerol biosynthesis III // CDP-diacylglycerol biosynthesis I	H<SUP>+</SUP> // a phosphatidate // CTP // a CDP-diacylglycerol // diphosphate
thymidine + phosphate  <-->  2-deoxy-alpha-D-ribose 1-phosphate + thymine	EC-2.4.2.2 // EC-2.4.2.4	purine and pyrimidine metabolism // salvage pathways of pyrimidine deoxyribonucleotides	thymidine // phosphate // 2-deoxy-&alpha;-D-ribose 1-phosphate // thymine
phosphoenolpyruvate + a [PTS enzyme I]-L-histidine  ->  pyruvate + a [PTS enzyme I]-Npi-phospho-L-histidine		phosphoenolpyruvate + an [HPr]-L-histidine  ->  pyruvate + an [HPr protein]-Npi-phospho-L-histidine	a [PTS enzyme I]-L-histidine // phospho<i>enol</i>pyruvate // pyruvate // a [PTS enzyme I]-<i>N<sup>&pi;</sup></i>-phospho-L-histidine
phosphoribulosylformimino-AICAR-phosphate + ammonia  ->  D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H2O		phosphoribulosylformimino-AICAR-phosphate + L-glutamine  ->  L-glutamate + D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide + H+	ammonia // phosphoribulosylformimino-AICAR-phosphate // D-<i>erythro</i>-1-(imidazol-4-yl)-glycerol 3-phosphate // 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide // H<sub>2</sub>O
3 a 2,3-dihydroxybenzoyl-glycyl-L-arginyl-[DhbF non-ribosomal peptide synthase]  ->  bacillibactin + 3 a [DhbF non-ribosomal peptide synthase]	EC-2.3.1	3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  ->  bacillibactin + 6 AMP + 6 diphosphate + 3 H+ + 3 H2O // bacillibactin biosynthesis	a 2,3-dihydroxybenzoyl-glycyl-L-arginyl-[DhbF non-ribosomal peptide synthase] // bacillibactin // a [DhbF non-ribosomal peptide synthase]
a uridine55 in tRNA  ->  a pseudouridine55 in tRNA	EC-5.4.99.25		a uridine<sup>55</sup> in tRNA // a pseudouridine<sup>55</sup> in tRNA
an (8S)-8-methyldecanoyl-[acyl-carrier protein] + a malonyl-[acp] + H+  ->  a (10S)-10-methyl-3-oxododecanoyl-[acp] + CO2 + acyl-carrier protein	EC-2.3.1.179	<i>anteiso</i>-branched-chain fatty acid biosynthesis	H<SUP>+</SUP> // a malonyl-[acp] // an (8<i>S</i>)-8-methyldecanoyl-[acyl-carrier protein] // a (10<i>S</i>)-10-methyl-3-oxododecanoyl-[acp] // CO<SUB>2</SUB> // a soluble [acyl-carrier protein]
cytidine + ATP  ->  CMP + ADP + H+	EC-2.7.1.48 // EC-2.7.1.213	pyrimidine ribonucleosides salvage I // purine and pyrimidine metabolism	ATP // cytidine // H<SUP>+</SUP> // CMP // ADP
a (10S)-10-methyldodecanoyl-[acp] + NADP+  <-  a (2E,10S)-10-methyldodec-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	<i>anteiso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a (10<i>S</i>)-10-methyldodecanoyl-[acp] // a (2<i>E</i>,10<i>S</i>)-10-methyldodec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
UDP-N-acetyl-alpha-D-galactosamine + Gro-P-beta-D-ManNAc-(1->4)-alpha-D-GlcNAc-PP-Und  ->  GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol + UMP + H+	EC-2.4.1	poly(3-O-&beta;-D-glucopyranosyl-<i>N</i>-acetylgalactosamine 1-phosphate) wall teichoic acid biosynthesis	Gro-P-&beta;-D-ManNAc-(1&rarr;4)-&alpha;-D-GlcNAc-PP-Und // UDP-<i>N</i>-acetyl-&alpha;-D-galactosamine // GalNAc-P-Gro-P-ManNAc-GlcNAc-PP-undecaprenol // UMP // H<SUP>+</SUP>
a (3R)-3-hydroxyacyl-[acyl-carrier protein]  ->  a trans-2-enoyl-[acyl-carrier protein] + H2O	EC-4.2.1.59	fatty acid elongation -- saturated	a (3<i>R</i>)-3-hydroxyacyl-[acyl-carrier protein] // a <i>trans</i>-2-enoyl-[acyl-carrier protein] // H<sub>2</sub>O
a glucuronoxylan + n H2O  ->  n a glucuronoxylan oligosaccharide	EC-3.2.1.136		H<sub>2</sub>O // a glucuronoxylan // a glucuronoxylan oligosaccharide
a 9-methyldecanoyl-[acyl-carrier protein] + NADP+  <-  a (2E)-9-methyldec-2-enoyl-[acp] + NADPH + H+	EC-1.3.1.104 // EC-1.3.1.10	odd <i>iso</i>-branched-chain fatty acid biosynthesis	NADP<sup>+</sup> // a 9-methyldecanoyl-[acyl-carrier protein] // a (2<i>E</i>)-9-methyldec-2-enoyl-[acp] // NADPH // H<SUP>+</SUP>
2'-deoxyguanosine + ATP  ->  dGMP + ADP + H+	EC-2.7.1.74 // EC-2.7.1.113 // EC-2.7.1.145	purine deoxyribonucleosides salvage	ATP // 2'-deoxyguanosine // H<SUP>+</SUP> // dGMP // ADP
a [biotin carboxyl-carrier-protein dimer]-N6-biotinyl-L-lysine + hydrogencarbonate + ATP  ->  a [carboxyl-carrier protein dimer]-N6-carboxybiotinyl-L-lysine + ADP + phosphate + H+	EC-6.3.4.14	biotin-carboxyl carrier protein assembly	ATP // hydrogencarbonate // a [biotin carboxyl-carrier-protein dimer]-<i>N</i><sup>6</sup>-biotinyl-L-lysine // phosphate // a [carboxyl-carrier protein dimer]-<i>N</i><sup>6</sup>-carboxybiotinyl-L-lysine // ADP // H<SUP>+</SUP>
