Reaction	EC-Number	In-Pathway	Substrates
an acyl-[acyl-carrier protein] + a 2-lysophosphatidate  ->  a phosphatidate + acyl-carrier protein	EC-2.3.1.51	CDP-diacylglycerol biosynthesis II	a 2-lysophosphatidate // an acyl-[acyl-carrier protein] // a phosphatidate // a soluble [acyl-carrier protein]
an acetyl-[acp] + a malonyl-[acp] + H+  ->  acyl-carrier protein + an acetoacetyl-[acp] + CO2	EC-2.3.1.86 // EC-2.3.1.85 // EC-2.3.1.41	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	H<SUP>+</SUP> // a malonyl-[acp] // an acetyl-[acp] // a soluble [acyl-carrier protein] // an acetoacetyl-[acp] // CO<SUB>2</SUB>
L-tryptophan + a tRNATrp + ATP + H+  ->  AMP + an L-tryptophanyl-[tRNATrp] + diphosphate	EC-6.1.1.2	tRNA charging	ATP // a tRNA<SUP>Trp</SUP> // L-tryptophan // H<SUP>+</SUP> // AMP // diphosphate // an L-tryptophanyl-[tRNA<SUP>Trp</SUP>]
a nucleoside triphosphate + 2 H2O  ->  a nucleoside 5'-monophosphate + 2 phosphate + 2 H+	EC-3.6.1.5		H<sub>2</sub>O // a nucleoside triphosphate // a nucleoside 5'-monophosphate // phosphate // H<SUP>+</SUP>
4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol + NAD(P)+  =  3-dehydro-4-methylzymosterol + CO2 + NAD(P)H	EC-1.1.1.170		NAD(P)<sup>+</sup> // 4&alpha;-carboxy-4&beta;-methyl-5&alpha;-cholesta-8,24-dien-3&beta;-ol // 3-dehydro-4-methylzymosterol // NAD(P)H // CO<SUB>2</SUB>
betanidin + hydrogen peroxide  =  betanidin quinone + 2 H2O	EC-1.11.1.7		hydrogen peroxide // betanidin // betanidin quinone // H<sub>2</sub>O
GTP:uridine 5'-phosphotransferase	EC-2.7.1.48		GTP // uridine // H<SUP>+</SUP> // UMP // GDP
a (1->4)-alpha-D-glucan  ->  a glycogen	EC-2.4.1.18	glycogen biosynthesis I (from ADP-D-Glucose)	a (1&rarr;4)-&alpha;-D-glucan // a glycogen
S-adenosyl-L-methionine + arsenite  ->  methylarsonate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.137		arsenite // <i>S</i>-adenosyl-L-methionine // methylarsonate // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
ATP + nicotinate adenine dinucleotide + L-glutamine + H2O  ->  L-glutamate + AMP + NAD+ + diphosphate + H+	EC-6.3.5.1	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	H<sub>2</sub>O // L-glutamine // nicotinate adenine dinucleotide // ATP // H<SUP>+</SUP> // L-glutamate // AMP // diphosphate // NAD<sup>+</sup>
2 a phenolic donor + hydrogen peroxide  ->  2 a phenoxyl radical of a phenolic donor + 2 H2O	EC-1.11.1.7		hydrogen peroxide // a phenolic donor // a phenoxyl radical of a phenolic donor // H<sub>2</sub>O
S-adenosyl-L-methionine + a phosphatidylethanolamine  ->  a phosphatidyl-N-methylethanolamine + S-adenosyl-L-homocysteine + H+	EC-2.1.1.17		a phosphatidylethanolamine // <i>S</i>-adenosyl-L-methionine // a phosphatidyl-<i>N</i>-methylethanolamine // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
dGDP + H2O  =  dGMP + phosphate + H+		dGTP + 2 H2O  ->  dGMP + 2 phosphate + 2 H+	H<sub>2</sub>O // dGDP // dGMP // phosphate // H<SUP>+</SUP>
4-coumaroyl-CoA + 3 malonyl-CoA + NADPH + 4 H+  =  isoliquiritigenin + 3 CO2 + 4 coenzyme A + NADP+ + H2O	EC-2.3.1.170		NADPH // malonyl-CoA // 4-coumaroyl-CoA // H<SUP>+</SUP> // isoliquiritigenin // coenzyme A // CO<SUB>2</SUB> // NADP<sup>+</sup> // H<sub>2</sub>O
5-hydroxyindole acetaldehyde + NAD+ + H2O  =  5-hydroxyindole acetate + NADH + 2 H+	EC-1.2.1.3		H<sub>2</sub>O // NAD<sup>+</sup> // 5-hydroxyindole acetaldehyde // 5-hydroxyindole acetate // NADH // H<SUP>+</SUP>
a lactosylceramide + UDP-N-acetyl-alpha-D-glucosamine  =  a lactotriaosylceramide + UDP + H+	EC-2.4.1.206		UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine // a lactosylceramide // a lactotriaosylceramide // H<SUP>+</SUP> // UDP
&beta;-galactosidase	EC-3.2.1.108		H<sub>2</sub>O // lactose // &beta;-D-galactose // D-glucopyranose
S-adenosyl-L-methionine + dimethylglycine  ->  S-adenosyl-L-homocysteine + glycine betaine + H+	EC-2.1.1.161	2 S-adenosyl-L-methionine + sarcosine  ->  2 S-adenosyl-L-homocysteine + glycine betaine + 2 H+	dimethylglycine // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // <i>S</i>-adenosyl-L-homocysteine // glycine betaine
a [pyruvate dehydrogenase E2 protein] N6-dihydrolipoyl-L-lysine + NAD+  ->  a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + NADH + H+	EC-1.8.1.4	pyruvate decarboxylation to acetyl CoA	NAD<sup>+</sup> // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-dihydrolipoyl-L-lysine // a [pyruvate dehydrogenase E2 protein] <i>N<sup>6</sup></i>-lipoyl-L-lysine // NADH // H<SUP>+</SUP>
L-arginine + H2O  ->  ammonium + L-citrulline	EC-3.5.3.6	L-arginine degradation V (arginine deiminase pathway) // L-proline biosynthesis II (from arginine)	L-arginine // H<sub>2</sub>O // ammonium // L-citrulline
phospholipase A2	EC-3.1.1.4	phospholipid remodeling (phosphatidylethanolamine, yeast)	H<sub>2</sub>O // 1-18:1-2-18:1-phosphatidylethanolamine // 1-18:1-2-lysophosphatidylethanolamine // oleate // H<SUP>+</SUP>
4-chlorosalicylate monooxygenase	EC-1.14.13.1		NADH // oxygen // 4-chlorosalicylate // H<SUP>+</SUP> // 4-chlorocatechol // CO<SUB>2</SUB> // H<sub>2</sub>O // NAD<sup>+</sup>
NADH + an oxidized electron carrier + H+  =  NAD+ + a reduced two electron carrier	EC-1.6.99.3		an oxidized electron carrier // H<SUP>+</SUP> // NADH // NAD<sup>+</sup> // a reduced two electron carrier
5,6,7,8-tetrahydrobiopterin + L-phenylalanine + oxygen  ->  L-tyrosine + 6,7-dihydrobiopterin + H2O	EC-1.14.16.1		oxygen // L-phenylalanine // 5,6,7,8-tetrahydrobiopterin // 6,7-dihydrobiopterin // L-tyrosine // H<sub>2</sub>O
GTP + H2O  ->  GMP + diphosphate + H+	EC-3.6.1.19		H<sub>2</sub>O // GTP // GMP // diphosphate // H<SUP>+</SUP>
leukotriene-C4 gamma-glutamyl transferase	EC-2.3.2.2		a proteinogenic amino acid // leukotriene-C4 // an &alpha;-(&gamma;-L-glutamyl)-L-amino acid // leukotriene-D4
a phosphatidylcholine + a 1,2-diacyl-sn-glycerol  ->  a triacyl-sn-glycerol + a 2-lysophosphatidylcholine	EC-2.3.1.158	diacylglycerol and triacylglycerol biosynthesis	a 1,2-diacyl-<i>sn</i>-glycerol // a phosphatidylcholine // a triacyl-<i>sn</i>-glycerol // a 2-lysophosphatidylcholine
a long-chain fatty acyl-CoA + a 1-alkyl-sn-glycerol 3-phosphate  =  a 2-acyl-1-alkyl-sn-glycerol 3-phosphate + coenzyme A	EC-2.3.1.51		a 1-alkyl-<i>sn</i>-glycerol 3-phosphate // a long-chain fatty acyl-CoA // a 2-acyl-1-alkyl-<i>sn</i>-glycerol 3-phosphate // coenzyme A
precorrin-2 + Co2+  =  cobalt-precorrin-2 + 4 H+	EC-4.99.1.3		Co<SUP>2+</SUP> // precorrin-2 // cobalt-precorrin-2 // H<SUP>+</SUP>
shikimate + NADP+  <-  3-dehydroshikimate + NADPH + H+	EC-1.1.1.25	chorismate biosynthesis from 3-dehydroquinate	NADP<sup>+</sup> // shikimate // H<SUP>+</SUP> // 3-dehydroshikimate // NADPH
L-glutamine + H2O  ->  L-glutamate + ammonium	EC-3.5.1.38 // EC-3.5.1.2	L-glutamine degradation I // XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+ // 2 L-glutamate + 2 an oxidized ferredoxin [iron-sulfur] cluster  <-  2-oxoglutarate + L-glutamine + 2 a reduced ferredoxin [iron-sulfur] cluster + 2 H+ // 2 ATP + L-glutamine + hydrogen carbonate + H2O  ->  L-glutamate + carbamoyl phosphate + 2 ADP + phosphate + 2 H+ // L-glutamine + L-aspartate + ATP + H2O  ->  L-glutamate + L-asparagine + AMP + diphosphate + H+ // ATP + UTP + L-glutamine + H2O  ->  ADP + CTP + L-glutamate + phosphate + 2 H+	H<sub>2</sub>O // L-glutamine // L-glutamate // ammonium
XMP + ammonium + ATP  =  GMP + AMP + diphosphate + 2 H+		XMP + L-glutamine + ATP + H2O  ->  L-glutamate + GMP + AMP + diphosphate + 2 H+	ATP // ammonium // XMP // GMP // AMP // diphosphate // H<SUP>+</SUP>
dUDP + ATP  ->  dUTP + ADP	EC-2.7.4.6	pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis III	ATP // dUDP // dUTP // ADP
5,6,7,8-tetrahydrobiopterin + NAD(P)+  =  6,7-dihydrobiopterin + NAD(P)H + H+	EC-1.5.1.34		NAD(P)<sup>+</sup> // 5,6,7,8-tetrahydrobiopterin // 6,7-dihydrobiopterin // NAD(P)H // H<SUP>+</SUP>
seleno-L-homocysteine + N5-methyl--tetrahydropteroyl tri-L-glutamate  =  seleno-L-methionine + tetrahydropteroyl tri-L-glutamate	EC-2.1.1.14		<i>N</i><sup>5</sup>-methyl--tetrahydropteroyl tri-L-glutamate // seleno-L-homocysteine // seleno-L-methionine // tetrahydropteroyl tri-L-glutamate
a reduced thioredoxin + NADP+  <-  an oxidized thioredoxin + NADPH + H+	EC-1.8.1.9	thioredoxin pathway	NADP<sup>+</sup> // a reduced thioredoxin // an oxidized thioredoxin // NADPH // H<SUP>+</SUP>
hydrogen carbonate + H+  <-  CO2 + H2O	EC-4.2.1.1	C4 photosynthetic carbon assimilation cycle, NAD-ME type	H<SUP>+</SUP> // hydrogen carbonate // CO<SUB>2</SUB> // H<sub>2</sub>O
L-cysteate + 2-oxoglutarate  =  3-sulfopyruvate + L-glutamate	EC-2.6.1.1		2-oxoglutarate // L-cysteate // 3-sulfopyruvate // L-glutamate
(1,4-alpha-D-glucosyl)(n) + phosphate  ->  (1,4-alpha-D-glucosyl)(n-1) + alpha-D-glucopyranose 1-phosphate	EC-2.4.1.1		phosphate // a (1&rarr;4)-&alpha;-D-glucan // &alpha;-D-glucopyranose 1-phosphate
S-(2-hydroxyacyl)glutathione + H2O  ->  glutathione + a 2-hydroxy carboxylate	EC-3.1.2.6		H<sub>2</sub>O // <i>S</i>-(2-hydroxyacyl)glutathione // glutathione // a 2-hydroxy carboxylate
maltopentaose + D-glucopyranose  <-  maltotetraose + maltose	EC-2.4.1.25		D-glucopyranose // maltopentaose // maltotetraose // maltose
a [protein]-(L-serine/L-threonine) + ATP  =  a [protein] (L-serine/L-threonine) phosphate + ADP + H+	EC-2.7.11.21 // EC-2.7.11.22		ATP // a [protein]-(L-serine/L-threonine) // a [protein] (L-serine/L-threonine) phosphate // ADP // H<SUP>+</SUP>
succinate[in] + a ubiquinone[membrane]  ->  fumarate[in] + a ubiquinol[membrane]	EC-1.3.5.1	aerobic respiration I (cytochrome c) // TCA cycle II (plants and fungi)	succinate // a ubiquinone // a ubiquinol // fumarate
all-trans-nonaprenyl diphosphate + homogentisate + H+  ->  2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol + CO2 + diphosphate	EC-2.5.1.117	plastoquinol-9 biosynthesis I	H<SUP>+</SUP> // homogentisate // all-<i>trans</i>-nonaprenyl diphosphate // 2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol // CO<SUB>2</SUB> // diphosphate
jasmonoyl-CoA + acetyl-CoA  =  OPC4-3-ketoacyl-CoA + coenzyme A	EC-2.3.1.16		acetyl-CoA // jasmonoyl-CoA // OPC4-3-ketoacyl-CoA // coenzyme A
D-glycerate + ATP  =  2-phospho-D-glycerate + ADP + H+	EC-2.7.1.165		ATP // D-glycerate // H<SUP>+</SUP> // 2-phospho-D-glycerate // ADP
cobinamide + ATP  =  adenosylcobinamide + PPPi	EC-2.5.1.17		ATP // cobinamide // adenosylcobinamide // PPP<SUB>i</SUB>
glycerophosphoglycerol + H2O  ->  glycerol + sn-glycerol 3-phosphate + H+	EC-3.1.4.46		H<sub>2</sub>O // glycerophosphoglycerol // glycerol // <i>sn</i>-glycerol 3-phosphate // H<SUP>+</SUP>
phytenal + NAD+ + H2O  ->  phytenate + NADH + 2 H+	EC-1.2.1.3	phytol degradation	H<sub>2</sub>O // NAD<sup>+</sup> // phytenal // phytenate // NADH // H<SUP>+</SUP>
OPC6-3-hydroxyacyl-CoA + NAD+  =  OPC6-3-ketoacyl-CoA + NADH + H+	EC-1.1.1.35		NAD<sup>+</sup> // OPC6-3-hydroxyacyl-CoA // OPC6-3-ketoacyl-CoA // NADH // H<SUP>+</SUP>
xanthine + NAD+ + H2O  ->  urate + NADH + H+	EC-1.17.1.4	guanosine nucleotides degradation II	H<sub>2</sub>O // NAD<sup>+</sup> // xanthine // urate // NADH // H<SUP>+</SUP>
UTP + 2 H2O  ->  UMP + 2 phosphate + 2 H+	EC-3.6.1.5	UTP and CTP dephosphorylation II // UTP and CTP dephosphorylation I	UTP // H<sub>2</sub>O // H<SUP>+</SUP> // phosphate // UMP
DL-allothreonine  ->  acetaldehyde + glycine	EC-4.1.2		DL-allothreonine // acetaldehyde // glycine
a primary alcohol + NAD+  =  an aldehyde + NADH + H+	EC-1.1.1.1		NAD<sup>+</sup> // a primary alcohol // an aldehyde // NADH // H<SUP>+</SUP>
(1,6-alpha-D-glucosyl)(m+1) + H2O  ->  (1,6-alpha-D-glucosyl)(m-1) + maltose	EC-3.2.1.68		H<sub>2</sub>O // a (1&rarr;6)-&alpha;-D-glucan // maltose
a linear malto-oligosaccharide [(glucose)n] + H2O  =  beta-maltose	EC-3.2.1.2		H<sub>2</sub>O // a linear malto-oligosaccharide // &beta;-maltose
dTDP-beta-L-rhamnose + NADP+  =  dTDP-4-dehydro-beta-L-rhamnose + NADPH + H+	EC-1.1.1.133		NADP<sup>+</sup> // dTDP-&beta;-L-rhamnose // dTDP-4-dehydro-&beta;-L-rhamnose // NADPH // H<SUP>+</SUP>
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA + 2 a ferricytochrome b5 + 2 H2O	EC-1.14.19.3	docosahexaenoate biosynthesis III (6-desaturase, mammals)	H<SUP>+</SUP> // a ferrocytochrome <i>b<SUB>5</SUB></i> // oxygen // (9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA // (6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA // H<sub>2</sub>O // a ferricytochrome <i>b<sub>5</sub></i>
16-hydroxypalmitate + ATP + coenzyme A  =  16-hydroxypalmitoyl-CoA + AMP + diphosphate	EC-6.2.1.3		ATP // coenzyme A // 16-hydroxypalmitate // 16-hydroxypalmitoyl-CoA // diphosphate // AMP
glutaredoxin reductase (glutathione)	EC-1.8.4	glutathione-glutaredoxin redox reactions	an oxidized glutaredoxin // glutathione // glutathione disulfide // a reduced glutaredoxin
xyloglucan XLLG oligosaccharide &beta;-galactosidase	EC-3.2.1.23		H<sub>2</sub>O // XLLG xyloglucan oligosaccharide // XXXG xyloglucan oligosaccharide // D-galactopyranose
17-alpha-hydroxypregnenolone + NAD+  =  pregn-5-ene-3,20-dione-17-ol + NADH + H+	EC-1.1.1.145		NAD<sup>+</sup> // 17-&alpha;-hydroxypregnenolone // NADH // H<SUP>+</SUP> // pregn-5-ene-3,20-dione-17-ol
stachyose + H2O  ->  raffinose + alpha-D-galactose	EC-3.2.1.22		H<sub>2</sub>O // stachyose // raffinose // &alpha;-D-galactose
dATP + H2O  =  dAMP + diphosphate + H+	EC-3.6.1.19		H<sub>2</sub>O // dATP // H<SUP>+</SUP> // dAMP // diphosphate
carboxyphosphonoenolpyruvate + H+  =  CO2 + phosphinopyruvate	EC-2.7.8.23		H<SUP>+</SUP> // carboxyphosphonoenolpyruvate // CO<SUB>2</SUB> // phosphinopyruvate
N-(5-phosphoribosyl)-anthranilate + diphosphate  =  anthranilate + 5-phospho-alpha-D-ribose 1-diphosphate	EC-2.4.2.18		diphosphate // <i>N</i>-(5-phosphoribosyl)-anthranilate // anthranilate // 5-phospho-&alpha;-D-ribose 1-diphosphate
Propionate--CoA ligase (ADP-forming)	EC-6.2.1.13		ATP // coenzyme A // propanoate // propanoyl-CoA // ADP // phosphate
(5Z)-tetradecenoyl-CoA + oxygen  ->  (2E,5Z)-tetradecenoyl-CoA + hydrogen peroxide	EC-1.3.3.6		oxygen // (5Z)-tetradecenoyl-CoA // (2E,5Z)-tetradecenoyl-CoA // hydrogen peroxide
2 6,7-dimethyl-8-(1-D-ribityl)lumazine + H+  =  5-amino-6-(D-ribitylamino)uracil + riboflavin	EC-2.5.1.9		6,7-dimethyl-8-(1-D-ribityl)lumazine // H<SUP>+</SUP> // 5-amino-6-(D-ribitylamino)uracil // riboflavin
formaldehyde + a tetrahydrofolate  ->  a 5,10-methylenetetrahydrofolate + H2O			a tetrahydrofolate // formaldehyde // a 5,10-methylenetetrahydrofolate // H<sub>2</sub>O
a tRNAGln + L-glutamine + ATP + H+  ->  an L-glutaminyl-[tRNAGln] + AMP + diphosphate	EC-6.1.1.18	tRNA charging	ATP // L-glutamine // a tRNA<SUP>Gln</SUP> // H<SUP>+</SUP> // an L-glutaminyl-[tRNA<SUP>Gln</SUP>] // diphosphate // AMP
ATP + propanoyl-CoA + hydrogen carbonate  ->  (S)-methylmalonyl-CoA + ADP + phosphate + H+	EC-6.4.1.3	propanoyl CoA degradation I	hydrogen carbonate // propanoyl-CoA // ATP // H<SUP>+</SUP> // (S)-methylmalonyl-CoA // phosphate // ADP
L-glutamate-5-semialdehyde + NAD+ + H2O  ->  L-glutamate + NADH + 2 H+	EC-1.2.1.88	L-proline degradation // 1-pyrroline-5-carboxylate dehydrogenase	NAD<sup>+</sup> // H<sub>2</sub>O // L-glutamate-5-semialdehyde // L-glutamate // NADH // H<SUP>+</SUP>
D-glucopyranose 6-phosphate  ->  1D-myo-inositol 3-monophosphate	EC-5.5.1.4	<i>myo</i>-inositol biosynthesis	D-glucopyranose 6-phosphate // 1D-<i>myo</i>-inositol 3-monophosphate
1-18:1-2-lysophosphatidylethanolamine + H2O  ->  sn-glycero-3-phosphoethanolamine + oleate + H+	EC-3.1.1.5	phospholipid remodeling (phosphatidylethanolamine, yeast)	H<sub>2</sub>O // 1-18:1-2-lysophosphatidylethanolamine // <i>sn</i>-glycero-3-phosphoethanolamine // oleate // H<SUP>+</SUP>
Glc3Man9GlcNAc2 + H2O  ->  Glc2Man9GlcNAc2 + D-glucopyranose	EC-3.2.1.106		H<sub>2</sub>O // Glc<sub>3</sub>Man<sub>9</sub>GlcNAc<sub>2</sub> // Glc<sub>2</sub>Man<sub>9</sub>GlcNAc<sub>2</sub> // D-glucopyranose
tRNAAsn + L-asparagine + ATP + H+  ->  an L-asparaginyl-[tRNAAsn] + AMP + diphosphate	EC-6.1.1.22	tRNA charging	ATP // L-asparagine // tRNA<SUP>Asn</SUP> // H<SUP>+</SUP> // an L-asparaginyl-[tRNA<SUP>Asn</SUP>] // diphosphate // AMP
3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate + NAD(P)+  =  4alpha-methyl-5alpha-cholest-7-en-3-one + CO2 + NAD(P)H	EC-1.1.1.170		NAD(P)<sup>+</sup> // 3&beta;-hydroxy-4&beta;-methyl-5&alpha;-cholest-7-ene-4&alpha;-carboxylate // 4&alpha;-methyl-5&alpha;-cholest-7-en-3-one // CO<SUB>2</SUB> // NAD(P)H
an alpha(1,5)-L-arabinan + n H2O  ->  n alpha-L-arabinofuranose	EC-3.2.1.55		H<sub>2</sub>O // an &alpha;(1,5)-L-arabinan // &alpha;-L-arabinofuranose
S-adenosyl-L-methionine + 3-demethylubiquinol-8  ->  S-adenosyl-L-homocysteine + ubiquinol-8 + H+	EC-2.1.1.64		3-demethylubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-methionine // H<SUP>+</SUP> // ubiquinol-<i>8</i> // <i>S</i>-adenosyl-L-homocysteine
(S)-3-hydroxy-(5Z)-dodecenoyl-CoA  <-  (2E,5Z)-dodecenoyl-CoA + H2O	EC-1.1.1.35		(S)-3-hydroxy-(5Z)-dodecenoyl-CoA // (2E,5Z)-dodecenoyl-CoA // H<sub>2</sub>O
ATP + a [protein]-L-threonine  =  ADP + a [protein]-O-phospho-L-threonine + H+	EC-2.7.11.11 // EC-2.7.12.1		a [protein]-L-threonine // ATP // ADP // a [protein]-<i>O</i>-phospho-L-threonine // H<SUP>+</SUP>
all-trans-hexaprenyl diphosphate + 2-carboxy-1,4-naphthoquinol + H+  =  CO2 + demethylmenaquinol-6 + diphosphate	EC-2.5.1.74		2-carboxy-1,4-naphthoquinol // all-<i>trans</i>-hexaprenyl diphosphate // H<SUP>+</SUP> // demethylmenaquinol-6 // diphosphate // CO<SUB>2</SUB>
2-deoxy-D-ribose + ATP  =  2-deoxy-D-ribose 5-phosphate + ADP + H+	EC-2.7.1.15		ATP // 2-deoxy-D-ribose // 2-deoxy-D-ribose 5-phosphate // ADP // H<SUP>+</SUP>
L-valine + 2-oxoglutarate  <-->  L-glutamate + 3-methyl-2-oxobutanoate	EC-2.6.1.42	L-valine biosynthesis // L-valine degradation I	2-oxoglutarate // L-valine // L-glutamate // 3-methyl-2-oxobutanoate
a siderophore-bound Fe(II) + H+  ->  a siderophore + Fe2+			H<SUP>+</SUP> // a siderophore-bound Fe(II) // a siderophore // Fe<SUP>2+</SUP>
ergosterol esterase	EC-3.1.1.13	sterol:steryl ester interconversion (yeast)	H<sub>2</sub>O // ergosteryl oleate // ergosterol // oleate // H<SUP>+</SUP>
a 2,3,4-saturated (3S)-3-hydroxyacyl-CoA + NAD+  ->  a 2,3,4-saturated 3-oxoacyl-CoA + NADH + H+	EC-1.1.1.35	fatty acid &beta;-oxidation II (peroxisome) // fatty acid &beta;-oxidation I	NAD<sup>+</sup> // a 2,3,4-saturated (3<i>S</i>)-3-hydroxyacyl-CoA // a 2,3,4-saturated 3-oxoacyl-CoA // NADH // H<SUP>+</SUP>
oxalosuccinate + H+  <-->  2-oxoglutarate + CO2		D-threo-isocitrate + NADP+  <-->  2-oxoglutarate + CO2 + NADPH	H<SUP>+</SUP> // oxalosuccinate // 2-oxoglutarate // CO<SUB>2</SUB>
4,4-dimethyl-5alpha-cholesta-8-en-3-beta-ol + NADP+  =  4,4-dimethyl-5-alpha-cholesta-8,14-dien-3-beta-ol + NADPH + H+	EC-1.3.1.70		NADP<sup>+</sup> // 4,4-dimethyl-5&alpha;-cholesta-8-en-3-&beta;-ol // H<SUP>+</SUP> // 4,4-dimethyl-5-&alpha;-cholesta-8,14-dien-3-&beta;-ol // NADPH
14-demethyllanosterol &Delta;<sup>14</sup> reductase	EC-1.3.1.70		NADP<sup>+</sup> // 4,4-dimethylzymosterol // 4,4-dimethyl-cholesta-8,12,24-trienol // NADPH // H<SUP>+</SUP>
S-adenosyl-L-methionine + a 3,4-dihydroxy-5-all-trans-polyprenylbenzoate  ->  a 3-methoxy-4-hydroxy-5-all-trans-polyprenylbenzoate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.114		a 3,4-dihydroxy-5-<i>all-trans</i>-polyprenylbenzoate // <i>S</i>-adenosyl-L-methionine // a 3-methoxy-4-hydroxy-5-<i>all-trans</i>-polyprenylbenzoate // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
5-hydroxy-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA 5-dehydrogenase	EC-1.1.1.145		NADP<sup>+</sup> // 5-hydroxy-3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA // 3-[(3a<i>S</i>,4<i>S</i>,7a<i>S</i>)-7a-methyl-1,5-dioxo-octahydro-1<i>H</i>-inden-4-yl]propanoyl-CoA // NADPH // H<SUP>+</SUP>
D-threo-isocitrate + NAD+  ->  2-oxoglutarate + CO2 + NADH	EC-1.1.1.41	TCA cycle II (plants and fungi) // L-glutamine biosynthesis III	NAD<sup>+</sup> // D-<i>threo</i>-isocitrate // 2-oxoglutarate // CO<SUB>2</SUB> // NADH
D-ononitol + galactinol  =  D-galactosylononitol + myo-inositol	EC-2.4.1		galactinol // D-ononitol // D-galactosylononitol // <I>myo</I>-inositol
succinate semialdehyde + NAD+ + H2O  =  succinate + NADH + 2 H+	EC-1.2.1.24		NAD<sup>+</sup> // H<sub>2</sub>O // succinate semialdehyde // succinate // NADH // H<SUP>+</SUP>
(2E,6E)-farnesyl diphosphate + 7 isopentenyl diphosphate  ->  all-trans-decaprenyl diphosphate + 7 diphosphate	EC-2.5.1.91	ubiquinol-10 biosynthesis (eukaryotic)	isopentenyl diphosphate // (2<i>E</i>,6<i>E</i>)-farnesyl diphosphate // all-<i>trans</i>-decaprenyl diphosphate // diphosphate
3-nonaprenyl-4-hydroxybenzoate + NADPH + oxygen + H+  ->  3,4-dihydroxy-5-all-trans-nonaprenylbenzoate + NADP+ + H2O	EC-1.14.13	ubiquinol-9 biosynthesis (eukaryotic)	H<SUP>+</SUP> // NADPH // oxygen // 3-nonaprenyl-4-hydroxybenzoate // 3,4-dihydroxy-5-<i>all-trans</i>-nonaprenylbenzoate // H<sub>2</sub>O // NADP<sup>+</sup>
a 2,3,4-saturated (3R)-3-hydroxyacyl-CoA  =  a cis-2-enoyl-CoA + H2O	EC-4.2.1.17		a 2,3,4-saturated (3<i>R</i>)-3-hydroxyacyl-CoA // a <i>cis</i>-2-enoyl-CoA // H<sub>2</sub>O
a 3beta-hydroxy-delta5-steroid + NAD+  =  a 3-oxo-delta5-steroid + NADH + H+	EC-1.1.1.145		NAD<sup>+</sup> // a 3&beta;-hydroxy-&delta;<sup>5</sup>-steroid // a 3-oxo-&delta;<sup>5</sup>-steroid // NADH // H<SUP>+</SUP>
a triglyceride + H2O  ->  a 1,2-diglyceride + a fatty acid + H+	EC-3.1.1.3	triacylglycerol degradation	H<sub>2</sub>O // a triglyceride // a 1,2-diglyceride // a fatty acid // H<SUP>+</SUP>
ATP + beta-D-fructofuranose 6-phosphate  ->  ADP + fructose 1,6-bisphosphate + H+	EC-2.7.1.11	glycolysis IV (plant cytosol) // glycolysis III (from glucose) // glycolysis I (from glucose 6-phosphate)	&beta;-D-fructofuranose 6-phosphate // ATP // H<SUP>+</SUP> // ADP // fructose 1,6-bisphosphate
S-adenosyl-L-methionine + a [glycerolipid]-oleate  ->  a [phospholipid]-9,10-methyleneoctadecanoate + S-adenosyl-L-homocysteine + H+	EC-2.1.1.79		a [glycerolipid]-oleate // <i>S</i>-adenosyl-L-methionine // a [phospholipid]-9,10-methyleneoctadecanoate // <i>S</i>-adenosyl-L-homocysteine // H<SUP>+</SUP>
GTP + ATP  =  pppGpp + AMP	EC-2.7.6.5		ATP // GTP // pppGpp // AMP
