Compound	SMILES
4&alpha;-methyl-zymosterol	CC(C)=CCC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4))))
histidinol	C1(\N\C=N/C(\C[C@@H](CO)[NH3+])=1)
pyruvate	CC(=O)C(=O)[O-]
fecosterol	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1(C[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
3,8-divinyl protochlorophyllide <i>a</i>	C=CC4(\C(/C)=C5(\C=C7(C(/C)=C(CCC(=O)[O-])/C(C6(/[C-](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C)=C(C=C)/C(\C=C(C(\C)=1)/2)=N3))=4)5))=6)))=N7)))
3-deoxy-&alpha;-D-<i>manno</i>-octulosonate	C(O)[C@@H](O)[C@H]1(O[C@@](O)(C([O-])=O)C[C@H]([C@H]1O)O)
D-alanine	C[C@@H]([NH3+])C([O-])=O
5&alpha;-cholestan-3-one	CC(C)CCC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(CC[C@H]1(CC(=O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
2-carboxy-cerotoyl-CoA	CCCCCCCCCCCCCCCCCCCCCCCCC(C([O-])=O)C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
1-[18-hydroxyoleyl]-2-lyso-phosphatidate	C(O)CCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](COP([O-])([O-])=O)O
2-[(2<i>R</i>,5<i>Z</i>)-2-carboxy-4-methylthiazol-5(2<i>H</i>)-ylidene]ethyl phosphate	CC1(\C(\S[C@H](C(=O)[O-])\N=1)=C\COP([O-])(=O)[O-])
ADP-&alpha;-D-glucose	C([C@@H]1([C@H]([C@@H]([C@H]([C@H](O1)OP(OP(OC[C@H]2(O[C@H]([C@@H]([C@@H]2O)O)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))(=O)[O-])(=O)[O-])O)O)O))O
phytenoyl-CoA	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCCC(\C)=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
chlorophyll <i>b</i>	C=CC4(\C(/C)=C5(\C=C7([C@@H](C)[C@H](CCC(=O)OC/C=C(C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(\C6(/[C@@H](C(OC)=O)C(=O)C1(\C(\N2([Mg]N(C(/C=C3(C(/C=O)=C(CC)\C(/C=C(C(\C)=1)\2)=N3))=4)5))=6)))=N7)))
7,9,9'-<i>cis</i>-neurosporene	CC(C)=CCCC(\C)=C/C=C\C(/C)=C/C=C/C(\C)=C/C=C/C=C(C)/C=C/C=C(C)\CC/C=C(C)/CCC=C(C)C
dTDP-&alpha;-D-glucose	CC1(\C(=O)NC(=O)N(\C=1)[C@H]3(C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)2))O3))
N-ethylglycine	CC[NH2+]CC(=O)[O-]
leukotriene A<sub>4</sub>	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H]1(O[C@@H]1CCCC(=O)[O-])
3-hydroxyanthranilate	C1(\C=C(C(\N)=C(\C=1)\O)\C([O-])=O)
GMP	C(OP([O-])(=O)[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(=O)NC(/N)=N/C2=3)))
ergosterol	CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]3(CC[C@H]4(C2([C@@H]([C@]1(CC[C@H](O)CC/1=C\C=2)(C))CC[C@](C)34)))
1-(5-phospho-&beta;-D-ribosyl)-AMP	C([C@@H]4([C@H]([C@H]([C@H](N2(C(C3(\N=C/N([C@H]1([C@@H]([C@@H]([C@H](O1)COP([O-])(=O)[O-])O)O))C(\N=C/2)=3))=N))O4)O)O))OP([O-])([O-])=O
protoporphyrinogen IX	C=CC2(\C(/C)=C1(CC5(\NC(/CC4(\NC(/CC3(\NC(/CC(\N1)=2)=C(C)/C(\C=C)=3))=C(C)/C(\CCC([O-])=O)=4))=C(CCC(=O)[O-])/C(\C)=5)))
5-enolpyruvoyl-shikimate 3-phosphate	C=C(C(=O)[O-])O[C@@H]1(CC(/C(=O)[O-])=C\[C@@H](OP(=O)([O-])[O-])[C@@H](O)1)
2-methylacetoacetyl-CoA	CC(C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)C(=O)C
<i>S</i>-adenosyl 3-(methylthio)propylamine	C[S+](CCC[NH3+])C[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(\C/2=N/C=N\C(/N)=3)))
testosterone	C[C@@]34([C@H]2([C@H]([C@H]1([C@@](C)([C@@H](O)CC1)CC2))CCC/3=C\C(=O)CC4))
3'-dephospho-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)C(=O)NCCC(=O)NCCS
<i>aldehydo</i>-D-galacturonate	C(=O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)[O-]
4-amino-2-methyl-5-(phosphooxymethyl)pyrimidine	CC1(\N=C/C(/COP(=O)([O-])[O-])=C(N)\N=1)
raffinose	C(O[C@@H]1([C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O))[C@@H]2([C@H]([C@@H]([C@H]([C@H](O2)O[C@@]3(CO)([C@H]([C@@H]([C@@H](CO)O3)O)O))O)O)O)
4-amino-4-deoxychorismate	C=C(C(=O)[O-])O[C@H]1([C@H]([NH3+])\C=C/C(/C([O-])=O)=C\1)
D-sedoheptulose-1,7-bisphosphate	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O
fructose 1,6-bisphosphate	C([C@@H]1([C@H]([C@@H]([C@](O1)(COP(=O)([O-])[O-])O)O)O))OP([O-])(=O)[O-]
cycloeucalenol	CC(C)C(CC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@H](C)[C@@H](O)CCC2(CC12CC[C@](C)34)5)))))=C
&beta;-tocotrienol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CC[C@@]1(C)(OC2(\C(/CC1)=C(C)/C(/O)=C\C(/C)=2))
(<i>S</i>)-3-hydroxy-3-methylglutaryl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
xylitol	C(O)[C@H](O)[C@@H](O)[C@H](O)CO
polyketide synthase group	CC(C)(COP(=O)([O-])OC[C@H](N[a holo acp domain within a [polyketide synthase]])C(=O)[a holo acp domain within a [polyketide synthase]])[C@@H](O)C(=O)NCCC(=O)NCCS
lipid A disaccharide	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]2([C@H](OC[C@H]1(O[C@H](OP([O-])([O-])=O)[C@H](NC(C[C@H](O)CCCCCCCCCCC)=O)[C@@H](OC(C[C@H](O)CCCCCCCCCCC)=O)[C@H](O)1))O[C@H](CO)[C@H]([C@@H]2OC(C[C@H](O)CCCCCCCCCCC)=O)O)
&beta;-D-galactose	C(O)[C@H]1(O[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1)
6-pyruvoyl tetrahydropterin	CC(=O)C(=O)[C@H]1(CNC2(/N=C(N)\NC(=O)C(/N1)=2))
carboxyphosphate	C(=O)([O-])OP([O-])(=O)O
7-dehydrocholesterol	CC(C)CCC[C@@H](C)[C@H]1(CC[C@@H]2([C@@](C)1CC[C@H]4(C2=C\C=C3(C[C@@H](O)CC[C@@](C)34))))
15,9'-di-<i>cis</i>-phytofluene	CC(C)=CCCC(\C)=C/CCC(/C)=C/C=C/C(\C)=C/C=C\C=C(C)\CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
indole-3-acetamide	C1(\NC2(\C(/C(\CC(N)=O)=1)=C/C=C\C=2))
3-methoxy-4-hydroxy-5-<i>all-trans</i>-decaprenylbenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/OC)/C([O-])=O)
3-<i>trans</i>-decenoyl-CoA	CCCCCC/C=C/CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
adenosine 5'-phosphosulfate	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP(OS(=O)([O-])=O)([O-])=O
L-iditol	C([C@@H]([C@H]([C@@H]([C@@H](O)CO)O)O)O)O
coniferyl alcohol radical	COC1(\C(=O)\C=C/C(/C=1)=CCCO)
3-oxopropanoate	C(=O)CC([O-])=O
3-keto-&beta;-D-galactose	C(O)[C@H]1(O[C@H]([C@@H](C([C@H]1O)=O)O)O)
4,4-dimethyl-5&alpha;-cholest-7-en-3&beta;-ol	CC(C)CCC[C@@H](C)[C@H]4(CC[C@@H]1([C@](C)(CC[C@H]3(C1=CC[C@H]2(C(C)(C)[C@H](CC[C@@](C)23)O)))4))
nicotinamide	C1(\N=C/C(/C(=O)N)=C\C=1)
<i>N</i><SUP>8</SUP>-acetylspermidine	CC(=O)NCCCC[NH2+]CCC[NH3+]
a 2-acyl-sn-glycero-3-phosphoethanolamine (n-C18:1)	CCCCCC/C=C/CCCCCCCCCC(=O)O[C@H](CO)COP(OCC[NH3+])([O-])=O
glutathione disulfide	C(SSC[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O
4&alpha;-methyl-5&alpha;-ergosta-8,24-dien-3&beta;-ol	CC(C)C(CC[C@@H](C)[C@H]2(CC[C@H]3(C4(\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\CC[C@](C)23)=4)))))=C
3-ethylmalate	CCC(C(=O)[O-])C(C([O-])=O)O
(7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
x-dall-HEX-1:5	
4-tyrosol	C1(\C(/CCO)=C/C=C(\C=1)/O)
5-methylsalicylate	CC1(\C=C/C(/O)=C(\C=1)/C([O-])=O)
2-hydroxyisobutyramide	CC(O)(C)C(=O)N
6-<i>trans</i>-tridecenoyl-CoA	CCCCCC/C=C/CCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
b-dxyl-PEN-1:5	
<i>cis</i>-aconitate	C([O-])(=O)C(/CC(=O)[O-])=C/C(=O)[O-]
2',4,4',6'-tetrahydroxychalcone	C2(\C(/C=C/C(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)=C/C=C(\C=2)/O)
(S)-3-hydroxy-(7Z)-hexadecenoyl-CoA	CCCCCCCC\C=C/CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
betaine aldehyde hydrate	C[N+](C)(CC(O)O)C
acetate	CC([O-])=O
RX	[R][X]
OPC8-3-ketoacyl-CoA	CC\C=C/CC4(C(=O)CCC(CCCCCC(=O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)4)
XLLG xyloglucan oligosaccharide	C9(C([C@@H](C(C(OC[C@H]8(O[C@@H](O[C@H]3([C@H](O)[C@@H](O)[C@@H](O[C@H](COC1(C([C@H](C(CO1)O)O)O[C@H]2([C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)))3)O[C@H]6([C@H](O)[C@@H](O)[C@@H](O[C@H](COC4(C([C@H](C(CO4)O)O)O[C@H]5([C@@H]([C@H]([C@H]([C@H](O5)CO)O)O)O)))6)O[C@H]7([C@H](O)[C@@H](O)[C@H](O)O[C@H](CO)7))))[C@H](O)[C@@H](O)[C@H](O)8))O9)O)O)O)
a-xgal-HEX-1:5|6:a	
a-dgal-HEX-1:5|6:a	
isobutanal	CC(C)C=O
(2<i>R</i>,3<i>S</i>)-3-isopropylmalate	CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O
&alpha;-tocopherol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)(CCC2(\C(\O1)=C(C)/C(\C)=C(C(/C)=2)/O))
2-aminoprop-2-enoate	C=C(N)C(=O)[O-]
zeinoxanthin	CC(/C=C/C=C(C)/C=C/C1(C(/C)=C/CC[C@@]1(C)C))=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2(\[C@@](C[C@@H](CC(/C)=2)O)(C)C)
4-hydroxybenzoyl-acetyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
&alpha;,&alpha;-trehalose 6-phosphate	C([C@H]1(O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)O[C@@H]2([C@@H]([C@H]([C@@H]([C@H](O2)COP([O-])(=O)[O-])O)O)O)))O
phloretin	C2(\C=C(\C=C/C(\CCC(C1(/C(/O)=C\C(\O)=C/C(/O)=1))=O)=2)\O)
1-propanol	CCCO
aminocarboxymuconate semialdehyde	C(=O)([O-])C(\C=C\C=O)=C(C([O-])=O)/N
a-lxyl-PEN-1:5	
6-hydroxymelatonin	CC(=O)NCCC1(\C2(\C(\N\C=1)=C/C(/O)=C(\C=2)/OC))
(<i>R</i>)-pantothenate	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-]
(24<i>S</i>)-24-hydroxycholesterol	CC(C)[C@@H](O)CC[C@@H](C)[C@H]3(CC[C@H]4([C@@H]2(C\C=C1(C[C@@H](O)CC[C@@](C)1[C@H]2CC[C@](C)34))))
&alpha;-D-galacturonate	C([C@@H]1([C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O))([O-])=O
oxalate	C([O-])(C(=O)[O-])=O
1-18:1-2-18:1-phosphatidylethanolamine	CCCCCCCC\C=C/CCCCCCCC(OC[C@@H](OC(=O)CCCCCCC\C=C/CCCCCCCC)COP(OCC[NH3+])([O-])=O)=O
(S)-3-hydroxy-(5Z)-tetradecenoyl-CoA	CCCCCCCC\C=C/C[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
L-tyrosine	C([C@H](CC1(\C=C/C(/O)=C\C=1))[NH3+])(=O)[O-]
dehydroascorbate (bicyclic form)	C2(=O)(O[C@H]1([C@](O)(OC[C@H](O)1)[C@](O)(O)2))
NAD<sup>+</sup>	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5)
3-oxodecanoyl-CoA	CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
fumarate	C(/C([O-])=O)=C\C(=O)[O-]
norspermine	C([NH2+]CCC[NH2+]CCC[NH3+])CC[NH3+]
xanthurenate	C1(\C=C(C2(\N=C(/C=C(C(/C=1)=2)/[O-])\C(=O)[O-]))\O)
1D-<i>myo</i>-inositol 1-monophosphate	[C@@H]1(O)([C@H](O)[C@@H](O)[C@H](OP([O-])(=O)[O-])[C@H](O)[C@H](O)1)
an alcohol group	C([R2])(O)([R3])[R1]
nicotinate	C1(\N=C/C(/C([O-])=O)=C\C=1)
2-methyl-6-geranylgeranyl-1,4-benzoquinol	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O)
L-threonine	C[C@@H](O)[C@H]([NH3+])C(=O)[O-]
AMP	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O
leukotriene-D4	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)[NH3+])[C@H](CCCC([O-])=O)O
OPC6-3-hydroxyacyl-CoA	CC\C=C/CC4(C(=O)CCC(CCC[C@H](O)CC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)4)
2'-hydroxynicotine	C1(CC[C@](O)([NH+](C)1)C2(\C=C/C=N\C=2))
4-hydroxybenzoyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(C1(\C=C/C(/O)=C\C=1))=O)COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
(24S)-cholest-5-ene-3&beta;,7&alpha;,24-triol	CC(C)[C@@H](O)CC[C@@H](C)[C@H]1(CC[C@@H]2([C@@](C)1CC[C@H]4([C@H]2[C@H](O)\C=C3(C[C@@H](O)CC[C@@](C)34))))
sulfate	O=S(=O)([O-])[O-]
plastoquinol-9	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C)/C(\C)=C(\C=1)/O)
3-oxoadipate enol lactone	C1(\CC(=O)OC(/CC([O-])=O)=1)
L-cysteine	C(S)[C@@H](C(=O)[O-])[NH3+]
(2Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O
<i>S</i>-formylglutathione	C([C@H](NC(CC[C@H]([NH3+])C([O-])=O)=O)C(=O)NCC([O-])=O)SC=O
7,8-dihydrolumazine	C1(=O)(C2(\N=C/CNC(NC(=O)N1)=2))
dADP	C([C@@H]3([C@H](C[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O))OP(OP([O-])([O-])=O)([O-])=O
&alpha;-L-arabinofuranose	C(O)[C@H]1([C@H](O)[C@@H](O)[C@H](O)O1)
<i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide	C(NC=O)C(=O)N[C@H]1([C@H](O)[C@H](O)[C@@H](COP([O-])(=O)[O-])O1)
glycine	C([NH3+])C([O-])=O
8-oxo-dGTP	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H](C[C@H](O)1)N2(C(=O)NC3(C(=O)NC(/N)=N/C2=3)))
allantoate	C(C(=O)[O-])(NC(=O)N)NC(=O)N
mono-<i>trans</i>, poly-<i>cis</i>-decaprenyl group	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CCC=C(C)C
dethiobiotin	CC1(NC(=O)NC1CCCCCC(=O)[O-])
pseudouridine	C2(\NC(=O)NC(=O)C(/[C@@H]1(O[C@H](CO)[C@@H](O)[C@@H](O)1))=2)
5-aminopentanal	C(=O)CCCC[NH3+]
AMP group	C([C@@H]3([C@H]([C@H]([C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3)O)O))OP([O-])([O-])=O
3-octaprenyl-4-hydroxybenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C/C(/O)=1)/C(=O)[O-])
leukotriene-C4	CCCCC\C=C/C\C=C/C=C/C=C/[C@@H](SC[C@@H](C(=O)NCC([O-])=O)NC(CC[C@@H](C(=O)[O-])[NH3+])=O)[C@H](CCCC([O-])=O)O
glycolaldehyde	C(O)C=O
24-hydroxy-3-oxocholest-4-en-26-oyl-CoA	C[C@H](CCC(O)C(C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])C)[C@H]6(CC[C@H]7([C@@H]5(CCC4(\[C@@](CCC(=O)\C=4)(C)[C@H]5CC[C@](C)67))))
<i>trans</i>-dec-2-enoyl-CoA	CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
ubiquinol-<i>8</i>	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(\C(\O)=C(C(\OC)=C(C(/C)=1)\O)\OC)
4-aminobutanoate	C(C[NH3+])CC([O-])=O
glycerophosphoglycerol	C(C(COP(OCC(CO)O)([O-])=O)O)O
3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octa-2-enoyl-CoA	CC\C=C/CC4(C(=O)CCC(CCCCC/C=C/C(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O)4)
canavaninosuccinate	C(ONC(NC(CC(=O)[O-])C(=O)[O-])=[NH2+])C[C@H]([NH3+])C([O-])=O
CDP-ethanolamine	C(COP(OP(OC[C@@H]2([C@H]([C@H]([C@H](N1(C(/N=C(\C=C/1)/N)=O))O2)O)O))([O-])=O)([O-])=O)[NH3+]
Co<SUP>2+</SUP>	[Co+2]
L-proline	C1([NH2+][C@@H](CC1)C(=O)[O-])
(<i>E</i>)-2-benzylidenesuccinyl-CoA	CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C(/CC(=O)[O-])=C/C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]
<i>keto</i>-D-fructose	C(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)CO
norspermidine	C(CC[NH2+]CCC[NH3+])[NH3+]
demethylmenaquinol-7	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(C2(/C=C\C=C/C(/C(/O)=1)=2))/O)
thiosulfate	O=S(=O)([O-])S
b-dgal-HEX-1:5	
1D-<i>myo</i>-inositol 5-monophosphate	[C@@H]1(O)([C@@H](O)[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@@H](O)1)
&beta;-tocopherol	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)(CCC2(\C(\O1)=C(C)/C=C(C(/C)=2)/O))
Mg-protoporphyrin	C=CC3(\C(/C)=C4(\C=C6(C(/C)=C(CCC(=O)[O-])/C(\C=C5(C(/CCC(=O)[O-])=C(C)/C1(/N([Mg]N(C(/C=C2(C(/C)=C(C=C)/C(\C=1)=N2))=3)4)5)))=N6)))
cobinamide	C[C@@H](O)CNC(=O)CC[C@]1(C)([C@@H](CC(=O)N)[C@@H]8([C@@]6(C)([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C7(\C(/C)=C4([C@@](C)(CC(N)=O)[C@H](CCC(N)=O)C5(\C=C2(C(C)(C)[C@H](CCC(N)=O)C3(\C(/C)=C1/N([Co-3]([N+]\2=3)([N+]4=5)[N+]\6=7)8))))))))
<i>di-trans,octa-cis</i>-undecaprenyl group	C\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC\C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C
(4-hydroxyphenyl)acetaldehyde	C(=O)CC1(\C=C/C(/O)=C\C=1)
L-valine	CC(C)[C@H]([NH3+])C([O-])=O
3,4-dihydroxy-5-<i>all-trans</i>-decaprenylbenzoate	CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(/C=C(C(/O)=1)/O)/C([O-])=O)
L-tryptophan	C1(\NC2(/C=C\C=C/C(/C(\C[C@H]([NH3+])C(=O)[O-])=1)=2))
18-hydroxystearate	C(O)CCCCCCCCCCCCCCCCC([O-])=O
